LOCATION,TIME,FREQUENCY,Value
C0006,2027-10,M,12.308518
C0007,2027-10,M,3.066149
C0008,2027-10,M,14.858082
C0009,2027-10,M,3.971334
C0010,2027-10,M,17.384294
C0001,2027-11,M,3.308128
C0002,2027-11,M,15.658378
C0003,2027-11,M,4.126165
C0004,2027-11,M,11.736258
C0005,2027-11,M,1.453088
C0006,2027-11,M,12.734089
C0007,2027-11,M,2.957251
C0008,2027-11,M,14.967504
C0009,2027-11,M,4.122604
C0010,2027-11,M,17.584302
C0001,2027-12,M,3.342666
C0002,2027-12,M,15.510444
C0003,2027-12,M,4.132371
C0004,2027-12,M,11.624696
C0005,2027-12,M,1.968469
C0006,2027-12,M,13.111060
C0007,2027-12,M,2.915425
C0008,2027-12,M,15.091411
C0009,2027-12,M,4.082122
C0010,2027-12,M,17.907315
C0001,2028-01,M,3.659206
C0002,2028-01,M,15.670351
C0003,2028-01,M,4.391083
C0004,2028-01,M,11.843397
C0005,2028-01,M,2.332550
C0006,2028-01,M,13.280060
C0007,2028-01,M,2.976574
C0008,2028-01,M,14.924022
C0009,2028-01,M,3.636013
C0010,2028-01,M,17.875149
C0001,2028-02,M,3.456408
C0002,2028-02,M,15.682111
C0003,2028-02,M,4.725367
C0004,2028-02,M,11.919483
C0005,2028-02,M,2.234885
C0006,2028-02,M,13.048057
C0007,2028-02,M,2.580522
C0008,2028-02,M,15.309400
C0009,2028-02,M,3.134446
C0010,2028-02,M,17.581440
C0001,2028-03,M,2.801454
C0002,2028-03,M,15.585189
C0003,2028-03,M,4.628837
C0004,2028-03,M,11.828337
C0005,2028-03,M,2.239608
C0006,2028-03,M,12.827177
C0007,2028-03,M,2.336850
C0008,2028-03,M,15.831594
C0009,2028-03,M,3.053492
C0010,2028-03,M,17.822036
C0001,2028-04,M,2.578144
C0002,2028-04,M,16.045887
C0003,2028-04,M,5.069024
C0004,2028-04,M,11.921347
C0005,2028-04,M,1.945108
C0006,2028-04,M,12.870323
C0007,2028-04,M,2.372607
C0008,2028-04,M,15.893866
C0009,2028-04,M,2.787258
C0010,2028-04,M,17.358964
C0001,2028-05,M,2.645113
C0002,2028-05,M,16.034237
C0003,2028-05,M,5.069050
C0004,2028-05,M,12.243308
C0005,2028-05,M,1.544618
C0006,2028-05,M,13.179759
C0007,2028-05,M,2.179859
C0008,2028-05,M,15.772358
C0009,2028-05,M,2.567239
C0010,2028-05,M,17.365259
C0001,2028-06,M,2.114493
C0002,2028-06,M,15.861661
C0003,2028-06,M,4.919591
C0004,2028-06,M,12.631050
C0005,2028-06,M,1.616796
C0006,2028-06,M,13.395643
C0007,2028-06,M,2.204977
C0008,2028-06,M,15.463157
C0009,2028-06,M,2.849315
C0010,2028-06,M,17.101572
C0001,2028-07,M,1.986526
C0002,2028-07,M,15.907078
C0003,2028-07,M,5.193212
C0004,2028-07,M,12.592575
C0005,2028-07,M,2.080923
C0006,2028-07,M,13.243986
C0007,2028-07,M,2.420311
C0008,2028-07,M,15.460357
C0009,2028-07,M,3.313649
C0010,2028-07,M,17.146026
C0001,2028-08,M,1.469600
C0002,2028-08,M,16.213726
C0003,2028-08,M,5.168068
C0004,2028-08,M,12.452898
C0005,2028-08,M,2.458187
C0006,2028-08,M,13.162918
C0007,2028-08,M,2.614921
C0008,2028-08,M,15.234723
C0009,2028-08,M,3.086273
C0010,2028-08,M,17.650886
C0001,2028-09,M,1.271701
C0002,2028-09,M,16.034845
C0003,2028-09,M,4.673523
C0004,2028-09,M,12.944571
C0005,2028-09,M,2.594173
C0006,2028-09,M,13.246805
C0007,2028-09,M,2.916212
C0008,2028-09,M,14.849029
C0009,2028-09,M,2.945968
C0010,2028-09,M,17.602492
C0001,2028-10,M,0.855636
C0002,2028-10,M,16.404834
C0003,2028-10,M,4.670912
C0004,2028-10,M,12.868303
C0005,2028-10,M,2.682331
C0006,2028-10,M,13.044102
C0007,2028-10,M,2.946528
C0008,2028-10,M,15.839727
C0009,2028-10,M,3.137570
C0010,2028-10,M,18.062494
C0001,2028-11,M,0.787525
C0002,2028-11,M,16.176216
C0003,2028-11,M,4.763047
C0004,2028-11,M,12.498677
C0005,2028-11,M,2.035603
C0006,2028-11,M,13.271526
C0007,2028-11,M,3.148707
C0008,2028-11,M,16.073471
C0009,2028-11,M,3.161158
C0010,2028-11,M,18.608187
C0001,2028-12,M,0.797274
C0002,2028-12,M,16.006539
C0003,2028-12,M,3.897112
C0004,2028-12,M,12.505819
C0005,2028-12,M,2.300346
C0006,2028-12,M,13.287851
C0007,2028-12,M,3.488606
C0008,2028-12,M,16.727037
C0009,2028-12,M,3.126376
C0010,2028-12,M,18.933676
C0001,2029-01,M,0.374355
C0002,2029-01,M,16.295902
C0003,2029-01,M,3.924593
C0004,2029-01,M,12.462607
C0005,2029-01,M,2.275581
C0006,2029-01,M,13.256938
C0007,2029-01,M,3.412004
C0008,2029-01,M,16.770057
C0009,2029-01,M,3.091611
C0010,2029-01,M,18.567383
C0001,2029-02,M,0.533135
C0002,2029-02,M,16.109672
C0003,2029-02,M,4.236045
C0004,2029-02,M,12.473899
C0005,2029-02,M,2.334859
C0006,2029-02,M,12.679841
C0007,2029-02,M,3.062410
C0008,2029-02,M,17.026611
C0009,2029-02,M,2.895614
C0010,2029-02,M,18.384076
C0001,2029-03,M,0.489970
C0002,2029-03,M,16.494141
C0003,2029-03,M,4.350389
C0004,2029-03,M,12.873103
C0005,2029-03,M,2.279684
C0006,2029-03,M,12.760634
C0007,2029-03,M,2.731143
C0008,2029-03,M,17.349861
C0009,2029-03,M,2.944441
C0010,2029-03,M,18.368732
C0001,2029-04,M,0.625060
C0002,2029-04,M,16.899395
C0003,2029-04,M,4.293861
C0004,2029-04,M,13.370832
C0005,2029-04,M,2.056445
C0006,2029-04,M,12.901092
C0007,2029-04,M,3.329984
C0008,2029-04,M,17.188963
C0009,2029-04,M,3.032299
C0010,2029-04,M,18.594090
C0001,2029-05,M,0.621559
C0002,2029-05,M,16.450518
C0003,2029-05,M,3.994892
C0004,2029-05,M,13.552053
C0005,2029-05,M,2.338231
C0006,2029-05,M,13.144992
C0007,2029-05,M,3.674789
C0008,2029-05,M,17.191578
C0009,2029-05,M,3.108740
C0010,2029-05,M,18.125804
C0001,2029-06,M,0.749499
C0002,2029-06,M,16.615346
C0003,2029-06,M,3.834874
C0004,2029-06,M,13.749976
C0005,2029-06,M,1.836119
C0006,2029-06,M,13.377210
C0007,2029-06,M,3.772471
C0008,2029-06,M,17.782671
C0009,2029-06,M,3.532358
C0010,2029-06,M,18.534891
C0001,2029-07,M,1.020735
C0002,2029-07,M,16.788602
C0003,2029-07,M,3.503436
C0004,2029-07,M,13.663617
C0005,2029-07,M,2.389706
C0006,2029-07,M,12.970319
C0007,2029-07,M,3.652673
C0008,2029-07,M,17.349881
C0009,2029-07,M,3.963391
C0010,2029-07,M,18.342229
C0001,2029-08,M,1.499626
C0002,2029-08,M,16.654316
C0003,2029-08,M,3.370325
C0004,2029-08,M,14.043787
C0005,2029-08,M,2.682385
C0006,2029-08,M,12.203040
C0007,2029-08,M,3.794087
C0008,2029-08,M,17.503633
C0009,2029-08,M,4.032560
C0010,2029-08,M,18.124644
C0001,2029-09,M,1.536876
C0002,2029-09,M,16.525677
C0003,2029-09,M,3.444853
C0004,2029-09,M,13.993296
C0005,2029-09,M,2.522083
C0006,2029-09,M,12.273527
C0007,2029-09,M,4.035739
C0008,2029-09,M,17.566285
C0009,2029-09,M,3.880765
C0010,2029-09,M,18.195781
C0001,2029-10,M,1.874438
C0002,2029-10,M,16.973570
C0003,2029-10,M,3.806349
C0004,2029-10,M,14.156779
C0005,2029-10,M,2.251338
C0006,2029-10,M,11.901953
C0007,2029-10,M,3.985318
C0008,2029-10,M,17.138191
C0009,2029-10,M,3.663506
C0010,2029-10,M,18.120150
C0001,2029-11,M,1.760596
C0002,2029-11,M,16.862530
C0003,2029-11,M,3.432893
C0004,2029-11,M,14.230595
C0005,2029-11,M,2.561815
C0006,2029-11,M,11.769429
C0007,2029-11,M,4.203246
C0008,2029-11,M,17.889110
C0009,2029-11,M,3.648093
C0010,2029-11,M,18.282245
C0001,2029-12,M,1.844282
C0002,2029-12,M,17.126979
C0003,2029-12,M,2.949766
C0004,2029-12,M,13.931863
C0005,2029-12,M,2.623463
C0006,2029-12,M,12.052282
C0007,2029-12,M,4.247538
C0008,2029-12,M,17.384613
C0009,2029-12,M,3.421556
C0010,2029-12,M,18.025595
C0001,2030-01,M,1.982762
C0002,2030-01,M,16.889347
C0003,2030-01,M,2.770248
C0004,2030-01,M,14.253867
C0005,2030-01,M,3.028658
C0006,2030-01,M,11.957442
C0007,2030-01,M,4.376441
C0008,2030-01,M,16.821687
C0009,2030-01,M,3.491907
C0010,2030-01,M,18.344004
C0001,2030-02,M,2.159870
C0002,2030-02,M,16.902841
C0003,2030-02,M,2.676561
C0004,2030-02,M,14.073346
C0005,2030-02,M,2.993321
C0006,2030-02,M,11.534829
C0007,2030-02,M,4.846515
C0008,2030-02,M,16.969442
C0009,2030-02,M,3.474851
C0010,2030-02,M,18.137330
C0001,2030-03,M,2.163134
C0002,2030-03,M,17.117354
C0003,2030-03,M,2.987822
C0004,2030-03,M,13.820163
C0005,2030-03,M,2.728940
C0006,2030-03,M,12.163519
C0007,2030-03,M,5.175895
C0008,2030-03,M,17.157631
C0009,2030-03,M,3.447484
C0010,2030-03,M,18.378036
C0001,2030-04,M,1.819126
C0002,2030-04,M,17.541966
C0003,2030-04,M,2.994194
C0004,2030-04,M,14.058256
C0005,2030-04,M,2.934334
C0006,2030-04,M,12.149077
C0007,2030-04,M,5.123811
C0008,2030-04,M,17.492366
C0009,2030-04,M,3.756692
C0010,2030-04,M,17.838404
C0001,2030-05,M,1.356968
C0002,2030-05,M,17.247720
C0003,2030-05,M,2.752895
C0004,2030-05,M,13.743181
C0005,2030-05,M,3.030028
C0006,2030-05,M,12.038876
C0007,2030-05,M,5.470962
C0008,2030-05,M,17.891092
C0009,2030-05,M,3.758730
C0010,2030-05,M,18.300821
C0001,2030-06,M,1.394190
C0002,2030-06,M,17.103554
C0003,2030-06,M,2.790245
C0004,2030-06,M,14.026368
C0005,2030-06,M,2.580322
C0006,2030-06,M,12.003232
C0007,2030-06,M,5.552907
C0008,2030-06,M,17.971913
C0009,2030-06,M,3.662672
C0010,2030-06,M,18.414529
C0001,2030-07,M,1.508442
C0002,2030-07,M,16.915228
C0003,2030-07,M,3.438357
C0004,2030-07,M,14.161335
C0005,2030-07,M,2.504798
C0006,2030-07,M,11.863060
C0007,2030-07,M,5.845484
C0008,2030-07,M,17.976712
C0009,2030-07,M,4.409347
C0010,2030-07,M,18.260352
C0001,2030-08,M,1.178708
C0002,2030-08,M,16.891338
C0003,2030-08,M,3.501854
C0004,2030-08,M,13.556751
C0005,2030-08,M,2.436255
C0006,2030-08,M,11.782740
C0007,2030-08,M,5.732014
C0008,2030-08,M,17.770079
C0009,2030-08,M,4.026503
C0010,2030-08,M,18.452123
C0001,2030-09,M,1.041879
C0002,2030-09,M,16.580125
C0003,2030-09,M,3.294913
C0004,2030-09,M,13.432380
C0005,2030-09,M,2.488895
C0006,2030-09,M,12.002372
C0007,2030-09,M,5.450780
C0008,2030-09,M,17.608730
C0009,2030-09,M,3.646167
C0010,2030-09,M,17.444202
C0001,2030-10,M,1.119700
C0002,2030-10,M,17.005800
C0003,2030-10,M,3.459775
C0004,2030-10,M,13.299014
C0005,2030-10,M,2.537585
C0006,2030-10,M,11.688107
C0007,2030-10,M,5.411737
C0008,2030-10,M,17.463612
C0009,2030-10,M,3.411244
C0010,2030-10,M,17.541020
C0001,2030-11,M,1.902419
C0002,2030-11,M,17.469928
C0003,2030-11,M,3.451751
C0004,2030-11,M,13.568352
C0005,2030-11,M,2.807062
C0006,2030-11,M,11.528664
C0007,2030-11,M,5.594199
C0008,2030-11,M,17.027188
C0009,2030-11,M,3.191959
C0010,2030-11,M,17.588855
C0001,2030-12,M,1.808386
C0002,2030-12,M,17.956482
C0003,2030-12,M,3.651673
C0004,2030-12,M,13.469948
C0005,2030-12,M,2.689416
C0006,2030-12,M,11.611445
C0007,2030-12,M,5.284562
C0008,2030-12,M,17.182304
C0009,2030-12,M,2.809948
C0010,2030-12,M,17.747218
C0001,2031-01,M,1.787358
C0002,2031-01,M,18.051636
C0003,2031-01,M,3.370554
C0004,2031-01,M,13.553366
C0005,2031-01,M,3.404975
C0006,2031-01,M,11.507579
C0007,2031-01,M,5.373826
C0008,2031-01,M,17.598813
C0009,2031-01,M,3.048008
C0010,2031-01,M,17.849094
C0001,2031-02,M,1.521391
C0002,2031-02,M,17.657503
C0003,2031-02,M,3.399501
C0004,2031-02,M,13.431647
C0005,2031-02,M,3.412710
C0006,2031-02,M,11.595929
C0007,2031-02,M,5.175456
C0008,2031-02,M,17.719881
C0009,2031-02,M,3.600726
C0010,2031-02,M,17.534079
C0001,2031-03,M,1.414713
C0002,2031-03,M,17.621128
C0003,2031-03,M,3.742005
C0004,2031-03,M,13.102183
C0005,2031-03,M,3.118401
C0006,2031-03,M,10.999583
C0007,2031-03,M,5.046878
C0008,2031-03,M,17.893651
C0009,2031-03,M,3.919842
C0010,2031-03,M,17.616151
C0001,2031-04,M,1.270985
C0002,2031-04,M,17.803317
C0003,2031-04,M,3.811427
C0004,2031-04,M,12.563473
C0005,2031-04,M,2.779495
C0006,2031-04,M,11.469220
C0007,2031-04,M,5.139502
C0008,2031-04,M,17.472769
C0009,2031-04,M,4.165506
C0010,2031-04,M,17.900850
C0001,2031-05,M,1.176347
C0002,2031-05,M,17.969910
C0003,2031-05,M,2.741616
C0004,2031-05,M,12.864740
C0005,2031-05,M,3.137161
C0006,2031-05,M,11.173847
C0007,2031-05,M,5.219775
C0008,2031-05,M,17.354641
C0009,2031-05,M,4.142834
C0010,2031-05,M,17.754124
C0001,2031-06,M,0.823478
C0002,2031-06,M,18.490976
C0003,2031-06,M,2.670779
C0004,2031-06,M,12.912700
C0005,2031-06,M,2.861231
C0006,2031-06,M,10.906281
C0007,2031-06,M,5.337058
C0008,2031-06,M,17.487057
C0009,2031-06,M,4.403382
C0010,2031-06,M,18.049900
C0001,2031-07,M,0.797456
C0002,2031-07,M,18.333775
C0003,2031-07,M,2.905695
C0004,2031-07,M,12.746009
C0005,2031-07,M,3.130635
C0006,2031-07,M,11.048363
C0007,2031-07,M,5.667688
C0008,2031-07,M,17.659943
C0009,2031-07,M,4.103941
C0010,2031-07,M,17.774703
C0001,2031-08,M,1.043782
C0002,2031-08,M,18.856628
C0003,2031-08,M,2.541212
C0004,2031-08,M,12.771415
C0005,2031-08,M,3.227461
C0006,2031-08,M,10.640702
C0007,2031-08,M,5.800170
C0008,2031-08,M,17.610986
C0009,2031-08,M,3.506153
C0010,2031-08,M,18.219829
C0001,2031-09,M,0.827427
C0002,2031-09,M,18.454397
C0003,2031-09,M,2.682901
C0004,2031-09,M,12.950842
C0005,2031-09,M,3.454754
C0006,2031-09,M,10.565449
C0007,2031-09,M,5.790379
C0008,2031-09,M,17.378353
C0009,2031-09,M,3.140328
C0010,2031-09,M,18.504627
C0001,2031-10,M,0.832389
C0002,2031-10,M,18.373100
C0003,2031-10,M,2.124991
C0004,2031-10,M,12.916356
C0005,2031-10,M,3.224371
C0006,2031-10,M,10.551843
C0007,2031-10,M,5.720530
C0008,2031-10,M,17.229732
C0009,2031-10,M,3.426781
C0010,2031-10,M,18.604597
C0001,2031-11,M,1.192356
C0002,2031-11,M,17.962663
C0003,2031-11,M,1.961513
C0004,2031-11,M,12.922020
C0005,2031-11,M,3.121720
C0006,2031-11,M,10.565878
C0007,2031-11,M,5.373306
C0008,2031-11,M,17.004486
C0009,2031-11,M,2.965961
C0010,2031-11,M,18.317755
C0001,2031-12,M,1.424346
C0002,2031-12,M,17.876240
C0003,2031-12,M,2.421402
C0004,2031-12,M,12.767348
C0005,2031-12,M,3.171680
C0006,2031-12,M,10.252439
C0007,2031-12,M,6.120958
C0008,2031-12,M,16.936288
C0009,2031-12,M,3.222334
C0010,2031-12,M,18.409556
C0001,2032-01,M,1.285468
C0002,2032-01,M,17.468173
C0003,2032-01,M,2.487876
C0004,2032-01,M,12.625145
C0005,2032-01,M,3.141962
C0006,2032-01,M,10.479853
C0007,2032-01,M,6.134242
C0008,2032-01,M,17.029083
C0009,2032-01,M,3.280401
C0010,2032-01,M,17.957703
C0001,2032-02,M,1.719303
C0002,2032-02,M,17.787130
C0003,2032-02,M,2.180740
C0004,2032-02,M,12.790721
C0005,2032-02,M,2.966272
C0006,2032-02,M,10.301748
C0007,2032-02,M,6.123431
C0008,2032-02,M,17.516753
C0009,2032-02,M,3.600077
C0010,2032-02,M,18.107870
C0001,2032-03,M,1.414377
C0002,2032-03,M,18.501406
C0003,2032-03,M,2.456361
C0004,2032-03,M,12.131004
C0005,2032-03,M,3.098467
C0006,2032-03,M,10.199663
C0007,2032-03,M,6.232460
C0008,2032-03,M,17.611522
C0009,2032-03,M,3.346541
C0010,2032-03,M,18.609166
C0001,2032-04,M,1.501806
C0002,2032-04,M,18.744093
C0003,2032-04,M,2.867592
C0004,2032-04,M,11.941725
C0005,2032-04,M,2.851043
C0006,2032-04,M,10.563367
C0007,2032-04,M,6.624310
C0008,2032-04,M,17.192338
C0009,2032-04,M,3.940859
C0010,2032-04,M,18.511231
C0001,2032-05,M,1.730537
C0002,2032-05,M,18.875947
C0003,2032-05,M,2.604886
C0004,2032-05,M,11.717676
C0005,2032-05,M,2.267395
C0006,2032-05,M,10.267877
C0007,2032-05,M,6.182876
C0008,2032-05,M,17.185747
C0009,2032-05,M,4.344961
C0010,2032-05,M,18.474256
C0001,2032-06,M,1.855488
C0002,2032-06,M,19.068371
C0003,2032-06,M,2.820978
C0004,2032-06,M,11.633535
C0005,2032-06,M,1.867641
C0006,2032-06,M,10.183073
C0007,2032-06,M,6.191234
C0008,2032-06,M,16.915986
C0009,2032-06,M,4.454886
C0010,2032-06,M,18.360926
C0001,2032-07,M,2.061088
C0002,2032-07,M,18.802734
C0003,2032-07,M,2.572912
C0004,2032-07,M,12.173598
C0005,2032-07,M,1.901936
C0006,2032-07,M,10.382674
C0007,2032-07,M,5.864261
C0008,2032-07,M,16.791179
C0009,2032-07,M,4.656335
C0010,2032-07,M,18.784989
C0001,2032-08,M,1.876336
C0002,2032-08,M,18.539394
C0003,2032-08,M,2.586509
C0004,2032-08,M,11.756999
C0005,2032-08,M,1.918948
C0006,2032-08,M,10.402306
C0007,2032-08,M,6.066306
C0008,2032-08,M,17.184677
C0009,2032-08,M,4.823687
C0010,2032-08,M,18.967646
C0001,2032-09,M,1.917350
C0002,2032-09,M,18.406172
C0003,2032-09,M,2.030349
C0004,2032-09,M,11.528082
C0005,2032-09,M,2.007236
C0006,2032-09,M,9.965419
C0007,2032-09,M,6.127574
C0008,2032-09,M,17.050836
C0009,2032-09,M,4.530251
C0010,2032-09,M,18.799035
C0001,2032-10,M,2.153314
C0002,2032-10,M,18.633528
C0003,2032-10,M,1.495824
C0004,2032-10,M,11.513742
C0005,2032-10,M,2.295888
C0006,2032-10,M,9.932752
C0007,2032-10,M,6.149628
C0008,2032-10,M,16.602129
C0009,2032-10,M,4.395576
C0010,2032-10,M,19.295430
C0001,2032-11,M,1.949442
C0002,2032-11,M,18.187499
C0003,2032-11,M,1.568053
C0004,2032-11,M,11.770331
C0005,2032-11,M,2.662952
C0006,2032-11,M,9.825350
C0007,2032-11,M,6.204311
C0008,2032-11,M,16.745975
C0009,2032-11,M,4.588002
C0010,2032-11,M,19.101819
C0001,2032-12,M,2.469179
C0002,2032-12,M,17.962642
C0003,2032-12,M,1.800878
C0004,2032-12,M,11.790808
C0005,2032-12,M,2.512831
C0006,2032-12,M,9.682718
C0007,2032-12,M,6.025053
C0008,2032-12,M,16.602485
C0009,2032-12,M,4.297295
C0010,2032-12,M,19.269105
C0001,2033-01,M,2.287094
C0002,2033-01,M,17.760514
C0003,2033-01,M,1.968500
C0004,2033-01,M,11.786274
C0005,2033-01,M,2.123003
C0006,2033-01,M,9.456642
C0007,2033-01,M,5.959805
C0008,2033-01,M,16.423202
C0009,2033-01,M,4.519772
C0010,2033-01,M,19.013013
C0001,2033-02,M,2.030422
C0002,2033-02,M,17.445886
C0003,2033-02,M,2.111049
C0004,2033-02,M,11.952510
C0005,2033-02,M,1.664085
C0006,2033-02,M,9.682222
C0007,2033-02,M,6.200382
C0008,2033-02,M,15.923242
C0009,2033-02,M,4.324447
C0010,2033-02,M,19.392195
C0001,2033-03,M,2.345502
C0002,2033-03,M,17.432745
C0003,2033-03,M,2.279722
C0004,2033-03,M,12.587488
C0005,2033-03,M,1.836914
C0006,2033-03,M,9.373935
C0007,2033-03,M,6.584444
C0008,2033-03,M,15.664162
C0009,2033-03,M,4.616968
C0010,2033-03,M,19.545195
C0001,2033-04,M,2.624311
C0002,2033-04,M,17.857386
C0003,2033-04,M,1.879124
C0004,2033-04,M,12.587420
C0005,2033-04,M,2.424939
C0006,2033-04,M,9.702482
C0007,2033-04,M,6.622436
C0008,2033-04,M,15.363285
C0009,2033-04,M,4.650954
C0010,2033-04,M,19.244238
C0001,2033-05,M,2.220145
C0002,2033-05,M,18.000088
C0003,2033-05,M,1.923875
C0004,2033-05,M,12.384147
C0005,2033-05,M,2.560321
C0006,2033-05,M,9.600984
C0007,2033-05,M,7.122687
C0008,2033-05,M,15.351445
C0009,2033-05,M,5.109117
C0010,2033-05,M,18.974381
C0001,2033-06,M,2.420273
C0002,2033-06,M,18.507422
C0003,2033-06,M,2.027660
C0004,2033-06,M,12.733920
C0005,2033-06,M,2.078754
C0006,2033-06,M,9.849921
C0007,2033-06,M,7.113843
C0008,2033-06,M,15.569366
C0009,2033-06,M,5.358685
C0010,2033-06,M,18.290075
C0001,2033-07,M,2.313625
C0002,2033-07,M,18.284896
C0003,2033-07,M,2.096253
C0004,2033-07,M,12.192542
C0005,2033-07,M,1.788194
C0006,2033-07,M,10.181889
C0007,2033-07,M,7.147365
C0008,2033-07,M,15.250558
C0009,2033-07,M,5.282610
C0010,2033-07,M,18.579816
C0001,2033-08,M,1.804881
C0002,2033-08,M,18.196601
C0003,2033-08,M,2.054052
C0004,2033-08,M,12.269816
C0005,2033-08,M,1.960276
C0006,2033-08,M,10.773342
C0007,2033-08,M,7.289408
C0008,2033-08,M,15.078887
C0009,2033-08,M,5.643404
C0010,2033-08,M,18.302232
C0001,2033-09,M,1.957313
C0002,2033-09,M,18.623716
C0003,2033-09,M,2.389494
C0004,2033-09,M,12.526615
C0005,2033-09,M,1.341312
C0006,2033-09,M,10.779261
C0007,2033-09,M,7.100848
C0008,2033-09,M,15.460689
C0009,2033-09,M,5.880739
C0010,2033-09,M,18.350203
C0001,2033-10,M,2.211899
C0002,2033-10,M,18.406115
C0003,2033-10,M,2.594260
C0004,2033-10,M,12.574565
C0005,2033-10,M,0.885775
C0006,2033-10,M,10.913605
C0007,2033-10,M,7.287553
C0008,2033-10,M,15.801375
C0009,2033-10,M,6.025674
C0010,2033-10,M,18.613011
C0001,2033-11,M,1.734956
C0002,2033-11,M,18.270054
C0003,2033-11,M,2.573085
C0004,2033-11,M,12.499505
C0005,2033-11,M,0.894213
C0006,2033-11,M,10.780837
C0007,2033-11,M,7.481082
C0008,2033-11,M,15.508588
C0009,2033-11,M,6.053297
C0010,2033-11,M,18.604145
C0001,2033-12,M,1.803603
C0002,2033-12,M,17.969332
C0003,2033-12,M,2.997148
C0004,2033-12,M,12.454979
C0005,2033-12,M,0.512925
C0006,2033-12,M,11.047166
C0007,2033-12,M,7.459530
C0008,2033-12,M,15.476383
C0009,2033-12,M,6.016880
C0010,2033-12,M,18.688388
C0001,2034-01,M,1.814759
C0002,2034-01,M,17.721401
C0003,2034-01,M,2.604086
C0004,2034-01,M,12.563699
C0005,2034-01,M,0.111893
C0006,2034-01,M,11.403201
C0007,2034-01,M,7.163763
C0008,2034-01,M,15.227167
C0009,2034-01,M,5.724991
C0010,2034-01,M,18.264292
C0001,2034-02,M,1.618163
C0002,2034-02,M,17.616941
C0003,2034-02,M,1.952047
C0004,2034-02,M,11.878041
C0005,2034-02,M,-0.054194
C0006,2034-02,M,11.688065
C0007,2034-02,M,6.770402
C0008,2034-02,M,15.203245
C0009,2034-02,M,6.131941
C0010,2034-02,M,17.855168
C0001,2034-03,M,1.519685
C0002,2034-03,M,17.380694
C0003,2034-03,M,2.234830
C0004,2034-03,M,12.037857
C0005,2034-03,M,0.166052
C0006,2034-03,M,12.436203
C0007,2034-03,M,7.226099
C0008,2034-03,M,15.172967
C0009,2034-03,M,6.064237
C0010,2034-03,M,17.413234
C0001,2034-04,M,1.053730
C0002,2034-04,M,17.346607
C0003,2034-04,M,1.882674
C0004,2034-04,M,12.242964
C0005,2034-04,M,-0.022382
C0006,2034-04,M,12.289198
C0007,2034-04,M,6.759405
C0008,2034-04,M,15.780680
C0009,2034-04,M,6.274461
C0010,2034-04,M,17.188268
C0001,2034-05,M,1.130112
C0002,2034-05,M,17.709077
C0003,2034-05,M,1.640704
C0004,2034-05,M,12.816231
C0005,2034-05,M,-0.278666
C0006,2034-05,M,12.260494
C0007,2034-05,M,6.268381
C0008,2034-05,M,15.041396
C0009,2034-05,M,6.555472
C0010,2034-05,M,17.194848
C0001,2034-06,M,0.661704
C0002,2034-06,M,17.212994
C0003,2034-06,M,1.999219
C0004,2034-06,M,12.790881
C0005,2034-06,M,0.178362
C0006,2034-06,M,12.466996
C0007,2034-06,M,6.238640
C0008,2034-06,M,15.050386
C0009,2034-06,M,6.382328
C0010,2034-06,M,17.204862
C0001,2034-07,M,0.680102
C0002,2034-07,M,17.436400
C0003,2034-07,M,1.976947
C0004,2034-07,M,13.046954
C0005,2034-07,M,0.484139
C0006,2034-07,M,12.540198
C0007,2034-07,M,5.849340
C0008,2034-07,M,15.003642
C0009,2034-07,M,5.820620
C0010,2034-07,M,16.838243
C0001,2034-08,M,0.926805
C0002,2034-08,M,17.559044
C0003,2034-08,M,2.001108
C0004,2034-08,M,12.975856
C0005,2034-08,M,0.308169
C0006,2034-08,M,12.412575
C0007,2034-08,M,6.120935
C0008,2034-08,M,15.141217
C0009,2034-08,M,5.417974
C0010,2034-08,M,16.880392
C0001,2034-09,M,1.001011
C0002,2034-09,M,18.013738
C0003,2034-09,M,1.518634
C0004,2034-09,M,12.766584
C0005,2034-09,M,0.628166
C0006,2034-09,M,12.113349
C0007,2034-09,M,6.800303
C0008,2034-09,M,14.799713
C0009,2034-09,M,5.422912
C0010,2034-09,M,17.026314
C0001,2034-10,M,1.288531
C0002,2034-10,M,18.195191
C0003,2034-10,M,1.414134
C0004,2034-10,M,13.048739
C0005,2034-10,M,0.446597
C0006,2034-10,M,11.982870
C0007,2034-10,M,6.917184
C0008,2034-10,M,15.237153
C0009,2034-10,M,5.353535
C0010,2034-10,M,16.752479
C0001,2034-11,M,1.668562
C0002,2034-11,M,17.803559
C0003,2034-11,M,1.974529
C0004,2034-11,M,12.780852
C0005,2034-11,M,0.669411
C0006,2034-11,M,12.275421
C0007,2034-11,M,7.127894
C0008,2034-11,M,15.300715
C0009,2034-11,M,5.364899
C0010,2034-11,M,16.260704
C0001,2034-12,M,1.470806
C0002,2034-12,M,17.989480
C0003,2034-12,M,2.191135
C0004,2034-12,M,12.499657
C0005,2034-12,M,0.805513
C0006,2034-12,M,12.370786
C0007,2034-12,M,7.615682
C0008,2034-12,M,15.177437
C0009,2034-12,M,5.211801
C0010,2034-12,M,15.983666
C0001,2035-01,M,1.211626
C0002,2035-01,M,18.072909
C0003,2035-01,M,2.011119
C0004,2035-01,M,12.830647
C0005,2035-01,M,0.659236
C0006,2035-01,M,12.835432
C0007,2035-01,M,7.714562
C0008,2035-01,M,15.250554
