LOCATION,short_rate(t),term_rate(t),short_rate(t+5y),term_rate(t+5y)
BEL,4.800000,7.180000,8.250000,9.240000
BEL,4.000000,7.010000,7.500000,9.080000
BEL,3.450000,6.840000,7.250000,9.060000
BEL,3.500000,7.070000,7.250000,8.940000
BEL,3.500000,7.070000,7.000000,8.930000
BEL,3.500000,7.070000,6.750000,8.610000
BEL,3.500000,6.960000,6.650000,8.620000
BEL,3.650000,6.930000,6.250000,8.680000
BEL,3.650000,6.950000,6.250000,8.420000
BEL,3.850000,7.060000,6.250000,8.390000
BEL,4.050000,7.180000,6.000000,8.420000
BEL,4.500000,7.210000,9.250000,8.760000
BEL,5.200000,7.330000,7.750000,9.370000
BEL,5.200000,7.280000,6.750000,9.080000
BEL,5.200000,7.330000,5.750000,9.070000
BEL,5.200000,7.340000,5.600000,8.730000
BEL,5.250000,7.290000,5.600000,8.730000
BEL,5.700000,7.210000,5.750000,8.730000
BEL,6.550000,7.450000,6.350000,8.700000
BEL,6.850000,7.710000,7.000000,8.880000
BEL,7.350000,7.620000,7.500000,8.910000
BEL,7.650000,7.660000,9.500000,8.950000
BEL,7.650000,7.790000,8.750000,8.980000
BEL,7.650000,7.920000,9.250000,9.000000
BEL,7.650000,8.140000,8.750000,9.200000
BEL,8.500000,8.220000,8.150000,9.090000
BEL,9.000000,8.360000,7.900000,9.020000
BEL,9.400000,8.710000,7.900000,9.050000
BEL,10.000000,8.780000,8.500000,9.220000
BEL,11.250000,8.860000,11.250000,9.400000
BEL,11.750000,8.820000,12.000000,9.750000
BEL,11.750000,9.260000,12.000000,9.820000
BEL,11.750000,9.120000,13.000000,9.940000
BEL,11.250000,8.920000,14.000000,10.260000
BEL,10.750000,9.000000,14.300000,10.730000
BEL,10.500000,9.030000,14.400000,10.840000
BEL,9.500000,9.240000,14.400000,11.060000
BEL,8.500000,8.790000,15.000000,11.420000
BEL,7.300000,8.710000,17.500000,12.280000
BEL,7.150000,8.420000,17.000000,12.110000
BEL,6.600000,8.090000,15.500000,11.860000
BEL,6.000000,8.070000,13.750000,11.950000
BEL,6.250000,8.210000,13.000000,11.530000
BEL,6.050000,8.410000,12.350000,11.720000
BEL,6.050000,8.500000,12.250000,12.050000
BEL,6.050000,8.500000,12.100000,12.240000
BEL,6.050000,8.530000,12.750000,12.230000
BEL,6.050000,8.720000,12.750000,12.350000
BEL,6.050000,8.800000,12.100000,12.770000
BEL,6.400000,8.960000,13.250000,13.000000
BEL,9.000000,9.000000,15.000000,13.110000
BEL,9.250000,9.190000,17.000000,13.210000
BEL,9.500000,9.350000,16.750000,13.210000
BEL,9.000000,8.940000,14.750000,13.720000
BEL,10.000000,8.810000,16.250000,13.710000
BEL,11.500000,9.210000,15.750000,13.720000
BEL,13.000000,9.110000,15.750000,13.700000
BEL,13.500000,9.170000,15.650000,13.680000
BEL,11.500000,9.300000,15.000000,13.630000
BEL,10.000000,9.220000,16.000000,13.780000
BEL,8.250000,9.240000,15.150000,13.880000
BEL,7.500000,9.080000,14.250000,13.810000
BEL,7.250000,9.060000,14.250000,13.750000
BEL,7.250000,8.940000,15.000000,13.700000
BEL,7.000000,8.930000,15.000000,13.580000
BEL,6.750000,8.610000,15.750000,13.610000
BEL,6.650000,8.620000,14.500000,13.370000
BEL,6.250000,8.680000,13.750000,13.330000
BEL,6.250000,8.420000,12.750000,13.290000
BEL,6.250000,8.390000,12.750000,13.320000
BEL,6.000000,8.420000,12.250000,12.960000
BEL,9.250000,8.760000,12.250000,12.540000
BEL,7.750000,9.370000,12.250000,12.420000
BEL,6.750000,9.080000,12.250000,12.370000
BEL,5.750000,9.070000,12.000000,12.530000
BEL,5.600000,8.730000,10.450000,12.020000
BEL,5.600000,8.730000,10.000000,11.700000
BEL,5.750000,8.730000,9.250000,11.670000
BEL,6.350000,8.700000,9.250000,11.510000
BEL,7.000000,8.880000,9.250000,11.500000
BEL,7.500000,8.910000,9.250000,11.770000
BEL,9.500000,8.950000,9.500000,11.750000
BEL,8.750000,8.980000,10.500000,11.870000
BEL,9.250000,9.000000,10.850000,12.180000
BEL,8.750000,9.200000,10.850000,12.290000
BEL,8.150000,9.090000,12.000000,12.410000
BEL,7.900000,9.020000,12.250000,12.550000
BEL,7.900000,9.050000,11.750000,12.390000
BEL,8.500000,9.220000,11.750000,12.390000
BEL,11.250000,9.400000,11.750000,12.400000
BEL,12.000000,9.750000,11.750000,12.330000
BEL,12.000000,9.820000,11.450000,12.160000
BEL,13.000000,9.940000,11.000000,12.120000
BEL,14.000000,10.260000,11.000000,12.130000
BEL,14.300000,10.730000,10.750000,11.900000
BEL,14.400000,10.840000,10.750000,11.840000
BEL,14.400000,11.060000,10.700000,11.750000
BEL,15.000000,11.420000,10.700000,11.730000
BEL,17.500000,12.280000,10.450000,11.730000
BEL,17.000000,12.110000,9.750000,11.640000
BEL,15.500000,11.860000,9.000000,11.450000
BEL,13.750000,11.950000,8.900000,10.780000
BEL,13.000000,11.530000,8.900000,10.670000
BEL,12.350000,11.720000,9.500000,10.800000
BEL,12.250000,12.050000,9.150000,10.760000
BEL,12.100000,12.240000,8.800000,10.380000
BEL,12.750000,12.230000,8.600000,9.990000
BEL,12.750000,12.350000,9.750000,9.940000
BEL,12.100000,12.770000,9.750000,10.050000
BEL,13.250000,13.000000,9.750000,9.990000
BEL,15.000000,13.110000,9.750000,9.480000
BEL,17.000000,13.210000,8.250000,8.290000
BEL,16.750000,13.210000,8.000000,8.480000
BEL,14.750000,13.720000,7.350000,8.580000
BEL,16.250000,13.710000,7.350000,8.230000
BEL,15.750000,13.720000,7.350000,7.920000
BEL,15.750000,13.700000,7.350000,8.040000
BEL,15.650000,13.680000,7.350000,8.090000
BEL,15.000000,13.630000,7.350000,8.090000
BEL,16.000000,13.780000,7.400000,8.270000
BEL,15.150000,13.880000,7.750000,8.260000
BEL,14.250000,13.810000,7.750000,8.200000
BEL,14.250000,13.750000,7.400000,8.110000
BEL,15.000000,13.700000,7.250000,8.020000
BEL,15.000000,13.580000,7.050000,8.050000
BEL,15.750000,13.610000,6.750000,8.100000
BEL,14.500000,13.370000,6.650000,8.070000
BEL,13.750000,13.330000,6.650000,7.960000
BEL,12.750000,13.290000,6.650000,8.180000
BEL,12.750000,13.320000,7.150000,8.640000
BEL,12.250000,12.960000,6.850000,8.350000
BEL,12.250000,12.540000,6.750000,8.270000
BEL,12.250000,12.420000,6.350000,8.160000
BEL,12.250000,12.370000,6.150000,7.780000
BEL,12.000000,12.530000,6.100000,7.670000
BEL,10.450000,12.020000,6.100000,7.790000
BEL,10.000000,11.700000,6.100000,7.930000
BEL,9.250000,11.670000,6.100000,7.950000
BEL,9.250000,11.510000,7.100000,8.090000
BEL,9.250000,11.500000,7.500000,8.200000
BEL,9.250000,11.770000,7.350000,8.240000
BEL,9.500000,11.750000,7.250000,8.090000
BEL,10.500000,11.870000,7.150000,8.050000
BEL,10.850000,12.180000,7.500000,8.140000
BEL,10.850000,12.290000,7.700000,8.170000
BEL,12.000000,12.410000,8.400000,8.300000
BEL,12.250000,12.550000,8.200000,8.510000
BEL,11.750000,12.390000,8.300000,8.420000
BEL,11.750000,12.390000,8.650000,8.360000
BEL,11.750000,12.400000,8.500000,8.350000
BEL,11.750000,12.330000,8.500000,8.390000
BEL,11.450000,12.160000,8.450000,8.360000
BEL,11.000000,12.120000,9.200000,8.430000
BEL,11.000000,12.130000,9.650000,8.680000
BEL,10.750000,11.900000,9.800000,9.100000
BEL,10.750000,11.840000,10.250000,9.400000
BEL,10.700000,11.750000,10.400000,9.800000
BEL,10.700000,11.730000,10.400000,10.400000
BEL,10.450000,11.730000,10.300000,10.260000
BEL,9.750000,11.640000,10.050000,10.000000
BEL,9.000000,11.450000,9.850000,9.820000
BEL,8.900000,10.780000,9.400000,9.750000
BEL,8.900000,10.670000,9.200000,9.560000
BEL,9.500000,10.800000,9.150000,10.010000
BEL,9.150000,10.760000,8.950000,10.300000
BEL,8.800000,10.380000,8.850000,10.220000
BEL,8.600000,9.990000,9.000000,10.010000
BEL,9.750000,9.940000,10.050000,9.950000
BEL,9.750000,10.050000,9.860000,9.870000
BEL,9.750000,9.990000,9.650000,9.250000
BEL,9.750000,9.480000,9.370000,9.230000
BEL,8.250000,8.290000,9.300000,9.170000
BEL,8.000000,8.480000,9.090000,9.140000
BEL,7.350000,8.580000,9.150000,9.260000
BEL,7.350000,8.230000,9.200000,9.470000
BEL,7.350000,7.920000,9.330000,9.410000
BEL,7.350000,8.040000,9.200000,9.220000
BEL,7.350000,8.090000,9.290000,9.130000
BEL,7.350000,8.090000,9.470000,9.150000
BEL,7.400000,8.270000,9.680000,9.130000
BEL,7.750000,8.260000,9.480000,8.720000
BEL,7.750000,8.200000,9.580000,8.720000
BEL,7.400000,8.110000,9.630000,8.810000
BEL,7.250000,8.020000,9.560000,8.860000
BEL,7.050000,8.050000,9.570000,8.830000
BEL,6.750000,8.100000,9.580000,8.920000
BEL,6.650000,8.070000,9.620000,8.910000
BEL,6.650000,7.960000,9.750000,9.030000
BEL,6.650000,8.180000,9.550000,8.770000
BEL,7.150000,8.640000,8.700000,8.280000
BEL,6.850000,8.350000,8.720000,8.040000
BEL,6.750000,8.270000,8.710000,7.950000
BEL,6.350000,8.160000,8.240000,7.570000
BEL,6.150000,7.780000,8.750000,7.650000
BEL,6.100000,7.670000,8.400000,7.370000
BEL,6.100000,7.790000,8.050000,7.440000
BEL,6.100000,7.930000,7.270000,7.430000
BEL,6.100000,7.950000,6.950000,7.230000
BEL,7.100000,8.090000,7.240000,7.050000
BEL,7.500000,8.200000,9.530000,7.080000
BEL,7.350000,8.240000,9.870000,7.220000
BEL,7.250000,8.090000,9.130000,7.190000
BEL,7.150000,8.050000,8.170000,6.920000
BEL,7.500000,8.140000,7.090000,6.590000
BEL,7.700000,8.170000,6.960000,6.520000
BEL,8.400000,8.300000,6.450000,6.700000
BEL,8.200000,8.510000,6.150000,7.140000
BEL,8.300000,8.420000,5.930000,7.290000
BEL,8.650000,8.360000,5.340000,7.540000
BEL,8.500000,8.350000,5.420000,7.980000
BEL,8.500000,8.390000,5.460000,7.950000
BEL,8.450000,8.360000,5.500000,8.210000
BEL,9.200000,8.430000,5.400000,8.580000
BEL,9.650000,8.680000,5.220000,8.450000
BEL,9.800000,9.100000,5.140000,8.350000
BEL,10.250000,9.400000,5.370000,8.300000
BEL,10.400000,9.800000,5.360000,8.450000
BEL,10.400000,10.400000,5.420000,8.270000
BEL,10.300000,10.260000,6.340000,8.160000
BEL,10.050000,10.000000,5.320000,7.850000
BEL,9.850000,9.820000,5.180000,7.590000
BEL,9.400000,9.750000,4.650000,7.330000
BEL,9.200000,9.560000,4.560000,7.330000
BEL,9.150000,10.010000,4.460000,7.190000
BEL,8.950000,10.300000,4.230000,7.040000
BEL,8.850000,10.220000,4.200000,7.060000
BEL,9.000000,10.010000,3.900000,6.800000
BEL,10.050000,9.950000,3.780000,6.700000
BEL,9.860000,9.870000,3.510000,6.440000
BEL,9.650000,9.250000,3.270000,6.640000
BEL,9.370000,9.230000,3.270000,6.840000
BEL,9.300000,9.170000,3.240000,6.670000
BEL,9.090000,9.140000,3.220000,6.690000
BEL,9.150000,9.260000,3.270000,6.780000
BEL,9.200000,9.470000,3.340000,6.780000
BEL,9.330000,9.410000,3.260000,6.620000
BEL,9.200000,9.220000,3.090000,6.450000
BEL,9.290000,9.130000,3.040000,6.100000
BEL,9.470000,9.150000,3.060000,6.000000
BEL,9.680000,9.130000,3.030000,5.900000
BEL,9.480000,8.720000,3.030000,5.890000
BEL,9.580000,8.720000,3.130000,5.650000
BEL,9.630000,8.810000,3.450000,5.850000
BEL,9.560000,8.860000,3.260000,6.020000
BEL,9.570000,8.830000,3.240000,5.900000
BEL,9.580000,8.920000,3.270000,5.830000
BEL,9.620000,8.910000,3.430000,5.640000
BEL,9.750000,9.030000,3.610000,5.750000
BEL,9.550000,8.770000,3.590000,5.690000
BEL,8.700000,8.280000,3.820000,5.690000
BEL,8.720000,8.040000,3.770000,5.680000
BEL,8.710000,7.950000,3.640000,5.450000
BEL,8.240000,7.570000,3.480000,5.220000
BEL,8.750000,7.650000,3.550000,5.110000
BEL,8.400000,7.370000,3.640000,5.030000
BEL,8.050000,7.440000,3.740000,5.030000
BEL,7.270000,7.430000,3.700000,5.090000
BEL,6.950000,7.230000,3.650000,4.960000
BEL,7.240000,7.050000,3.620000,4.880000
BEL,9.530000,7.080000,3.530000,4.660000
BEL,9.870000,7.220000,3.460000,4.340000
BEL,9.130000,7.190000,3.470000,4.280000
BEL,8.170000,6.920000,3.560000,4.330000
BEL,7.090000,6.590000,3.300000,4.090000
BEL,6.960000,6.520000,3.132100,3.900000
BEL,6.450000,6.700000,3.093400,4.040000
BEL,6.150000,7.140000,3.046700,4.260000
BEL,5.930000,7.290000,2.696500,4.110000
BEL,5.340000,7.540000,2.579000,4.290000
BEL,5.420000,7.980000,2.626700,4.640000
BEL,5.460000,7.950000,2.676500,4.940000
BEL,5.500000,8.210000,2.695000,5.180000
BEL,5.400000,8.580000,2.726700,5.340000
BEL,5.220000,8.450000,3.375700,5.580000
BEL,5.140000,8.350000,3.467700,5.300000
BEL,5.370000,8.300000,3.446000,5.410000
BEL,5.360000,8.450000,3.343100,5.790000
BEL,5.420000,8.270000,3.536800,5.790000
BEL,6.340000,8.160000,3.747000,5.620000
BEL,5.320000,7.850000,3.925300,5.520000
BEL,5.180000,7.590000,4.362000,5.690000
BEL,4.650000,7.330000,4.501700,5.530000
BEL,4.560000,7.330000,4.582900,5.600000
BEL,4.460000,7.190000,4.777100,5.560000
BEL,4.230000,7.040000,4.852800,5.630000
BEL,4.200000,7.060000,5.041300,5.580000
BEL,3.900000,6.800000,5.092000,5.520000
BEL,3.780000,6.700000,4.939200,5.280000
BEL,3.510000,6.440000,4.770700,5.160000
BEL,3.270000,6.640000,4.755800,5.160000
BEL,3.270000,6.840000,4.708600,5.080000
BEL,3.240000,6.670000,4.682000,5.210000
BEL,3.220000,6.690000,4.636700,5.380000
BEL,3.270000,6.780000,4.453600,5.330000
BEL,3.340000,6.780000,4.467100,5.350000
BEL,3.260000,6.620000,4.353500,5.150000
BEL,3.090000,6.450000,3.982900,5.140000
BEL,3.040000,6.100000,3.599900,4.890000
BEL,3.060000,6.000000,3.385700,4.750000
BEL,3.030000,5.900000,3.344900,4.970000
BEL,3.030000,5.890000,3.338800,5.080000
BEL,3.130000,5.650000,3.357100,5.150000
BEL,3.450000,5.850000,3.390800,5.370000
BEL,3.260000,6.020000,3.406900,5.370000
BEL,3.240000,5.900000,3.467100,5.380000
BEL,3.270000,5.830000,3.464000,5.240000
BEL,3.430000,5.640000,3.410000,5.090000
BEL,3.610000,5.750000,3.351900,4.800000
BEL,3.590000,5.690000,3.310100,4.600000
BEL,3.820000,5.690000,3.261300,4.660000
BEL,3.770000,5.680000,3.124100,4.640000
BEL,3.640000,5.450000,2.941000,4.460000
BEL,3.480000,5.220000,2.831800,4.280000
BEL,3.550000,5.110000,2.687500,4.110000
BEL,3.640000,5.030000,2.530000,4.150000
BEL,3.740000,5.030000,2.533300,4.290000
BEL,3.700000,5.090000,2.400500,3.950000
BEL,3.650000,4.960000,2.151900,3.740000
BEL,3.620000,4.880000,2.130000,4.060000
BEL,3.530000,4.660000,2.140400,4.220000
BEL,3.460000,4.340000,2.147300,4.250000
BEL,3.470000,4.280000,2.143600,4.310000
BEL,3.560000,4.330000,2.159000,4.430000
BEL,3.300000,4.090000,2.146300,4.380000
BEL,3.132100,3.900000,2.089500,4.260000
BEL,3.093400,4.040000,2.070500,4.260000
BEL,3.046700,4.260000,2.028800,4.070000
BEL,2.696500,4.110000,2.048800,4.260000
BEL,2.579000,4.290000,2.085900,4.400000
BEL,2.626700,4.640000,2.112700,4.460000
BEL,2.676500,4.940000,2.116000,4.340000
BEL,2.695000,5.180000,2.114300,4.180000
BEL,2.726700,5.340000,2.118600,4.110000
BEL,3.375700,5.580000,2.147300,3.980000
BEL,3.467700,5.300000,2.170300,3.850000
BEL,3.446000,5.410000,2.173200,3.660000
BEL,3.343100,5.790000,2.145400,3.590000
BEL,3.536800,5.790000,2.138300,3.570000
BEL,3.747000,5.620000,2.137200,3.760000
BEL,3.925300,5.520000,2.137200,3.600000
BEL,4.362000,5.690000,2.125600,3.430000
BEL,4.501700,5.530000,2.111000,3.260000
BEL,4.582900,5.600000,2.119400,3.300000
BEL,4.777100,5.560000,2.132500,3.310000
BEL,4.852800,5.630000,2.139100,3.140000
BEL,5.041300,5.580000,2.196600,3.300000
BEL,5.092000,5.520000,2.360900,3.490000
BEL,4.939200,5.280000,2.472900,3.390000
BEL,4.770700,5.160000,2.511700,3.370000
BEL,4.755800,5.160000,2.600400,3.540000
BEL,4.708600,5.080000,2.722600,3.700000
BEL,4.682000,5.210000,2.793800,3.960000
BEL,4.636700,5.380000,2.889000,4.030000
BEL,4.453600,5.330000,2.985700,4.020000
BEL,4.467100,5.350000,3.102200,4.040000
BEL,4.353500,5.150000,3.226500,3.920000
BEL,3.982900,5.140000,3.335400,3.790000
BEL,3.599900,4.890000,3.502000,3.830000
BEL,3.385700,4.750000,3.597200,3.760000
BEL,3.344900,4.970000,3.684200,3.820000
BEL,3.338800,5.080000,3.751900,4.060000
BEL,3.357100,5.150000,3.818200,4.110000
BEL,3.390800,5.370000,3.890900,4.010000
BEL,3.406900,5.370000,3.975300,4.220000
BEL,3.467100,5.380000,4.071400,4.340000
BEL,3.464000,5.240000,4.147800,4.640000
BEL,3.410000,5.090000,4.216200,4.620000
BEL,3.351900,4.800000,4.543600,4.440000
BEL,3.310100,4.600000,4.741700,4.390000
BEL,3.261300,4.660000,4.687400,4.420000
BEL,3.124100,4.640000,4.638500,4.280000
BEL,2.941000,4.460000,4.848400,4.410000
BEL,2.831800,4.280000,4.481500,4.250000
BEL,2.687500,4.110000,4.362100,4.230000
BEL,2.530000,4.150000,4.596400,4.230000
BEL,2.533300,4.290000,4.783500,4.370000
BEL,2.400500,3.950000,4.857400,4.510000
BEL,2.151900,3.740000,4.940500,4.840000
BEL,2.130000,4.060000,4.961000,4.850000
BEL,2.140400,4.220000,4.965200,4.580000
BEL,2.147300,4.250000,5.019200,4.560000
BEL,2.143600,4.310000,5.113100,4.460000
BEL,2.159000,4.430000,4.238300,4.260000
BEL,2.146300,4.380000,3.292600,3.870000
BEL,2.089500,4.260000,2.456500,4.130000
BEL,2.070500,4.260000,1.943100,4.240000
BEL,2.028800,4.070000,1.635500,4.030000
BEL,2.048800,4.260000,1.422300,3.930000
BEL,2.085900,4.400000,1.281700,4.030000
BEL,2.112700,4.460000,1.227900,4.120000
BEL,2.116000,4.340000,0.975000,3.920000
BEL,2.114300,4.180000,0.860500,3.770000
BEL,2.118600,4.110000,0.772100,3.720000
BEL,2.147300,3.980000,0.737500,3.680000
BEL,2.170300,3.850000,0.716200,3.640000
BEL,2.173200,3.660000,0.712000,3.610000
BEL,2.145400,3.590000,0.679700,3.750000
BEL,2.138300,3.570000,0.661700,3.730000
BEL,2.137200,3.760000,0.645000,3.630000
BEL,2.137200,3.600000,0.644700,3.540000
BEL,2.125600,3.430000,0.686500,3.310000
BEL,2.111000,3.260000,0.727600,3.470000
BEL,2.119400,3.300000,0.848800,3.290000
BEL,2.132500,3.310000,0.895500,3.030000
BEL,2.139100,3.140000,0.880500,3.120000
BEL,2.196600,3.300000,0.997700,3.210000
BEL,2.360900,3.490000,1.042000,3.480000
BEL,2.472900,3.390000,1.021700,3.990000
BEL,2.511700,3.370000,1.017200,4.140000
BEL,2.600400,3.540000,1.086700,4.210000
BEL,2.722600,3.700000,1.175500,4.210000
BEL,2.793800,3.960000,1.321200,4.290000
BEL,2.889000,4.030000,1.425100,4.210000
BEL,2.985700,4.020000,1.488600,4.140000
BEL,3.102200,4.040000,1.597600,4.220000
BEL,3.226500,3.920000,1.552100,4.110000
BEL,3.335400,3.790000,1.536500,3.880000
BEL,3.502000,3.830000,1.575900,4.200000
BEL,3.597200,3.760000,1.484700,4.840000
BEL,3.684200,3.820000,1.426100,4.350000
BEL,3.751900,4.060000,1.222200,4.110000
BEL,3.818200,4.110000,1.048300,3.700000
BEL,3.890900,4.010000,0.858500,3.530000
BEL,3.975300,4.220000,0.744300,3.520000
BEL,4.071400,4.340000,0.684900,3.300000
BEL,4.147800,4.640000,0.658900,3.170000
BEL,4.216200,4.620000,0.497000,2.690000
BEL,4.543600,4.440000,0.332400,2.540000
BEL,4.741700,4.390000,0.246300,2.610000
BEL,4.687400,4.420000,0.207900,2.440000
BEL,4.638500,4.280000,0.192000,2.290000
BEL,4.848400,4.410000,0.185500,2.100000
BEL,4.481500,4.250000,0.204900,2.310000
BEL,4.362100,4.230000,0.223400,2.460000
BEL,4.596400,4.230000,0.206100,2.250000
BEL,4.783500,4.370000,0.208900,2.040000
BEL,4.857400,4.510000,0.201200,2.060000
BEL,4.940500,4.840000,0.210300,2.440000
BEL,4.961000,4.850000,0.221400,2.540000
BEL,4.965200,4.580000,0.225900,2.650000
BEL,5.019200,4.560000,0.223200,2.750000
BEL,5.113100,4.460000,0.225800,2.570000
BEL,4.238300,4.260000,0.223400,2.420000
BEL,3.292600,3.870000,0.273500,2.430000
BEL,2.456500,4.130000,0.292000,2.450000
BEL,1.943100,4.240000,0.288100,2.400000
BEL,1.635500,4.030000,0.305300,2.260000
BEL,1.422300,3.930000,0.329700,2.160000
BEL,1.281700,4.030000,0.324600,1.990000
BEL,1.227900,4.120000,0.241400,1.830000
BEL,0.975000,3.920000,0.205000,1.610000
BEL,0.860500,3.770000,0.191600,1.400000
BEL,0.772100,3.720000,0.097100,1.300000
BEL,0.737500,3.680000,0.082600,1.180000
BEL,0.716200,3.640000,0.080900,1.070000
BEL,0.712000,3.610000,0.080900,0.910000
BEL,0.679700,3.750000,0.062700,0.730000
BEL,0.661700,3.730000,0.048200,0.630000
BEL,0.645000,3.630000,0.027200,0.490000
BEL,0.644700,3.540000,0.004700,0.420000
BEL,0.686500,3.310000,-0.010400,0.860000
BEL,0.727600,3.470000,-0.013900,1.210000
BEL,0.848800,3.290000,-0.018700,1.150000
BEL,0.895500,3.030000,-0.027700,1.000000
BEL,0.880500,3.120000,-0.037000,1.010000
BEL,0.997700,3.210000,-0.053600,0.850000
BEL,1.042000,3.480000,-0.087600,0.840000
BEL,1.021700,3.990000,-0.126300,0.890000
BEL,1.017200,4.140000,-0.146100,0.860000
BEL,1.086700,4.210000,-0.183600,0.720000
BEL,1.175500,4.210000,-0.228500,0.620000
BEL,1.321200,4.290000,-0.249200,0.550000
BEL,1.425100,4.210000,-0.257200,0.550000
BEL,1.488600,4.140000,-0.267900,0.430000
BEL,1.597600,4.220000,-0.294500,0.200000
BEL,1.552100,4.110000,-0.298200,0.150000
BEL,1.536500,3.880000,-0.301600,0.180000
BEL,1.575900,4.200000,-0.309000,0.270000
BEL,1.484700,4.840000,-0.312700,0.570000
BEL,1.426100,4.350000,-0.315800,0.610000
BEL,1.222200,4.110000,-0.325500,0.700000
BEL,1.048300,3.700000,-0.328600,0.870000
BEL,0.858500,3.530000,-0.329300,0.870000
BEL,0.744300,3.520000,-0.330400,0.780000
BEL,0.684900,3.300000,-0.329500,0.770000
BEL,0.658900,3.170000,-0.330000,0.620000
BEL,0.497000,2.690000,-0.330400,0.830000
BEL,0.332400,2.540000,-0.329100,0.730000
BEL,0.246300,2.610000,-0.329400,0.700000
BEL,0.207900,2.440000,-0.329500,0.690000
BEL,0.192000,2.290000,-0.329000,0.580000
BEL,0.185500,2.100000,-0.327900,0.530000
BEL,0.204900,2.310000,-0.328500,0.700000
BEL,0.223400,2.460000,-0.328500,0.970000
BEL,0.206100,2.250000,-0.327900,0.870000
BEL,0.208900,2.040000,-0.328500,0.810000
BEL,0.201200,2.060000,-0.325200,0.830000
BEL,0.210300,2.440000,-0.322000,0.790000
BEL,0.221400,2.540000,-0.320700,0.680000
BEL,0.225900,2.650000,-0.319000,0.710000
BEL,0.223200,2.750000,-0.318800,0.770000
BEL,0.225800,2.570000,-0.317700,0.850000
BEL,0.223400,2.420000,-0.316400,0.810000
BEL,0.273500,2.430000,-0.311900,0.750000
BEL,0.292000,2.450000,-0.308000,0.770000
BEL,0.288100,2.400000,-0.308400,0.690000
BEL,0.305300,2.260000,-0.309200,0.540000
BEL,0.329700,2.160000,-0.310500,0.470000
BEL,0.324600,1.990000,-0.311900,0.410000
BEL,0.241400,1.830000,-0.328900,0.150000
BEL,0.205000,1.610000,-0.364900,0.000000
BEL,0.191600,1.400000,-0.407700,-0.280000
BEL,0.097100,1.300000,-0.417600,-0.240000
BEL,0.082600,1.180000,-0.412900,-0.160000
BEL,0.080900,1.070000,-0.401300,-0.040000
BEL,0.080900,0.910000,-0.394700,0.010000
BEL,0.062700,0.730000,-0.391100,-0.030000
BEL,0.048200,0.630000,-0.408800,-0.130000
BEL,0.027200,0.490000,-0.416600,-0.020000
BEL,0.004700,0.420000,-0.254000,0.140000
BEL,-0.010400,0.860000,-0.272000,0.040000
BEL,-0.013900,1.210000,-0.376000,-0.040000
BEL,-0.018700,1.150000,-0.444100,-0.170000
BEL,-0.027700,1.000000,-0.479700,-0.210000
BEL,-0.037000,1.010000,-0.491400,-0.250000
BEL,-0.053600,0.850000,-0.509100,-0.340000
BEL,-0.087600,0.840000,-0.520900,-0.380000
BEL,-0.126300,0.890000,-0.538100,-0.390000
BEL,-0.146100,0.860000,-0.547200,-0.360000
BEL,-0.183600,0.720000,-0.541700,-0.210000
RUS,43.900000,96.340000,5.100000,7.760000
RUS,23.300000,99.470000,6.300000,8.160000
RUS,21.600000,98.670000,5.400000,7.970000
RUS,20.600000,110.550000,6.700000,8.350000
RUS,21.000000,96.750000,9.400000,8.410000
RUS,20.400000,64.730000,10.400000,8.480000
RUS,16.900000,68.360000,8.700000,8.490000
RUS,19.500000,75.880000,7.000000,8.520000
RUS,17.700000,83.740000,7.800000,8.370000
RUS,19.900000,86.870000,5.800000,8.280000
RUS,22.200000,89.060000,7.800000,8.220000
RUS,28.600000,78.090000,4.860000,8.460000
RUS,27.400000,58.570000,5.620000,8.410000
RUS,17.800000,51.060000,5.980000,8.380000
RUS,14.700000,40.950000,4.560000,8.490000
RUS,13.500000,41.120000,5.610000,8.530000
RUS,10.900000,41.050000,5.800000,8.510000
RUS,12.200000,37.820000,6.390000,8.500000
RUS,9.100000,29.440000,4.970000,8.470000
RUS,9.600000,25.680000,5.400000,8.210000
RUS,11.400000,23.590000,5.660000,7.730000
RUS,9.300000,23.800000,5.560000,7.580000
RUS,8.900000,24.180000,7.400000,7.380000
RUS,9.100000,24.700000,7.100000,7.100000
RUS,8.100000,23.290000,6.300000,6.960000
RUS,12.100000,21.970000,5.520000,7.010000
RUS,8.500000,22.360000,5.800000,7.010000
RUS,10.300000,20.960000,6.510000,7.040000
RUS,10.600000,19.340000,5.190000,7.050000
RUS,9.000000,18.810000,5.480000,7.060000
RUS,10.400000,18.960000,5.570000,7.070000
RUS,10.100000,18.580000,5.340000,7.020000
RUS,7.500000,17.480000,6.200000,6.930000
RUS,9.900000,17.340000,6.560000,6.910000
RUS,13.200000,16.840000,6.900000,6.890000
RUS,10.100000,16.670000,7.050000,6.770000
RUS,14.700000,15.700000,5.710000,6.770000
RUS,13.700000,15.100000,6.510000,6.770000
RUS,14.200000,16.090000,5.700000,6.770000
RUS,13.500000,17.050000,6.170000,6.730000
RUS,12.800000,16.850000,6.000000,6.680000
RUS,12.300000,16.560000,5.670000,6.680000
RUS,13.100000,16.240000,6.260000,6.650000
RUS,11.800000,16.280000,6.450000,6.710000
RUS,9.600000,16.230000,7.700000,6.820000
RUS,10.500000,15.390000,8.040000,6.700000
RUS,10.600000,14.620000,8.270000,6.670000
