LOCATION,short_rate(t),term_rate(t),short_rate(t+5y),term_rate(t+5y)
ISL,8.743000,7.890000,5.327000,6.780000
ISL,8.782000,8.150000,5.373000,6.840000
ISL,8.615000,8.400000,5.616000,7.570000
ISL,8.909000,8.450000,6.113000,7.600000
ISL,9.131000,8.300000,6.467000,7.660000
ISL,9.145000,8.650000,6.473000,7.740000
ISL,9.620000,9.200000,6.698000,7.630000
ISL,10.637000,9.250000,7.030000,7.700000
ISL,11.155000,8.950000,7.534000,7.950000
ISL,11.447000,9.550000,8.472000,8.130000
ISL,10.331000,10.200000,8.561000,8.350000
ISL,10.642000,10.200000,8.691000,8.620000
ISL,10.708000,10.500000,9.072000,8.800000
ISL,10.776000,10.650000,9.198000,9.000000
ISL,10.961000,11.100000,9.200000,9.100000
ISL,11.240000,11.200000,9.286000,9.060000
ISL,11.744000,11.800000,9.300000,8.990000
ISL,11.842000,11.700000,9.300000,8.990000
ISL,11.276000,10.900000,9.441000,9.000000
ISL,11.288000,12.240000,10.038000,7.789200
ISL,11.783000,12.200000,10.106000,8.000000
ISL,11.956000,11.650000,10.112000,7.944100
ISL,11.693000,11.000000,10.190000,8.314500
ISL,11.692000,11.000000,10.333000,7.987500
ISL,11.743000,9.940000,10.616000,9.144600
ISL,12.241000,10.890000,11.474000,10.390800
ISL,12.246000,11.230000,11.782000,9.869500
ISL,12.289000,11.360000,12.266000,10.293800
ISL,12.387000,10.670000,12.582000,8.911400
ISL,11.961000,10.020000,13.009000,7.962000
ISL,11.695000,9.120000,13.369000,7.809500
ISL,11.864000,9.260000,13.860000,7.989000
ISL,11.583000,10.100000,14.168000,8.441100
ISL,12.456000,9.720000,14.601000,8.853100
ISL,12.568000,9.470000,15.145000,8.305300
ISL,12.289000,9.300000,15.183000,8.782400
ISL,11.472000,9.100000,14.287000,9.051656
ISL,10.315000,8.600000,13.933000,9.180021
ISL,9.596000,8.550000,13.949000,9.225326
ISL,8.974000,8.300000,13.887000,9.070000
ISL,8.399000,8.190000,14.125000,9.480000
ISL,7.750000,7.452900,14.250000,9.630000
ISL,7.214000,6.955100,14.246000,9.520000
ISL,6.646000,6.599300,13.947000,10.190000
ISL,6.350000,6.499800,14.254000,10.380000
ISL,6.119000,6.499800,14.282000,10.220000
ISL,6.284000,6.300000,14.059000,9.515450
ISL,5.661000,6.299300,13.717000,9.794900
ISL,5.394000,5.703400,14.272000,12.347390
ISL,5.272000,7.030000,15.600000,11.707330
ISL,5.270000,6.600000,15.880000,9.627549
ISL,5.270000,6.800000,15.950000,10.244040
ISL,5.271000,6.800000,16.058000,10.711230
ISL,5.245000,6.541600,16.100000,10.597090
ISL,5.232000,6.251100,16.100000,9.038738
ISL,5.095000,6.900000,15.170000,15.008740
ISL,5.101000,7.100000,18.570000,13.433580
ISL,5.104000,7.500000,18.410000,10.792880
ISL,5.191000,7.300000,18.410000,9.070545
ISL,5.167000,7.000000,18.300000,9.164778
ISL,5.327000,6.780000,17.170000,8.810000
ISL,5.373000,6.840000,14.540000,8.050000
ISL,5.616000,7.570000,8.790000,7.310000
ISL,6.113000,7.600000,7.940000,8.400000
ISL,6.467000,7.660000,8.120000,8.640000
ISL,6.473000,7.740000,7.980000,8.140000
ISL,6.698000,7.630000,8.400000,8.100000
ISL,7.030000,7.700000,8.490000,7.730000
ISL,7.534000,7.950000,8.700000,7.880000
ISL,8.472000,8.130000,8.540000,7.780000
ISL,8.561000,8.350000,8.380000,7.650000
ISL,8.691000,8.620000,8.250000,7.360000
ISL,9.072000,8.800000,8.130000,6.830000
ISL,9.198000,9.000000,8.000000,6.460000
ISL,9.200000,9.100000,7.550000,6.050000
ISL,9.286000,9.060000,7.350000,5.660000
ISL,9.300000,8.990000,7.050000,5.640000
ISL,9.300000,8.990000,6.600000,5.060000
ISL,9.441000,9.000000,5.710000,5.790000
ISL,10.038000,7.789200,5.300000,6.250000
ISL,10.106000,8.000000,4.850000,5.260000
ISL,10.112000,7.944100,4.300000,5.020000
ISL,10.190000,8.314500,4.120000,4.990000
ISL,10.333000,7.987500,4.000000,5.370000
ISL,10.616000,9.144600,4.000000,5.370000
ISL,11.474000,10.390800,4.000000,5.810000
ISL,11.782000,9.869500,4.000000,6.880000
ISL,12.266000,10.293800,4.000000,6.440000
ISL,12.582000,8.911400,4.000000,6.600000
ISL,13.009000,7.962000,4.270000,6.730000
ISL,13.369000,7.809500,4.560000,6.220000
ISL,13.860000,7.989000,4.600000,5.960000
ISL,14.168000,8.441100,4.730000,5.580000
ISL,14.601000,8.853100,4.800000,5.790000
ISL,15.145000,8.305300,4.800000,6.060000
ISL,15.183000,8.782400,4.800000,6.270000
ISL,14.287000,9.051656,4.870000,6.450000
ISL,13.933000,9.180021,5.100000,6.660000
ISL,13.949000,9.225326,5.400000,6.380000
ISL,13.887000,9.070000,5.660000,6.290000
ISL,14.125000,9.480000,5.750000,6.110000
ISL,14.250000,9.630000,5.750000,6.040000
ISL,14.246000,9.520000,5.750000,6.180000
ISL,13.947000,10.190000,6.040000,5.940000
ISL,14.254000,10.380000,6.100000,5.910000
ISL,14.282000,10.220000,6.140000,6.040000
ISL,14.059000,9.515450,6.150000,5.540000
ISL,13.717000,9.794900,6.150000,5.430000
ISL,14.272000,12.347390,6.160000,5.680000
ISL,15.600000,11.707330,6.200000,5.590000
ISL,15.880000,9.627549,6.200000,5.550000
ISL,15.950000,10.244040,6.200000,5.620000
ISL,16.058000,10.711230,6.200000,5.750000
ISL,16.100000,10.597090,6.200000,5.940000
ISL,16.100000,9.038738,6.200000,5.980000
ISL,15.170000,15.008740,6.200000,5.810000
ISL,18.570000,13.433580,6.200000,6.200000
ISL,18.410000,10.792880,6.200000,6.380000
ISL,18.410000,9.070545,6.200000,6.330000
ISL,18.300000,9.164778,6.200000,6.580000
ISL,17.170000,8.810000,6.170000,6.280000
ISL,14.540000,8.050000,6.090000,6.230000
ISL,8.790000,7.310000,6.020000,6.400000
ISL,7.940000,8.400000,6.080000,6.820000
ISL,8.120000,8.640000,6.100000,6.740000
ISL,7.980000,8.140000,6.100000,6.590000
ISL,8.400000,8.100000,6.100000,6.440000
ISL,8.490000,7.730000,6.100000,6.450000
ISL,8.700000,7.880000,5.910000,5.900000
ISL,8.540000,7.780000,5.560000,5.720000
ISL,8.380000,7.650000,5.400000,5.870000
ISL,8.250000,7.360000,5.370000,5.840000
ISL,8.130000,6.830000,5.350000,6.680000
ISL,8.000000,6.460000,5.350000,6.830000
ISL,7.550000,6.050000,5.370000,7.290000
ISL,7.350000,5.660000,5.770000,6.980000
ISL,7.050000,5.640000,5.950000,6.620000
ISL,6.600000,5.060000,6.160000,6.110000
ISL,5.710000,5.790000,6.400000,5.730000
ISL,5.300000,6.250000,6.400000,5.320000
ISL,4.850000,5.260000,6.580000,6.010000
ISL,4.300000,5.020000,6.600000,5.830000
ISL,4.120000,4.990000,6.550000,6.000000
ISL,4.000000,5.370000,6.550000,5.820000
ISL,4.000000,5.370000,6.550000,5.790000
ISL,4.000000,5.810000,6.550000,5.840000
ISL,4.000000,6.880000,6.550000,5.940000
ISL,4.000000,6.440000,6.550000,6.170000
ISL,4.000000,6.600000,6.550000,5.890000
ISL,4.270000,6.730000,6.050000,5.170000
ISL,4.560000,6.220000,5.950000,5.300000
ISL,4.600000,5.960000,6.050000,5.160000
ISL,4.730000,5.580000,5.850000,5.190000
ISL,4.800000,5.790000,5.600000,4.970000
ISL,4.800000,6.060000,5.500000,5.210000
ISL,4.800000,6.270000,5.500000,4.910000
ISL,4.870000,6.450000,5.500000,4.870000
ISL,5.100000,6.660000,5.480000,4.890000
ISL,5.400000,6.380000,5.230000,4.650000
ISL,5.660000,6.290000,4.900000,4.630000
ISL,5.750000,6.110000,4.900000,4.740000
ISL,5.750000,6.040000,4.900000,4.880000
ISL,5.750000,6.180000,4.900000,5.140000
ISL,6.040000,5.940000,4.650000,4.830000
ISL,6.100000,5.910000,4.650000,4.700000
ISL,6.140000,6.040000,4.650000,4.850000
ISL,6.150000,5.540000,4.650000,4.960000
ISL,6.150000,5.430000,4.650000,4.970000
ISL,6.160000,5.680000,4.650000,5.030000
ISL,6.200000,5.590000,4.680000,5.130000
ISL,6.200000,5.550000,4.680000,5.090000
ISL,6.200000,5.620000,4.700000,5.190000
ISL,6.200000,5.750000,4.700000,5.270000
ISL,6.200000,5.940000,4.700000,5.510000
ISL,6.200000,5.980000,4.700000,5.670000
ISL,6.200000,5.810000,4.700000,5.990000
ISL,6.200000,6.200000,4.930000,5.740000
ISL,6.200000,6.380000,4.930000,5.420000
ISL,6.200000,6.330000,4.930000,5.180000
ISL,6.200000,6.580000,4.950000,5.220000
ISL,6.170000,6.280000,4.980000,4.520000
ISL,6.090000,6.230000,4.930000,4.140000
ISL,6.020000,6.400000,4.550000,3.900000
ISL,6.080000,6.820000,4.350000,3.790000
ISL,6.100000,6.740000,4.330000,3.780000
ISL,6.100000,6.590000,4.200000,3.630000
ISL,6.100000,6.440000,4.200000,3.300000
ISL,6.100000,6.450000,3.900000,3.260000
ISL,5.910000,5.900000,3.700000,3.590000
ISL,5.560000,5.720000,3.700000,3.380000
ISL,5.400000,5.870000,3.660000,3.090000
ISL,5.370000,5.840000,3.430000,2.830000
ISL,5.350000,6.680000,2.430000,2.420000
ISL,5.350000,6.830000,2.430000,2.180000
ISL,5.370000,7.290000,1.660000,1.940000
ISL,5.770000,6.980000,1.630000,2.150000
ISL,5.950000,6.620000,1.530000,2.140000
ISL,6.160000,6.110000,1.590000,2.430000
ISL,6.400000,5.730000,1.560000,2.470000
ISL,6.400000,5.320000,1.500000,2.630000
ISL,6.580000,6.010000,1.280000,2.660000
ISL,6.600000,5.830000,1.380000,2.660000
ISL,6.550000,6.000000,1.380000,2.860000
AUS,5.800000,5.800000,15.000000,9.500000
AUS,6.100000,5.790000,14.200000,9.500000
AUS,5.800000,5.810000,12.600000,9.500000
AUS,5.600000,5.830000,10.400000,9.500000
AUS,5.700000,5.850000,10.300000,9.500000
AUS,5.650000,5.950000,9.750000,9.500000
AUS,5.800000,5.950000,8.950000,9.400000
AUS,6.300000,5.960000,9.000000,9.500000
AUS,7.150000,6.050000,8.750000,9.500000
AUS,8.600000,6.940000,9.800000,9.500000
AUS,9.100000,6.850000,8.900000,9.500000
AUS,8.700000,6.860000,8.800000,9.500000
AUS,7.400000,6.890000,8.150000,10.000000
AUS,6.800000,6.870000,8.150000,10.000000
AUS,6.350000,6.870000,8.100000,10.000000
AUS,6.400000,6.880000,7.950000,10.000000
AUS,6.200000,6.830000,8.050000,10.000000
AUS,6.500000,6.810000,7.700000,10.000000
AUS,6.600000,6.850000,7.650000,10.020000
AUS,7.600000,6.850000,8.350000,10.000000
AUS,8.000000,6.840000,8.400000,9.990000
AUS,7.800000,6.850000,9.610000,10.000000
AUS,7.800000,6.820000,10.240000,10.000000
AUS,8.150000,6.830000,10.270000,9.990000
AUS,6.800000,6.810000,9.670000,10.000000
AUS,6.700000,6.820000,9.360000,9.990000
AUS,6.450000,6.780000,9.310000,9.990000
AUS,6.300000,6.580000,9.060000,9.980000
AUS,6.000000,6.380000,9.520000,10.000000
AUS,5.900000,6.150000,9.440000,10.410000
AUS,5.600000,6.140000,8.930000,10.400000
AUS,5.500000,5.840000,9.310000,10.400000
AUS,5.500000,5.840000,9.730000,10.400000
AUS,5.500000,5.850000,10.860000,10.400000
AUS,5.600000,5.850000,10.940000,10.410000
AUS,5.750000,5.850000,10.950000,10.410000
AUS,4.600000,5.800000,10.720000,10.410000
AUS,4.600000,5.750000,10.900000,10.410000
AUS,4.500000,5.750000,10.430000,10.180000
AUS,4.300000,5.770000,10.020000,10.010000
AUS,5.100000,5.760000,10.010000,9.790000
AUS,4.450000,5.780000,9.750000,9.500000
AUS,4.700000,5.690000,9.490000,9.360000
AUS,4.800000,5.760000,9.550000,9.200000
AUS,5.450000,5.800000,10.040000,9.200000
AUS,5.800000,6.120000,10.860000,9.170000
AUS,6.400000,6.200000,10.600000,9.100000
AUS,6.400000,6.720000,10.630000,9.100000
AUS,6.500000,6.740000,9.840000,9.100000
AUS,6.400000,6.730000,9.700000,9.000000
AUS,9.250000,8.380000,9.720000,9.000000
AUS,9.650000,8.350000,9.740000,8.890000
AUS,9.200000,8.350000,9.190000,8.800000
AUS,9.250000,8.360000,8.760000,8.800000
AUS,9.250000,8.360000,8.510000,8.850000
AUS,9.500000,8.360000,8.600000,9.000000
AUS,10.100000,8.370000,9.160000,9.350000
AUS,16.250000,8.380000,10.420000,9.650000
AUS,21.750000,8.450000,10.540000,9.700000
AUS,18.800000,9.520000,10.260000,10.000000
AUS,15.000000,9.500000,9.860000,10.070000
AUS,14.200000,9.500000,9.780000,10.070000
AUS,12.600000,9.500000,9.870000,10.070000
AUS,10.400000,9.500000,10.040000,10.070000
AUS,10.300000,9.500000,10.120000,10.080000
AUS,9.750000,9.500000,10.120000,10.080000
AUS,8.950000,9.400000,10.030000,10.450000
AUS,9.000000,9.500000,10.060000,10.550000
AUS,8.750000,9.500000,11.470000,11.200000
AUS,9.800000,9.500000,13.280000,11.730000
AUS,8.900000,9.500000,13.830000,11.780000
AUS,8.800000,9.500000,13.830000,11.760000
AUS,8.150000,10.000000,12.870000,11.780000
AUS,8.150000,10.000000,12.330000,11.820000
AUS,8.100000,10.000000,11.690000,11.780000
AUS,7.950000,10.000000,11.220000,11.900000
AUS,8.050000,10.000000,11.270000,12.420000
AUS,7.700000,10.000000,12.450000,12.600000
AUS,7.650000,10.020000,12.610000,13.100000
AUS,8.350000,10.000000,13.360000,13.100000
AUS,8.400000,9.990000,14.630000,13.100000
AUS,9.610000,10.000000,16.690000,13.100000
AUS,10.240000,10.000000,16.280000,13.100000
AUS,10.270000,9.990000,15.580000,13.100000
AUS,9.670000,10.000000,15.390000,13.900000
AUS,9.360000,9.990000,15.720000,15.000000
AUS,9.310000,9.990000,15.350000,15.000000
AUS,9.060000,9.980000,14.690000,15.000000
AUS,9.520000,10.000000,14.620000,15.000000
AUS,9.440000,10.410000,15.540000,15.000000
AUS,8.930000,10.400000,16.210000,15.000000
AUS,9.310000,10.400000,17.120000,15.100000
AUS,9.730000,10.400000,18.890000,15.150000
AUS,10.860000,10.400000,21.390000,15.200000
AUS,10.940000,10.410000,18.450000,16.400000
AUS,10.950000,10.410000,18.570000,16.400000
AUS,10.720000,10.410000,17.290000,16.400000
AUS,10.900000,10.410000,17.170000,16.500000
AUS,10.430000,10.180000,15.460000,15.200000
AUS,10.020000,10.010000,14.570000,14.550000
AUS,10.010000,9.790000,14.760000,14.600000
AUS,9.750000,9.500000,12.130000,14.000000
AUS,9.490000,9.360000,10.650000,13.000000
AUS,9.550000,9.200000,13.770000,13.600000
AUS,10.040000,9.200000,15.260000,14.400000
AUS,10.860000,9.170000,13.920000,14.100000
AUS,10.600000,9.100000,12.150000,13.100000
AUS,10.630000,9.100000,14.240000,14.700000
AUS,9.840000,9.100000,12.800000,14.800000
AUS,9.700000,9.000000,12.160000,14.700000
AUS,9.720000,9.000000,11.060000,14.150000
AUS,9.740000,8.890000,10.940000,13.400000
AUS,9.190000,8.800000,10.550000,13.200000
AUS,8.760000,8.800000,8.890000,13.500000
AUS,8.510000,8.850000,9.760000,13.500000
AUS,8.600000,9.000000,12.040000,14.000000
AUS,9.160000,9.350000,13.770000,14.100000
AUS,10.420000,9.650000,13.880000,13.900000
AUS,10.540000,9.700000,13.780000,14.150000
AUS,10.260000,10.000000,12.810000,13.750000
AUS,9.860000,10.070000,12.300000,13.150000
AUS,9.780000,10.070000,11.560000,12.800000
AUS,9.870000,10.070000,10.530000,13.100000
AUS,10.040000,10.070000,11.170000,13.200000
AUS,10.120000,10.080000,11.260000,13.250000
AUS,10.120000,10.080000,12.340000,13.400000
AUS,10.030000,10.450000,13.350000,13.100000
AUS,10.060000,10.550000,13.810000,13.700000
AUS,11.470000,11.200000,15.290000,13.800000
AUS,13.280000,11.730000,15.790000,13.950000
AUS,13.830000,11.780000,15.530000,13.800000
AUS,13.830000,11.760000,15.750000,13.500000
AUS,12.870000,11.780000,15.140000,13.400000
AUS,12.330000,11.820000,16.250000,13.950000
AUS,11.690000,11.780000,16.780000,13.800000
AUS,11.220000,11.900000,16.360000,14.550000
AUS,11.270000,12.420000,18.180000,15.050000
AUS,12.450000,12.600000,19.560000,14.850000
AUS,12.610000,13.100000,18.970000,14.100000
AUS,13.360000,13.100000,18.290000,13.700000
AUS,14.630000,13.100000,16.440000,12.600000
AUS,16.690000,13.100000,15.760000,12.250000
AUS,16.280000,13.100000,14.730000,12.650000
AUS,15.580000,13.100000,14.680000,12.950000
AUS,15.390000,13.900000,14.850000,14.200000
AUS,15.720000,15.000000,17.370000,14.100000
AUS,15.350000,15.000000,18.080000,13.850000
AUS,14.690000,15.000000,16.820000,13.600000
AUS,14.620000,15.000000,15.900000,13.600000
AUS,15.540000,15.000000,15.530000,13.400000
AUS,16.210000,15.000000,15.860000,13.800000
AUS,17.120000,15.100000,16.700000,14.000000
AUS,18.890000,15.150000,16.410000,13.450000
AUS,21.390000,15.200000,15.080000,13.050000
AUS,18.450000,16.400000,14.140000,13.000000
AUS,18.570000,16.400000,13.680000,12.800000
AUS,17.290000,16.400000,12.990000,12.950000
AUS,17.170000,16.500000,12.540000,12.950000
AUS,15.460000,15.200000,11.700000,12.500000
AUS,14.570000,14.550000,11.990000,13.650000
AUS,14.760000,14.600000,12.450000,13.300000
AUS,12.130000,14.000000,11.460000,12.850000
AUS,10.650000,13.000000,11.050000,12.400000
AUS,13.770000,13.600000,10.950000,12.300000
AUS,15.260000,14.400000,10.950000,11.900000
AUS,13.920000,14.100000,11.390000,11.500000
AUS,12.150000,13.100000,12.280000,12.300000
AUS,14.240000,14.700000,13.100000,11.950000
AUS,12.800000,14.800000,13.080000,11.950000
AUS,12.160000,14.700000,13.320000,11.800000
AUS,11.060000,14.150000,13.640000,11.950000
AUS,10.940000,13.400000,14.000000,11.900000
AUS,10.550000,13.200000,14.730000,12.350000
AUS,8.890000,13.500000,15.110000,12.950000
AUS,9.760000,13.500000,15.560000,13.300000
AUS,12.040000,14.000000,16.540000,13.650000
AUS,13.770000,14.100000,17.250000,13.650000
AUS,13.880000,13.900000,17.460000,13.400000
AUS,13.780000,14.150000,17.520000,13.900000
AUS,12.810000,13.750000,18.370000,13.500000
AUS,12.300000,13.150000,18.060000,13.350000
AUS,11.560000,12.800000,17.960000,12.950000
AUS,10.530000,13.100000,18.120000,13.650000
AUS,11.170000,13.200000,18.360000,13.550000
AUS,11.260000,13.250000,18.250000,13.100000
AUS,12.340000,13.400000,17.890000,12.900000
AUS,13.350000,13.100000,17.330000,12.800000
AUS,13.810000,13.700000,16.200000,13.300000
AUS,15.290000,13.800000,15.840000,13.440000
AUS,15.790000,13.950000,15.140000,13.780000
AUS,15.530000,13.800000,15.050000,13.510000
AUS,15.750000,13.500000,15.020000,13.400000
AUS,15.140000,13.400000,14.830000,13.160000
AUS,16.250000,13.950000,13.920000,13.490000
AUS,16.780000,13.800000,13.520000,13.630000
AUS,16.360000,14.550000,13.070000,13.350000
AUS,18.180000,15.050000,12.410000,12.230000
AUS,19.560000,14.850000,12.190000,12.070000
AUS,18.970000,14.100000,11.930000,11.520000
AUS,18.290000,13.700000,11.620000,11.530000
AUS,16.440000,12.600000,11.490000,11.380000
AUS,15.760000,12.250000,11.360000,10.980000
AUS,14.730000,12.650000,10.720000,10.750000
AUS,14.680000,12.950000,10.390000,11.170000
AUS,14.850000,14.200000,10.340000,10.990000
AUS,17.370000,14.100000,10.130000,10.670000
AUS,18.080000,13.850000,9.580000,10.310000
AUS,16.820000,13.600000,8.970000,9.820000
AUS,15.900000,13.600000,8.340000,9.780000
AUS,15.530000,13.400000,7.840000,9.390000
AUS,15.860000,13.800000,7.450000,10.110000
AUS,16.700000,14.000000,7.520000,10.040000
AUS,16.410000,13.450000,7.510000,9.890000
AUS,15.080000,13.050000,7.180000,9.430000
AUS,14.140000,13.000000,6.560000,9.120000
AUS,13.680000,12.800000,6.420000,8.900000
AUS,12.990000,12.950000,5.640000,8.300000
AUS,12.540000,12.950000,5.730000,8.970000
AUS,11.700000,12.500000,5.940000,8.940000
AUS,11.990000,13.650000,5.860000,8.860000
AUS,12.450000,13.300000,5.880000,9.140000
AUS,11.460000,12.850000,5.900000,8.940000
AUS,11.050000,12.400000,5.880000,8.600000
AUS,10.950000,12.300000,5.820000,7.980000
AUS,10.950000,11.900000,5.380000,7.820000
AUS,11.390000,11.500000,5.270000,7.550000
AUS,12.280000,12.300000,5.150000,7.710000
AUS,13.100000,11.950000,5.220000,7.370000
AUS,13.080000,11.950000,5.050000,6.880000
AUS,13.320000,11.800000,4.780000,6.640000
AUS,13.640000,11.950000,4.860000,6.840000
AUS,14.000000,11.900000,4.810000,6.490000
AUS,14.730000,12.350000,4.780000,6.810000
AUS,15.110000,12.950000,4.820000,6.680000
AUS,15.560000,13.300000,4.810000,6.360000
AUS,16.540000,13.650000,4.800000,7.050000
AUS,17.250000,13.650000,4.880000,7.950000
AUS,17.460000,13.400000,4.920000,8.440000
AUS,17.520000,13.900000,4.850000,8.790000
AUS,18.370000,13.500000,5.120000,9.630000
AUS,18.060000,13.350000,5.410000,9.570000
AUS,17.960000,12.950000,5.600000,9.360000
AUS,18.120000,13.650000,5.930000,10.330000
AUS,18.360000,13.550000,6.450000,10.510000
AUS,18.250000,13.100000,7.160000,10.470000
AUS,17.890000,12.900000,7.950000,10.040000
AUS,17.330000,12.800000,8.370000,10.334500
AUS,16.200000,13.300000,8.080000,10.146500
AUS,15.840000,13.440000,8.130000,10.137830
AUS,15.140000,13.780000,7.890000,9.798823
AUS,15.050000,13.510000,7.700000,9.106087
AUS,15.020000,13.400000,7.550000,8.856191
AUS,14.830000,13.160000,7.560000,9.081904
AUS,13.920000,13.490000,7.580000,9.124348
AUS,13.520000,13.630000,7.490000,8.686191
AUS,13.070000,13.350000,7.470000,8.508636
AUS,12.410000,12.230000,7.460000,8.495000
AUS,12.190000,12.070000,7.430000,8.254737
AUS,11.930000,11.520000,7.460000,8.112381
AUS,11.620000,11.530000,7.470000,8.248571
AUS,11.490000,11.380000,7.530000,8.808095
AUS,11.360000,10.980000,7.570000,8.873684
AUS,10.720000,10.750000,7.550000,8.832174
AUS,10.390000,11.170000,7.570000,8.931579
AUS,10.340000,10.990000,7.560000,8.629565
AUS,10.130000,10.670000,6.920000,8.040000
AUS,9.580000,10.310000,6.910000,8.003333
AUS,8.970000,9.820000,6.700000,7.550435
AUS,8.340000,9.780000,6.450000,7.156667
AUS,7.840000,9.390000,6.130000,7.324000
AUS,7.450000,10.110000,5.820000,7.459048
AUS,7.520000,10.040000,5.910000,7.394000
AUS,7.510000,9.890000,6.050000,7.899474
AUS,7.180000,9.430000,6.040000,7.923810
AUS,6.560000,9.120000,5.870000,7.674545
AUS,6.420000,8.900000,5.350000,7.151000
AUS,5.640000,8.300000,5.190000,6.642609
AUS,5.730000,8.970000,4.900000,6.650952
AUS,5.940000,8.940000,4.770000,6.311364
AUS,5.860000,8.860000,4.830000,6.182174
AUS,5.880000,9.140000,4.950000,6.031000
AUS,5.900000,8.940000,5.070000,6.139048
AUS,5.880000,8.600000,4.990000,5.806000
AUS,5.820000,7.980000,4.970000,5.887000
AUS,5.380000,7.820000,4.960000,5.865000
AUS,5.270000,7.550000,4.920000,5.685000
AUS,5.150000,7.710000,4.960000,5.639048
AUS,5.220000,7.370000,5.320000,5.576190
AUS,5.050000,6.880000,5.170000,5.521304
AUS,4.780000,6.640000,5.190000,5.638571
AUS,4.860000,6.840000,5.030000,5.345909
AUS,4.810000,6.490000,4.830000,4.965909
AUS,4.780000,6.810000,4.880000,5.130952
AUS,4.820000,6.680000,4.800000,4.854762
AUS,4.810000,6.360000,4.790000,5.127895
AUS,4.800000,7.050000,4.770000,5.300000
AUS,4.880000,7.950000,4.810000,5.526522
AUS,4.920000,8.440000,4.760000,5.357500
AUS,4.850000,8.790000,4.860000,5.875714
AUS,5.120000,9.630000,4.930000,6.206666
AUS,5.410000,9.570000,4.890000,6.135909
AUS,5.600000,9.360000,4.920000,6.340000
AUS,5.930000,10.330000,5.010000,6.341363
AUS,6.450000,10.510000,5.310000,6.606667
AUS,7.160000,10.470000,5.440000,6.556364
AUS,7.950000,10.040000,5.650000,6.737143
AUS,8.370000,10.334500,5.660000,7.177895
AUS,8.080000,10.146500,5.800000,6.957619
AUS,8.130000,10.137830,5.890000,6.570435
AUS,7.890000,9.798823,6.040000,6.264706
AUS,7.700000,9.106087,6.310000,6.465652
AUS,7.550000,8.856191,6.230000,6.172381
AUS,7.560000,9.081904,6.200000,6.161905
AUS,7.580000,9.124348,6.490000,6.227391
AUS,7.490000,8.686191,6.570000,6.136190
AUS,7.470000,8.508636,6.410000,6.107955
AUS,7.460000,8.495000,6.330000,5.989545
AUS,7.430000,8.254737,6.200000,5.543158
AUS,7.460000,8.112381,5.910000,5.405476
AUS,7.470000,8.248571,5.590000,5.321250
AUS,7.530000,8.808095,5.140000,5.130682
AUS,7.570000,8.873684,4.860000,5.577222
AUS,7.550000,8.832174,4.890000,5.943478
AUS,7.570000,8.931579,4.970000,5.896750
AUS,7.560000,8.629565,5.040000,6.086364
AUS,6.920000,8.040000,4.950000,5.761522
AUS,6.910000,8.003333,4.550000,5.578250
AUS,6.700000,7.550435,4.360000,5.407609
AUS,6.450000,7.156667,4.280000,5.457727
AUS,6.130000,7.324000,4.250000,5.816842
AUS,5.820000,7.459048,4.260000,5.858333
AUS,5.910000,7.394000,4.310000,5.945750
AUS,6.050000,7.899474,4.460000,6.309000
AUS,6.040000,7.923810,4.590000,6.294000
AUS,5.870000,7.674545,4.840000,6.215218
AUS,5.350000,7.151000,5.070000,6.007632
AUS,5.190000,6.642609,4.980000,5.859783
AUS,4.900000,6.650952,4.960000,5.648409
AUS,4.770000,6.311364,4.920000,5.435714
AUS,4.830000,6.182174,4.900000,5.659131
AUS,4.950000,6.031000,4.840000,5.499524
AUS,5.070000,6.139048,4.830000,5.395000
AUS,4.990000,5.806000,4.800000,5.275000
AUS,4.970000,5.887000,4.750000,5.167750
AUS,4.960000,5.865000,4.760000,5.271667
AUS,4.920000,5.685000,4.790000,5.346053
AUS,4.960000,5.639048,4.780000,5.028182
AUS,5.320000,5.576190,4.670000,4.802750
AUS,5.170000,5.521304,4.720000,5.232826
AUS,5.190000,5.638571,4.820000,5.524048
AUS,5.030000,5.345909,4.910000,5.512955
AUS,4.830000,4.965909,4.970000,5.608696
AUS,4.880000,5.130952,5.310000,5.874000
AUS,4.800000,4.854762,5.470000,5.757381
AUS,4.790000,5.127895,5.550000,5.700500
AUS,4.770000,5.300000,5.570000,5.620500
AUS,4.810000,5.526522,5.510000,5.415435
AUS,4.760000,5.357500,5.540000,5.803000
AUS,4.860000,5.875714,5.510000,5.958095
AUS,4.930000,6.206666,5.490000,5.845476
AUS,4.890000,6.135909,5.460000,5.717727
AUS,4.920000,6.340000,5.440000,5.583182
AUS,5.010000,6.341363,5.420000,5.412045
AUS,5.310000,6.606667,5.410000,5.401429
AUS,5.440000,6.556364,5.430000,5.400000
AUS,5.650000,6.737143,5.410000,5.231905
AUS,5.660000,7.177895,5.420000,5.351842
AUS,5.800000,6.957619,5.630000,5.397750
AUS,5.890000,6.570435,5.810000,5.652619
AUS,6.040000,6.264706,5.750000,5.472000
AUS,6.310000,6.465652,5.680000,5.287727
AUS,6.230000,6.172381,5.660000,5.140476
AUS,6.200000,6.161905,5.650000,5.190238
AUS,6.490000,6.227391,5.620000,5.218696
AUS,6.570000,6.136190,5.620000,5.186364
AUS,6.410000,6.107955,5.630000,5.400238
AUS,6.330000,5.989545,5.630000,5.435227
AUS,6.200000,5.543158,5.630000,5.346500
