LOCATION,short_rate(t),mean(short_rate(t+5y)),std_dev(short_rate(t+5y))
LVA,4.247604,8.362500,5.161504
LVA,4.750000,3.858783,3.425984
LVA,5.070000,0.830000,0.000000
LVA,5.728000,2.002000,1.604436
LVA,6.296667,0.490000,0.320000
LVA,6.736667,3.946667,1.183094
LVA,7.355000,4.615000,0.455000
LVA,7.783333,1.843333,1.829706
LVA,8.240000,0.490450,0.409550
LVA,9.165000,0.750000,0.250000
LVA,9.990000,0.940000,0.000000
LVA,10.030000,0.270000,0.000000
LVA,10.715000,0.409050,0.120950
LVA,11.060000,0.580000,0.000000
LVA,11.750000,0.252500,0.185615
LVA,12.233333,0.291667,0.037868
LVA,12.750000,0.520000,0.000000
LVA,13.320000,0.199600,0.098958
LVA,13.940000,0.250000,0.000000
LVA,16.940000,0.205000,0.000000
LVA,21.250000,0.241400,0.000000
EA19,-0.070490,-0.472020,0.083114
EA19,0.205032,-0.340791,0.039677
EA19,0.769380,-0.029980,0.163989
EA19,1.246080,-0.128887,0.225908
EA19,1.640117,-0.101650,0.281754
EA19,2.162652,1.883364,1.652406
EA19,2.707482,2.540147,1.392748
EA19,3.313764,3.027812,1.241146
EA19,3.783624,1.901788,0.735710
EA19,4.296426,2.425919,1.142206
EA19,4.726581,1.716712,1.354838
EA19,5.090622,3.066600,1.764653
EA19,5.630000,4.745033,0.026471
EA19,6.365556,3.353167,0.940643
EA19,6.714545,3.777155,0.817147
EA19,7.136667,4.263000,0.245506
EA19,7.580000,3.747000,0.000000
LTU,-0.057922,-0.464278,0.084120
LTU,0.304826,-0.347248,0.046838
LTU,0.710117,-0.326980,0.003060
LTU,1.334305,-0.261118,0.102483
LTU,1.710800,-0.163278,0.131169
LTU,2.382467,2.370235,2.077239
LTU,2.681829,5.276444,2.538312
LTU,3.346723,4.034471,2.069762
LTU,3.639845,3.021493,1.754519
LTU,4.277247,2.755742,1.203686
LTU,4.786394,1.746235,1.416901
LTU,5.296866,1.458763,1.312419
LTU,5.753875,0.575848,0.157748
LTU,6.222056,3.010667,0.095692
LTU,6.659739,1.220292,1.122361
LTU,7.080226,0.794453,0.821786
LTU,7.919448,0.364750,0.030750
LTU,8.290267,1.100237,1.033290
LTU,8.669500,0.409091,0.000000
LTU,9.204286,0.402105,0.000000
CRI,4.896739,6.905034,0.388408
CRI,5.337862,6.287599,0.339928
CRI,5.738225,6.579419,0.297183
CRI,6.184783,6.110335,0.000000
CRI,7.038043,7.040634,0.000000
CRI,7.752718,6.354054,0.384880
CRI,8.108696,6.265247,0.437342
IND,5.800000,3.210000,0.000000
IND,7.294571,4.104357,1.451729
IND,7.788472,4.433333,1.323829
IND,8.237375,5.774875,0.563628
IND,8.683191,6.187929,0.419233
IND,9.065000,6.438000,0.379255
IND,10.515000,7.020000,0.000000
IND,11.336000,6.762000,0.000000
