LOCATION,short_rate(t),short_rate(t+5y)
DNK,9.3735,6.2206
DNK,9.59,6.133
DNK,9.3913,6.6043
DNK,9.7478,6.605
DNK,11.3224,6.4304
DNK,12.1953,6.3276
DNK,12.1176,6.1981
DNK,12.1989,6.1983
DNK,12.3883,5.9692
DNK,12.1172,7.318
DNK,11.3846,7.0656
DNK,10.7634,6.7876
DNK,10.7122,6.7246
DNK,10.3203,6.5395
DNK,10.5333,6.0749
DNK,10.7633,5.7117
DNK,10.428,5.7314
DNK,10.4801,5.3675
DNK,10.5174,4.9978
DNK,10.6044,4.5421
DNK,10.3399,4.4518
DNK,10.1357,4.3414
DNK,10.0008,3.948
DNK,9.7708,3.8435
DNK,9.5049,3.9597
DNK,9.4789,3.9285
DNK,9.6989,3.9159
DNK,9.8296,3.833
DNK,9.678,3.6727
DNK,9.4881,3.6687
DNK,9.889,3.6461
DNK,10.1705,3.633
DNK,10.2117,3.6232
DNK,10.1769,3.6769
DNK,10.204,3.6727
DNK,10.2401,3.633
DNK,10.5422,3.6215
DNK,10.6461,3.621
DNK,11.1935,3.6545
DNK,12.7614,3.6654
DNK,13.0114,3.9343
DNK,12.9896,4.0112
DNK,18.1473,4.022
DNK,14.4453,3.9297
DNK,17.3233,3.8783
DNK,13.3702,3.8803
DNK,10.6509,3.9228
DNK,9.1857,4.5686
DNK,8.1474,4.1395
DNK,10.6902,4.1745
DNK,12.0789,4.3344
DNK,10.1565,4.912
DNK,8.6859,4.848
DNK,8.0077,4.4296
DNK,7.5177,4.2318
DNK,6.3879,3.869
DNK,6.3788,3.615
DNK,6.2234,3.459
DNK,6.1812,3.1213
DNK,5.9357,3.108
DNK,6.2206,3.1266
DNK,6.133,3.1731
DNK,6.6043,3.2069
DNK,6.605,3.1756
DNK,6.4304,3.6907
DNK,6.3276,3.8526
DNK,6.1981,3.7988
DNK,6.1983,3.7165
DNK,5.9692,3.9332
DNK,7.318,4.1848
DNK,7.0656,4.3271
DNK,6.7876,4.6999
DNK,6.7246,5.1762
DNK,6.5395,5.7755
DNK,6.0749,5.6575
DNK,5.7117,6.1017
DNK,5.7314,5.553
DNK,5.3675,5.4961
DNK,4.9978,5.3859
DNK,4.5421,5.342
DNK,4.4518,5.272
DNK,4.3414,5.1622
DNK,3.948,5.1257
DNK,3.8435,5.1075
DNK,3.9597,4.9618
DNK,3.9285,4.9324
DNK,3.9159,4.8076
DNK,3.833,4.4334
DNK,3.6727,3.9596
DNK,3.6687,3.701
DNK,3.6461,3.6365
DNK,3.633,3.6348
DNK,3.6232,3.6046
DNK,3.6769,3.6376
DNK,3.6727,3.6666
DNK,3.633,3.7262
DNK,3.6215,3.7322
DNK,3.621,3.678
DNK,3.6545,3.579
DNK,3.6654,3.4523
DNK,3.9343,3.4359
DNK,4.0112,3.3108
DNK,4.022,3.0713
DNK,3.9297,2.9731
DNK,3.8783,2.8343
DNK,3.8803,2.6663
DNK,3.9228,2.668
DNK,4.5686,2.5404
DNK,4.1395,2.2132
DNK,4.1745,2.1779
DNK,4.3344,2.185
DNK,4.912,2.186
DNK,4.848,2.1955
DNK,4.4296,2.2126
DNK,4.2318,2.2246
DNK,3.869,2.1933
DNK,3.615,2.1793
DNK,3.459,2.1447
DNK,3.1213,2.1688
DNK,3.108,2.1964
DNK,3.1266,2.2099
DNK,3.1731,2.2183
DNK,3.2069,2.2088
DNK,3.1756,2.2108
DNK,3.6907,2.2057
DNK,3.8526,2.2064
DNK,3.7988,2.1976
DNK,3.7165,2.1958
DNK,3.9332,2.1894
DNK,4.1848,2.186
DNK,4.3271,2.181
DNK,4.6999,2.1759
DNK,5.1762,2.1609
DNK,5.7755,2.1628
DNK,5.6575,2.1729
DNK,6.1017,2.1766
DNK,5.553,2.2178
DNK,5.4961,2.3908
DNK,5.3859,2.4802
DNK,5.342,2.5246
DNK,5.272,2.6574
DNK,5.1622,2.8477
DNK,5.1257,2.9226
DNK,5.1075,2.9779
DNK,4.9618,3.0805
DNK,4.9324,3.2044
DNK,4.8076,3.3311
DNK,4.4334,3.4463
DNK,3.9596,3.6145
DNK,3.701,3.7245
DNK,3.6365,3.8371
DNK,3.6348,3.9204
DNK,3.6046,3.9949
DNK,3.6376,4.0726
DNK,3.6666,4.1684
DNK,3.7262,4.2832
DNK,3.7322,4.373
DNK,3.678,4.4158
DNK,3.579,4.6605
DNK,3.4523,4.8493
DNK,3.4359,4.8356
DNK,3.3108,4.8184
DNK,3.0713,4.9196
DNK,2.9731,4.7199
DNK,2.8343,4.6148
DNK,2.6663,4.8007
DNK,2.668,4.9955
DNK,2.5404,5.1507
DNK,2.2132,5.3286
DNK,2.1779,5.3789
DNK,2.185,5.3833
DNK,2.186,5.4176
DNK,2.1955,5.9903
DNK,2.2126,6.0757
DNK,2.2246,5.3699
DNK,2.1933,4.4204
DNK,2.1793,3.8595
DNK,2.1447,3.2773
DNK,2.1688,2.9361
DNK,2.1964,2.6695
DNK,2.2099,2.3308
DNK,2.2183,2.0642
DNK,2.2088,1.938
DNK,2.2108,1.7625
DNK,2.2057,1.5828
DNK,2.2064,1.5587
DNK,2.1976,1.5521
DNK,2.1958,1.4587
DNK,2.1894,1.3927
DNK,2.186,1.3717
DNK,2.181,1.2835
DNK,2.1759,1.252
DNK,2.1609,1.152
DNK,2.1628,1.1341
DNK,2.1729,1.1451
DNK,2.1766,1.146
DNK,2.2178,1.1913
DNK,2.3908,1.2388
DNK,2.4802,1.2117
DNK,2.5246,1.2161
DNK,2.6574,1.2398
DNK,2.8477,1.3074
DNK,2.9226,1.4083
DNK,2.9779,1.457
DNK,3.0805,1.5136
DNK,3.2044,1.6625
DNK,3.3311,1.6041
DNK,3.4463,1.4366
DNK,3.6145,1.3974
DNK,3.7245,1.2877
DNK,3.8371,1.0837
DNK,3.9204,1.0069
DNK,3.9949,1.0007
DNK,4.0726,0.9878
DNK,4.1684,0.9652
DNK,4.2832,0.9009
DNK,4.373,0.6214
DNK,4.4158,0.4068
DNK,4.6605,0.3124
DNK,4.8493,0.3217
DNK,4.8356,0.3345
DNK,4.8184,0.3009
DNK,4.9196,0.2771
DNK,4.7199,0.3051
DNK,4.6148,0.3285
DNK,4.8007,0.2743
DNK,4.9955,0.26
DNK,5.1507,0.2403
DNK,5.3286,0.2582
DNK,5.3789,0.2684
DNK,5.3833,0.2681
DNK,5.4176,0.2711
DNK,5.9903,0.273
DNK,6.0757,0.2536
DNK,5.3699,0.2585
DNK,4.4204,0.28
DNK,3.8595,0.27
DNK,3.2773,0.29
DNK,2.9361,0.31
DNK,2.6695,0.35
DNK,2.3308,0.36
DNK,2.0642,0.38
DNK,1.938,0.37
DNK,1.7625,0.28
DNK,1.5828,0.3
DNK,1.5587,0.3
DNK,1.5521,0.3
DNK,1.4587,0.18
DNK,1.3927,-0.33
DNK,1.3717,-0.19
DNK,1.2835,-0.19
DNK,1.252,-0.18
DNK,1.152,-0.2
DNK,1.1341,-0.16
DNK,1.1451,-0.07
DNK,1.146,-0.01
DNK,1.1913,-0.07
DNK,1.2388,-0.14
DNK,1.2117,-0.13
DNK,1.2161,-0.06
DNK,1.2398,-0.08
DNK,1.3074,-0.13
DNK,1.4083,-0.09
DNK,1.457,-0.09
DNK,1.5136,-0.17
DNK,1.6625,-0.19
DNK,1.6041,-0.21
DNK,1.4366,-0.19
DNK,1.3974,-0.2
DNK,1.2877,-0.18
DNK,1.0837,-0.2
DNK,1.0069,-0.23
DNK,1.0007,-0.23
DNK,0.9878,-0.25
DNK,0.9652,-0.26
DNK,0.9009,-0.23
DNK,0.6214,-0.23
DNK,0.4068,-0.24
DNK,0.3124,-0.27
DNK,0.3217,-0.31
DNK,0.3345,-0.31
DNK,0.3009,-0.31
DNK,0.2771,-0.3
DNK,0.3051,-0.31
DNK,0.3285,-0.3
DNK,0.2743,-0.3
DNK,0.26,-0.29
DNK,0.2403,-0.28
DNK,0.2582,-0.3
DNK,0.2684,-0.3
DNK,0.2681,-0.3
DNK,0.2711,-0.3
DNK,0.273,-0.31
DNK,0.2536,-0.3
DNK,0.2585,-0.29
DNK,0.28,-0.3
DNK,0.27,-0.32
DNK,0.29,-0.32
DNK,0.31,-0.37
DNK,0.35,-0.34
DNK,0.36,-0.36
DNK,0.38,-0.39
DNK,0.37,-0.43
DNK,0.28,-0.45
DNK,0.3,-0.43
DNK,0.3,-0.41
DNK,0.3,-0.4
DNK,0.18,-0.41
DNK,-0.33,-0.41
DNK,-0.19,-0.36
DNK,-0.19,-0.12
DNK,-0.18,-0.13
DNK,-0.2,-0.17
DNK,-0.16,-0.19
DNK,-0.07,-0.21
DNK,-0.01,-0.23
DNK,-0.07,-0.22
DNK,-0.14,-0.23
DNK,-0.13,-0.22
DNK,-0.06,-0.24
ISR,14.53571,4.036522
ISR,14.0435,4.375263
ISR,14.04333,4.87625
ISR,14.09889,5.078333
ISR,14.01105,5.511429
ISR,13.431,8.286667
ISR,12.90435,9.129091
ISR,13.2855,9.001111
ISR,13.73619,9.066842
ISR,13.64625,9.283913
ISR,13.77429,9.004706
ISR,13.7285,8.36087
ISR,13.37238,8.172857
ISR,12.9855,8.416
ISR,12.65454,8.063889
ISR,12.39895,7.484118
ISR,11.5365,7.349333
ISR,11.28227,6.791429
ISR,10.90364,6.165217
ISR,9.824286,5.675882
ISR,9.967647,5.484762
ISR,11.34177,5.3815
ISR,13.43454,5.407222
ISR,13.59174,4.951304
ISR,13.36238,4.673529
ISR,13.3485,4.56381
ISR,12.81105,4.342273
ISR,12.30875,4.243333
ISR,12.021,4.288235
ISR,11.96727,4.217727
ISR,11.6605,4.254706
ISR,11.29826,4.204783
ISR,11.76474,4.204375
ISR,11.68222,4.205625
ISR,11.41455,4.128182
ISR,10.80591,3.820909
ISR,9.995789,3.661579
ISR,9.708095,3.4285
ISR,8.999524,3.533043
ISR,9.105882,3.661875
ISR,9.294286,3.668571
ISR,9.145294,3.624706
ISR,9.049091,3.684286
ISR,9.098182,3.740455
ISR,8.937647,3.84
ISR,8.7105,4.246923
ISR,8.423636,4.553636
ISR,8.07619,4.931429
ISR,7.723913,4.9815
ISR,7.23,5.2305
ISR,7.115714,5.282941
ISR,6.909474,5.431176
ISR,6.770952,5.619524
ISR,6.1965,5.714118
ISR,6.214545,5.7
ISR,6.366316,5.802273
ISR,6.595,5.795
ISR,6.263158,5.496667
ISR,5.921667,5.322632
ISR,5.070909,5.172857
ISR,4.036522,4.71087
ISR,4.375263,4.599
ISR,4.87625,4.394444
ISR,5.078333,4.1
ISR,5.511429,3.812381
ISR,8.286667,3.83
ISR,9.129091,3.833182
ISR,9.001111,4.388421
ISR,9.066842,4.33
ISR,9.283913,4.233333
ISR,9.004706,4.315556
ISR,8.36087,4.517273
ISR,8.172857,4.360435
ISR,8.416,4.111765
ISR,8.063889,3.362273
ISR,7.484118,3.009524
ISR,7.349333,3.48375
ISR,6.791429,3.659474
ISR,6.165217,3.783182
ISR,5.675882,4.058235
ISR,5.484762,4.2265
ISR,5.3815,3.597333
ISR,5.407222,2.986111
ISR,4.951304,2.105217
ISR,4.673529,1.29619
ISR,4.56381,0.618125
ISR,4.342273,0.487727
ISR,4.243333,0.39
ISR,4.288235,0.372941
ISR,4.217727,0.311818
ISR,4.254706,0.412778
ISR,4.204783,0.537273
ISR,4.204375,0.701053
ISR,4.205625,0.722778
ISR,4.128182,0.749545
ISR,3.820909,1.072609
ISR,3.661579,1.238333
ISR,3.4285,1.268421
ISR,3.533043,1.395238
ISR,3.661875,1.496875
ISR,3.668571,1.4925
ISR,3.624706,1.637273
ISR,3.684286,1.615882
ISR,3.740455,1.788261
ISR,3.84,1.8275
ISR,4.246923,1.905556
ISR,4.553636,1.952273
ISR,4.931429,2.088182
ISR,4.9815,2.052105
ISR,5.2305,2.319
ISR,5.282941,2.684545
ISR,5.431176,3.102308
ISR,5.619524,3.090476
ISR,5.714118,3.240556
ISR,5.7,3.21619
ISR,5.802273,3.063636
ISR,5.795,2.815625
ISR,5.496667,2.686111
ISR,5.322632,2.702273
ISR,5.172857,2.618571
ISR,4.71087,2.474
ISR,4.599,2.428421
ISR,4.394444,2.518824
ISR,4.1,2.541053
ISR,3.812381,2.493182
ISR,3.83,2.332941
ISR,3.833182,2.086364
ISR,4.388421,2.074091
ISR,4.33,2.168333
ISR,4.233333,2.138
ISR,4.315556,1.897222
ISR,4.517273,1.870909
ISR,4.360435,1.715455
ISR,4.111765,1.71375
ISR,3.362273,1.661111
ISR,3.009524,1.705789
ISR,3.48375,1.478824
ISR,3.659474,1.236667
ISR,3.783182,1.209091
ISR,4.058235,1.198036
ISR,4.2265,1.160362
ISR,3.597333,0.969928
ISR,2.986111,0.896269
ISR,2.105217,0.89519
ISR,1.29619,0.950073
ISR,0.618125,0.895856
ISR,0.487727,0.679125
ISR,0.39,0.708749
ISR,0.372941,0.650871
ISR,0.311818,0.658703
ISR,0.412778,0.663872
ISR,0.537273,0.429697
ISR,0.701053,0.246365
ISR,0.722778,0.223835
ISR,0.749545,0.216616
ISR,1.072609,0.234654
ISR,1.238333,0.234601
ISR,1.268421,0.21067
ISR,1.395238,0.111232
ISR,1.496875,0.097762
ISR,1.4925,0.08702
ISR,1.637273,0.114789
ISR,1.615882,0.101912
ISR,1.788261,0.097983
ISR,1.8275,0.080002
ISR,1.905556,0.092436
ISR,1.952273,0.13234
ISR,2.088182,0.115552
ISR,2.052105,0.089136
ISR,2.319,0.071796
ISR,2.684545,0.095433
ISR,3.102308,0.11043
ISR,3.090476,0.102796
ISR,3.240556,0.08867
ISR,3.21619,0.111531
ISR,3.063636,0.120824
ISR,2.815625,0.11507
ISR,2.686111,0.114457
ISR,2.702273,0.136484
ISR,2.618571,0.120556
ISR,2.474,0.131057
ISR,2.428421,0.121881
ISR,2.518824,0.114542
ISR,2.541053,0.104261
ISR,2.493182,0.115237
ISR,2.332941,0.10702
ISR,2.086364,0.118849
ISR,2.074091,0.127811
ISR,2.168333,0.103609
ISR,2.138,0.083093
ISR,1.897222,0.128525
ISR,1.870909,0.127631
ISR,1.715455,0.1149
ISR,1.71375,0.110462
ISR,1.661111,0.126116
ISR,1.705789,0.127337
ISR,1.478824,0.127228
ISR,1.236667,0.106736
ISR,1.209091,0.115311
ISR,1.198036,0.122832
ISR,1.160362,0.121483
ISR,0.969928,0.148397
ISR,0.896269,0.165522
ISR,0.89519,0.276613
ISR,0.950073,0.250226
ISR,0.895856,0.258659
ISR,0.679125,0.251653
ISR,0.708749,0.266517
ISR,0.650871,0.301441
ISR,0.658703,0.282128
ISR,0.663872,0.268126
ISR,0.429697,0.233458
ISR,0.246365,0.17
ISR,0.223835,0.2
ISR,0.216616,0.14
ISR,0.234654,0.18
ISR,0.234601,0.19
ISR,0.21067,0.18
ISR,0.111232,0.19
ISR,0.097762,0.09
ISR,0.08702,0.06
ISR,0.114789,0.05
ISR,0.101912,0.04
ISR,0.097983,0.05
ISR,0.080002,0.06
ISR,0.092436,0.03
ISR,0.13234,0.03
ISR,0.115552,0.05
ISR,0.089136,-0.08
ISR,0.071796,-0.03
GBR,12.863,14.01087
GBR,12.71875,13.29532
GBR,11.77679,12.4628
GBR,10.5767,12.01492
GBR,10.26705,11.56522
GBR,9.82292,11.29844
GBR,10.03805,11.12976
GBR,9.89435,10.93324
GBR,10.18892,10.33408
GBR,11.1644,10.45823
GBR,11.24609,10.52977
GBR,11.40421,10.84837
GBR,11.10085,10.71773
GBR,10.89219,10.42031
GBR,10.0142,10.67045
GBR,9.83097,10.65483
GBR,8.86792,10.109
GBR,8.93608,10.05078
GBR,9.24796,10.20245
GBR,10.0997,10.4122
GBR,10.19602,10.03729
GBR,10.0277,8.39347
GBR,8.99851,7.26711
GBR,7.97283,7.23132
GBR,8.88691,6.98363
GBR,9.28795,6.23086
GBR,8.91304,6.03193
GBR,8.37426,6.02379
GBR,8.06676,6.04427
GBR,8.97514,5.9517
GBR,10.57366,6.00355
GBR,11.44429,5.91406
GBR,12.19034,5.95987
GBR,12.0439,5.81362
GBR,12.31818,5.6076
GBR,13.15767,5.38281
GBR,13.16122,5.44345
GBR,13.06406,5.26328
GBR,13.0625,5.22758
GBR,13.18359,5.28981
GBR,13.22215,5.22727
GBR,14.18253,5.18786
GBR,13.96317,5.26637
GBR,13.89572,5.57745
GBR,14.07217,5.76811
GBR,15.06818,5.9747
GBR,15.15412,6.12536
GBR,15.15179,6.42685
GBR,15.19837,6.63778
GBR,15.14922,6.80391
GBR,15.31676,6.72554
GBR,15.25744,6.73633
GBR,15.19429,6.77616
GBR,15.01302,6.71484
GBR,14.9858,6.87686
GBR,15.01664,6.87568
GBR,14.95117,6.79539
GBR,14.06216,6.81783
GBR,13.68111,6.72088
GBR,13.8817,6.54985
GBR,14.01087,6.44718
GBR,13.29532,6.24554
GBR,12.4628,6.13988
GBR,12.01492,6.08452
GBR,11.56522,6.11651
GBR,11.29844,5.93477
GBR,11.12976,5.82167
GBR,10.93324,5.83647
GBR,10.33408,5.86365
GBR,10.45823,6.01953
GBR,10.52977,6.38579
GBR,10.84837,6.43164
GBR,10.71773,6.41491
GBR,10.42031,6.28848
GBR,10.67045,6.30413
GBR,10.65483,6.45437
GBR,10.109,6.53214
GBR,10.05078,6.66462
GBR,10.20245,7.04144
GBR,10.4122,7.24349
GBR,10.03729,7.29687
GBR,8.39347,7.35615
GBR,7.26711,7.62617
GBR,7.23132,7.7179
GBR,6.98363,7.5854
GBR,6.23086,7.54395
GBR,6.03193,7.56676
GBR,6.02379,7.53533
GBR,6.04427,7.4881
GBR,5.9517,7.71396
GBR,6.00355,7.80622
GBR,5.91406,7.72824
GBR,5.95987,7.46768
GBR,5.81362,7.22061
GBR,5.6076,6.97448
GBR,5.38281,6.46034
GBR,5.44345,5.92171
GBR,5.26328,5.53197
GBR,5.22758,5.42287
GBR,5.28981,5.31773
GBR,5.22727,5.34875
GBR,5.18786,5.22114
GBR,5.26637,5.16688
GBR,5.57745,5.25409
GBR,5.76811,5.4107
GBR,5.9747,6.02564
GBR,6.12536,5.8725
GBR,6.42685,6.05531
GBR,6.63778,6.13632
GBR,6.80391,6.23781
GBR,6.72554,6.22838
GBR,6.73633,6.29647
GBR,6.77616,6.30356
GBR,6.71484,6.22682
GBR,6.87686,6.19247
GBR,6.87568,6.21754
GBR,6.79539,6.20569
GBR,6.81783,6.16274
GBR,6.72088,6.08629
GBR,6.54985,5.95539
GBR,6.44718,5.84578
GBR,6.24554,5.75655
GBR,6.13988,5.55126
GBR,6.08452,5.40449
GBR,6.11651,5.24858
GBR,5.93477,5.25854
GBR,5.82167,5.25436
GBR,5.83647,4.99658
GBR,5.86365,4.72946
GBR,6.01953,4.42821
GBR,6.38579,3.99675
GBR,6.43164,4.0506
GBR,6.41491,4.04677
GBR,6.28848,4.05268
GBR,6.30413,4.13055
GBR,6.45437,4.17319
GBR,6.53214,4.1537
GBR,6.66462,4.17758
GBR,7.04144,4.06054
GBR,7.24349,3.98654
GBR,7.29687,3.98872
GBR,7.35615,3.96401
GBR,7.62617,3.97142
GBR,7.7179,4.01777
GBR,7.5854,3.98263
GBR,7.54395,3.75425
GBR,7.56676,3.65503
GBR,7.53533,3.64598
GBR,7.4881,3.63252
GBR,7.71396,3.63966
GBR,7.80622,3.49022
GBR,7.72824,3.52249
GBR,7.46768,3.6967
GBR,7.22061,3.80338
GBR,6.97448,3.98043
GBR,6.46034,4.01864
GBR,5.92171,4.05531
GBR,5.53197,4.16654
GBR,5.42287,4.29673
GBR,5.31773,4.39472
GBR,5.34875,4.52872
GBR,5.22114,4.78974
GBR,5.16688,4.85702
GBR,5.25409,4.96284
GBR,5.4107,4.9469
GBR,6.02564,4.90071
GBR,5.8725,4.88359
GBR,6.05531,4.87103
GBR,6.13632,4.87316
GBR,6.23781,4.89069
GBR,6.22838,4.98736
GBR,6.29647,4.94336
GBR,6.30356,4.89375
GBR,6.22682,4.84144
GBR,6.19247,4.65794
GBR,6.21754,4.59465
GBR,6.20569,4.59686
GBR,6.16274,4.58701
GBR,6.08629,4.61847
GBR,5.95539,4.63732
GBR,5.84578,4.60368
GBR,5.75655,4.58199
GBR,5.55126,4.58741
GBR,5.40449,4.6296
GBR,5.24858,4.7015
GBR,5.25854,4.73498
GBR,5.25436,4.73322
GBR,4.99658,4.94425
GBR,4.72946,5.02501
GBR,4.42821,5.13176
GBR,3.99675,5.22544
GBR,4.0506,5.29167
GBR,4.04677,5.48623
GBR,4.05268,5.5657
GBR,4.13055,5.54946
GBR,4.17319,5.64899
GBR,4.1537,5.76742
GBR,4.17758,5.88018
GBR,4.06054,6.02396
GBR,3.98654,6.41946
GBR,3.98872,6.64694
GBR,3.96401,6.27014
GBR,3.97142,6.40858
GBR,4.01777,6.35943
GBR,3.98263,5.65965
GBR,3.75425,5.64202
GBR,3.65503,5.89929
GBR,3.64598,5.91881
GBR,3.63252,5.82639
GBR,3.63966,5.92944
GBR,3.49022,5.8322
GBR,3.52249,5.76619
GBR,3.6967,5.9106
GBR,3.80338,6.13304
GBR,3.98043,4.44684
GBR,4.01864,3.17247
GBR,4.05531,2.34276
GBR,4.16654,2.09038
GBR,4.29673,1.83139
GBR,4.39472,1.53413
GBR,4.52872,1.35795
GBR,4.78974,1.24117
GBR,4.85702,1.00113
GBR,4.96284,0.77369
GBR,4.9469,0.6056
GBR,4.90071,0.57087
GBR,4.88359,0.60936
GBR,4.87103,0.60541
GBR,4.87316,0.61265
GBR,4.89069,0.6331
GBR,4.98736,0.64549
GBR,4.94336,0.65592
GBR,4.89375,0.69713
GBR,4.84144,0.72839
GBR,4.65794,0.73603
GBR,4.59465,0.73296
GBR,4.59686,0.72859
GBR,4.58701,0.7384
GBR,4.61847,0.73901
GBR,4.63732,0.74962
GBR,4.60368,0.76866
GBR,4.58199,0.79962
GBR,4.58741,0.80913
GBR,4.6296,0.82096
GBR,4.7015,0.82344
GBR,4.73498,0.82512
GBR,4.73322,0.8289
GBR,4.94425,0.85782
GBR,5.02501,0.9181
GBR,5.13176,0.96991
GBR,5.22544,1.01182
GBR,5.29167,1.06148
GBR,5.48623,1.08709
GBR,5.5657,1.07249
GBR,5.54946,1.03757
GBR,5.64899,1.01792
GBR,5.76742,1.005
GBR,5.88018,0.94978
GBR,6.02396,0.81735
GBR,6.41946,0.70481
GBR,6.64694,0.64803
GBR,6.27014,0.54397
GBR,6.40858,0.52452
GBR,6.35943,0.51848
GBR,5.65965,0.51228
GBR,5.64202,0.50988
GBR,5.89929,0.50688
GBR,5.91881,0.50557
GBR,5.82639,0.50563
GBR,5.92944,0.50794
GBR,5.8322,0.50944
GBR,5.76619,0.51262
GBR,5.9106,0.51688
GBR,6.13304,0.51663
GBR,4.44684,0.52344
GBR,3.17247,0.52474
GBR,2.34276,0.52093
GBR,2.09038,0.52153
GBR,1.83139,0.52157
GBR,1.53413,0.52665
GBR,1.35795,0.52744
GBR,1.24117,0.54394
GBR,1.00113,0.55641
GBR,0.77369,0.56119
GBR,0.6056,0.56291
GBR,0.57087,0.55836
GBR,0.60936,0.55628
GBR,0.60541,0.55818
GBR,0.61265,0.5626
GBR,0.6331,0.56363
GBR,0.64549,0.56436
GBR,0.65592,0.5695
GBR,0.69713,0.56798
GBR,0.72839,0.57188
GBR,0.73603,0.58084
GBR,0.73296,0.5867
GBR,0.72859,0.58576
GBR,0.7384,0.58006
GBR,0.73901,0.57371
GBR,0.74962,0.58277
GBR,0.76866,0.58976
GBR,0.79962,0.59073
GBR,0.80913,0.58825
GBR,0.82096,0.5889
GBR,0.82344,0.58929
GBR,0.82512,0.57468
GBR,0.8289,0.5136
GBR,0.85782,0.40613
GBR,0.9181,0.37907
GBR,0.96991,0.3975
GBR,1.01182,0.39773
GBR,1.06148,0.37226
GBR,1.08709,0.3621
GBR,1.07249,0.35674
GBR,1.03757,0.34567
GBR,1.01792,0.33513
GBR,1.005,0.31081
GBR,0.94978,0.29442
GBR,0.81735,0.2931
GBR,0.70481,0.28119
GBR,0.64803,0.30911
GBR,0.54397,0.38187
GBR,0.52452,0.51857
GBR,0.51848,0.51871
GBR,0.51228,0.5225
GBR,0.50988,0.54683
GBR,0.50688,0.62842
GBR,0.50557,0.75629
GBR,0.50563,0.64355
GBR,0.50794,0.63868
GBR,0.50944,0.74619
GBR,0.51262,0.80519
GBR,0.51688,0.80093
GBR,0.51663,0.80618
GBR,0.52344,0.87483
GBR,0.52474,0.90444
GBR,0.52093,0.91822
GBR,0.52153,0.87598
GBR,0.52157,0.84
GBR,0.52665,0.82
GBR,0.52744,0.8
GBR,0.54394,0.78
GBR,0.55641,0.77
GBR,0.56119,0.76
GBR,0.56291,0.77
GBR,0.55836,0.78
GBR,0.55628,0.79
GBR,0.55818,0.79
GBR,0.5626,0.74
GBR,0.56363,0.75
GBR,0.56436,0.53
GBR,0.5695,0.65
GBR,0.56798,0.33
GBR,0.57188,0.19
GBR,0.58084,0.1
GBR,0.5867,0.07
GBR,0.58576,0.06
GBR,0.58006,0.05
GBR,0.57371,0.04
GBR,0.58277,0.03
GBR,0.58976,0.03
BEL,3.25,3
BEL,3.75,3
BEL,3.75,3
BEL,3.75,3
BEL,3.5,3
BEL,3.5,3
BEL,3.25,3
BEL,2.75,3
BEL,2.5,3.4
BEL,2.25,3.4
BEL,2.25,3.45
BEL,2.25,3.75
BEL,2.25,3.9
BEL,2,4.1
BEL,1.85,4.2
BEL,1.85,4.25
BEL,1.85,4.25
BEL,1.85,4.3
BEL,1.85,4.3
BEL,1.85,4.3
BEL,1.85,4.5
BEL,1.85,4.5
BEL,1.85,4.5
BEL,1.85,4.5
BEL,2.2,4.75
BEL,3.25,4.75
BEL,3.5,4.7
BEL,3.5,4.65
BEL,3.5,4.5
BEL,3.5,4.5
BEL,3.5,4.5
BEL,3.5,4.6
BEL,3.5,4.8
BEL,4.5,4.6
BEL,4.5,4.6
BEL,4.5,4.6
BEL,4.5,4.6
BEL,4.5,4.75
BEL,4.5,4.75
BEL,4.5,4.75
BEL,4.5,4.75
BEL,4.5,4.9
BEL,4.5,5.1
BEL,4.5,5.3
BEL,4.5,5.3
BEL,4.25,5.4
BEL,4.25,5.5
BEL,4.25,5.7
BEL,4.25,5.75
BEL,4,5.85
BEL,3.6,5.75
BEL,3.4,5.7
BEL,3.3,5.5
BEL,3,5.3
BEL,3,5.2
BEL,3,5.45
BEL,3,5.5
BEL,2.9,5.25
BEL,2.9,5
BEL,3,4.5
BEL,3,4.45
BEL,3,4.4
BEL,3,4.35
BEL,3,4.1
BEL,3,3.95
BEL,3,3.75
BEL,3,3.75
BEL,3,3.75
BEL,3.4,3.75
BEL,3.4,3.75
BEL,3.45,3.8
BEL,3.75,4.1
BEL,3.9,4.5
BEL,4.1,5
BEL,4.2,5.4
BEL,4.25,5.7
BEL,4.25,6
BEL,4.3,6.1
BEL,4.3,6.25
BEL,4.3,6.55
BEL,4.5,7.5
BEL,4.5,7.75
BEL,4.5,8.5
BEL,4.5,8.5
BEL,4.75,8.5
BEL,4.75,8.5
BEL,4.7,8.5
BEL,4.65,8.25
BEL,4.5,8.1
BEL,4.5,8.05
BEL,4.5,8
BEL,4.6,8
BEL,4.8,8
BEL,4.6,7.8
BEL,4.6,7.65
BEL,4.6,7.3
BEL,4.6,7.1
BEL,4.75,6.95
BEL,4.75,6.8
BEL,4.75,5.8
BEL,4.75,4.85
BEL,4.9,4.8
BEL,5.1,4.8
BEL,5.3,4.8
BEL,5.3,4.9
BEL,5.4,4.7
BEL,5.5,4.6
BEL,5.7,4.6
BEL,5.75,4.6
BEL,5.85,4.8
BEL,5.75,4.8
BEL,5.7,4
BEL,5.5,3.45
BEL,5.3,3.5
BEL,5.2,3.5
BEL,5.45,3.5
BEL,5.5,3.5
BEL,5.25,3.65
BEL,5,3.65
BEL,4.5,3.85
BEL,4.45,4.05
