LOCATION,short_rate(t),short_rate(t+5y)
CHL,1.66,0.6
CHL,1.68,0.46
CHL,2.33,0.49
CHL,2.35,0.49
CHL,2.34,0.48
CHL,2.32,0.48
CHL,2.49,0.46
CHL,2.95,0.49
CHL,2.83,0.5
CHL,2.85,1.44
CHL,3.01,1.85
CHL,3.83,2.47
CHL,4.25,2.99
CHL,4.52,3.21
CHL,4.73,3.26
CHL,4.75,3.4
CHL,4.64,3.6
CHL,4.48,4.26
CHL,4.82,5.55
CHL,5.21,5.28
CHL,5.04,4.84
CHL,4.61,5.07
CHL,4.75,5.05
CHL,4.86,5.16
CHL,5.5,4.96
CHL,6.61,5.03
CHL,6.68,4.98
CHL,7.32,4.91
CHL,7.57,4.88
CHL,6.74,4.45
CHL,4.43,4.19
CHL,2.62,4.04
CHL,1.89,3.72
CHL,1.08,3.95
CHL,0.6,3.77
CHL,0.46,2.81
CHL,0.49,3.08
CHL,0.5,1.53
CHL,1.44,2.85
CHL,3.6,3.5
CHL,3.88,3.62
CHL,4.26,3.6
CHL,5.01,3.5
CHL,5.37,3.54
CHL,5.55,3.52
CHL,5.56,3.5
CHL,5.35,3.48
CHL,5.28,3.5
CHL,5.14,3.48
CHL,4.84,3.22
CHL,5.05,2.72
CHL,5.16,2.54
CHL,4.96,2.49
CHL,5.08,2.5
CHL,5.03,2.62
CHL,4.98,2.59
CHL,4.91,2.63
CHL,4.88,2.63
CHL,4.75,2.65
CHL,4.45,2.95
CHL,4.19,3.06
CHL,3.72,3.02
CHL,3.95,2.62
CHL,3.77,2.44
USA,3.86,8.01
USA,3.87,8.69
USA,3.85,8.38
USA,3.87,8.47
USA,3.94,8.56
USA,3.99,8.46
USA,4.14,8.77
USA,4.13,8.91
USA,4.19,8.58
USA,4.27,8.08
USA,4.28,7.51
USA,4.32,8.08
USA,4.31,8.07
USA,4.29,8.01
USA,4.3,7.72
USA,4.34,7.3
USA,4.46,6.76
USA,4.49,6.08
USA,4.75,5.67
USA,4.95,5.09
USA,5.05,4.38
USA,5.19,3.85
USA,5.26,4.45
USA,5.38,4.98
USA,5.5,5.4
USA,5.62,5.75
USA,5.72,5.74
USA,5.86,5.63
USA,5.83,5.27
USA,5.79,4.87
USA,5.65,4.65
USA,5.4,3.95
USA,5.18,3.61
USA,5.01,4.08
USA,4.43,4.6
USA,4.49,4.41
USA,4.66,4.64
USA,5,4.82
USA,4.93,4.85
USA,4.91,5.13
USA,5.22,5.25
USA,5.4,5.22
USA,5.62,5.43
USA,5.48,5.81
USA,5.33,6.34
USA,5.58,7.05
USA,5.78,7.31
USA,6.14,7.55
USA,6.12,8.16
USA,6.03,9.7
USA,5.85,10.77
USA,5.78,10.59
USA,5.9,9.2
USA,6.05,9.24
USA,6.27,9.27
USA,6.5,9
USA,6.52,8.08
USA,6.65,8.84
USA,6.84,10.25
USA,7.28,11.2
USA,8.01,11.38
USA,8.69,12.25
USA,8.38,12.23
USA,8.47,11.6
USA,8.56,9.78
USA,8.46,9.09
USA,8.77,9.23
USA,8.91,7.48
USA,8.58,6.41
USA,8.08,6.18
USA,7.51,6.26
USA,8.08,5.79
USA,8.07,5.82
USA,8.01,6.55
USA,7.72,6.87
USA,7.3,7.03
USA,6.76,6.56
USA,6.08,6.26
USA,5.67,6.03
USA,5.09,5.14
USA,4.38,5.18
USA,3.85,5.34
USA,4.45,5.12
USA,4.98,5.56
USA,5.4,5.84
USA,5.75,5.52
USA,5.74,5.39
USA,5.63,5.33
USA,5.27,5.12
USA,4.87,5.01
USA,4.65,4.67
USA,3.95,4.83
USA,3.61,4.83
USA,4.08,4.84
USA,4.6,4.8
USA,4.41,5.36
USA,4.64,5.42
USA,4.82,5.46
USA,4.85,5.9
USA,5.13,6.19
USA,5.25,6.67
USA,5.22,6.68
USA,5.43,6.71
USA,5.81,6.94
USA,6.34,6.9
USA,7.05,6.86
USA,7.31,7.03
USA,7.55,7.4
USA,8.16,7.83
USA,9.7,8.12
USA,10.77,8.06
USA,10.59,8.64
USA,9.2,9.44
USA,9.24,10.72
USA,9.27,10.72
USA,9,10.51
USA,8.08,10.19
USA,8.84,10.13
USA,10.25,10.06
USA,11.2,10.16
USA,11.38,9.95
USA,12.25,10.11
USA,12.23,10.71
USA,11.6,11.89
USA,9.78,13.66
USA,9.09,13.9
USA,9.23,13.43
USA,7.48,13.39
USA,6.41,14.3
USA,6.18,17.57
USA,6.26,16.14
USA,5.79,9.79
USA,5.82,8.49
USA,6.55,8.65
USA,6.87,9.91
USA,7.03,11.29
USA,6.56,12.94
USA,6.26,15.68
USA,6.03,18.65
USA,5.14,17.19
USA,5.18,16.14
USA,5.34,14.43
USA,5.12,15.08
USA,5.56,18.27
USA,5.84,16.9
USA,5.52,17.76
USA,5.39,17.96
USA,5.33,16.84
USA,5.12,15.39
USA,5.01,12.48
USA,4.67,12.49
USA,4.83,13.51
USA,4.83,15
USA,4.84,14.21
USA,4.8,14.44
USA,5.36,13.8
USA,5.42,14.46
USA,5.46,13.44
USA,5.9,10.61
USA,6.19,10.66
USA,6.67,9.51
USA,6.68,8.95
USA,6.71,8.66
USA,6.94,8.36
USA,6.9,8.54
USA,6.86,8.69
USA,7.03,8.63
USA,7.4,8.49
USA,7.83,9.2
USA,8.12,9.5
USA,8.06,9.77
USA,8.64,9.39
USA,9.44,9.18
USA,10.72,9.36
USA,10.72,9.69
USA,10.51,9.42
USA,10.19,9.54
USA,10.13,10.08
USA,10.06,10.41
USA,10.16,11.11
USA,9.95,11.34
USA,10.11,11.56
USA,10.71,11.47
USA,11.89,11.29
USA,13.66,10.38
USA,13.9,9.18
USA,13.43,8.6
USA,13.39,8.14
USA,14.3,8.69
USA,17.57,9.02
USA,16.14,8.49
USA,9.79,7.92
USA,8.49,7.44
USA,8.65,7.64
USA,9.91,7.81
USA,11.29,7.93
USA,12.94,7.88
USA,15.68,7.81
USA,18.65,7.8
USA,17.19,7.82
USA,16.14,7.69
USA,14.43,7.24
USA,15.08,6.6
USA,18.27,6.65
USA,16.9,6.73
USA,17.76,6.37
USA,17.96,5.92
USA,16.84,5.71
USA,15.39,5.69
USA,12.48,5.76
USA,12.49,6.04
USA,13.51,5.87
USA,15,6.1
USA,14.21,6.17
USA,14.44,6.52
USA,13.8,6.99
USA,14.46,6.94
USA,13.44,6.7
USA,10.61,6.75
USA,10.66,7.37
USA,9.51,8.02
USA,8.95,7.24
USA,8.66,7.66
USA,8.36,6.92
USA,8.54,6.6
USA,8.69,6.63
USA,8.63,6.92
USA,8.49,7.24
USA,9.2,7.51
USA,9.5,7.94
USA,9.77,8.35
USA,9.39,8.23
USA,9.18,8.36
USA,9.36,8.78
USA,9.69,9.25
USA,9.42,9.2
USA,9.54,9.51
USA,10.08,10.09
USA,10.41,9.94
USA,11.11,9.59
USA,11.34,9.2
USA,11.56,8.76
USA,11.47,8.64
USA,11.29,8.78
USA,10.38,8.6
USA,9.18,8.39
USA,8.6,8.32
USA,8.14,8.16
USA,8.69,8.22
USA,9.02,8.35
USA,8.49,8.42
USA,7.92,8.35
USA,7.44,8.23
USA,7.64,8.1
USA,7.81,7.97
USA,7.93,8.06
USA,7.88,8.06
USA,7.81,8.03
USA,7.8,7.82
USA,7.82,7.17
USA,7.69,6.52
USA,7.24,6.45
USA,6.6,6.06
USA,6.65,5.91
USA,6.73,6.07
USA,6.37,5.98
USA,5.92,5.65
USA,5.71,5.47
USA,5.69,5.33
USA,5.76,4.94
USA,6.04,4.47
USA,5.87,4.05
USA,6.1,4.07
USA,6.17,4.25
USA,6.52,4
USA,6.99,3.82
USA,6.94,3.86
USA,6.7,3.37
USA,6.75,3.31
USA,7.37,3.13
USA,8.02,3.26
USA,7.24,3.58
USA,7.66,3.48
USA,6.92,3.19
USA,6.6,3.12
USA,6.63,3.11
USA,6.92,3.09
USA,7.24,3.1
USA,7.51,3.21
USA,7.94,3.16
USA,8.35,3.14
USA,8.23,3.12
USA,8.36,3.24
USA,8.78,3.35
USA,9.25,3.26
USA,9.2,3.15
USA,9.51,3.43
USA,10.09,3.77
USA,9.94,4.01
USA,9.59,4.51
USA,9.2,4.52
USA,8.76,4.73
USA,8.64,4.81
USA,8.78,5.03
USA,8.6,5.51
USA,8.39,5.79
USA,8.32,6.29
USA,8.16,6.24
USA,8.22,6.16
USA,8.35,6.15
USA,8.42,6.11
USA,8.35,6.02
USA,8.23,5.9
USA,8.1,5.77
USA,7.97,5.77
USA,8.06,5.73
USA,8.06,5.79
USA,8.03,5.74
USA,7.82,5.62
USA,7.17,5.39
USA,6.52,5.15
USA,6.45,5.29
USA,6.06,5.36
USA,5.91,5.36
USA,6.07,5.46
USA,5.98,5.53
USA,5.65,5.4
USA,5.47,5.51
USA,5.33,5.41
USA,4.94,5.38
USA,4.47,5.44
USA,4.05,5.43
USA,4.07,5.37
USA,4.25,5.53
USA,4,5.71
USA,3.82,5.7
USA,3.86,5.66
USA,3.37,5.6
USA,3.31,5.6
USA,3.13,5.6
USA,3.26,5.65
USA,3.58,5.74
USA,3.48,5.8
USA,3.19,5.54
USA,3.12,5.54
USA,3.11,5.58
USA,3.09,5.58
USA,3.1,5.59
USA,3.21,5.6
USA,3.16,5.59
USA,3.14,5.58
USA,3.12,5.41
USA,3.24,5.21
USA,3.35,5.24
USA,3.26,5.14
USA,3.15,4.89
USA,3.43,4.9
USA,3.77,4.91
USA,4.01,4.88
USA,4.51,4.92
USA,4.52,5.13
USA,4.73,5.24
USA,4.81,5.41
USA,5.03,5.5
USA,5.51,6.13
USA,5.79,6
USA,6.29,6.05
USA,6.24,5.95
USA,6.16,6.01
USA,6.15,6.14
USA,6.11,6.28
USA,6.02,6.71
USA,5.9,6.73
USA,5.77,6.67
USA,5.77,6.61
USA,5.73,6.6
USA,5.79,6.67
USA,5.74,6.65
USA,5.62,6.45
USA,5.39,5.62
USA,5.15,5.26
USA,5.29,4.89
USA,5.36,4.53
USA,5.36,4.02
USA,5.46,3.74
USA,5.53,3.66
USA,5.4,3.48
USA,5.51,2.87
USA,5.41,2.31
USA,5.38,2.03
USA,5.44,1.83
USA,5.43,1.74
USA,5.37,1.82
USA,5.53,1.91
USA,5.71,1.87
USA,5.7,1.82
USA,5.66,1.81
USA,5.6,1.79
USA,5.6,1.73
USA,5.6,1.76
USA,5.65,1.73
USA,5.74,1.39
USA,5.8,1.34
USA,5.54,1.29
USA,5.54,1.27
USA,5.58,1.23
USA,5.58,1.24
USA,5.59,1.22
USA,5.6,1.04
USA,5.59,1.05
USA,5.58,1.08
USA,5.41,1.08
USA,5.21,1.1
USA,5.24,1.11
USA,5.14,1.1
USA,4.89,1.06
USA,4.9,1.05
USA,4.91,1.05
USA,4.88,1.08
USA,4.92,1.2
USA,5.13,1.46
USA,5.24,1.57
USA,5.41,1.68
USA,5.5,1.86
USA,6.13,2.04
USA,6,2.26
USA,6.05,2.45
USA,5.95,2.61
USA,6.01,2.77
USA,6.14,2.97
USA,6.28,3.09
USA,6.71,3.22
USA,6.73,3.38
USA,6.67,3.57
USA,6.61,3.77
USA,6.6,3.87
USA,6.67,4.13
USA,6.65,4.31
USA,6.45,4.45
USA,5.62,4.56
USA,5.26,4.72
USA,4.89,4.88
USA,4.53,5.03
USA,4.02,5.15
USA,3.74,5.35
USA,3.66,5.46
USA,3.48,5.38
USA,2.87,5.34
USA,2.31,5.33
USA,2.03,5.32
USA,1.83,5.32
USA,1.74,5.32
USA,1.82,5.31
USA,1.91,5.3
USA,1.87,5.31
USA,1.82,5.31
USA,1.81,5.33
USA,1.79,5.32
USA,1.73,5.49
USA,1.76,5.46
USA,1.73,5.08
USA,1.39,4.97
USA,1.34,5.02
USA,1.29,3.84
USA,1.27,3.06
USA,1.23,2.79
USA,1.24,2.85
USA,1.22,2.66
USA,1.04,2.76
USA,1.05,2.79
USA,1.08,2.79
USA,1.08,3.59
USA,1.1,4.32
USA,1.11,2.36
USA,1.1,1.77
USA,1.06,1.02
USA,1.05,1.16
USA,1.05,1.07
USA,1.08,0.89
USA,1.2,0.57
USA,1.46,0.39
USA,1.57,0.35
USA,1.68,0.3
USA,1.86,0.25
USA,2.04,0.24
USA,2.26,0.21
USA,2.45,0.22
USA,2.61,0.2
USA,2.77,0.19
USA,2.97,0.23
USA,3.09,0.3
USA,3.22,0.45
USA,3.38,0.52
USA,3.57,0.41
USA,3.77,0.32
USA,3.87,0.28
USA,4.13,0.27
USA,4.31,0.27
USA,4.45,0.3
USA,4.56,0.29
USA,4.72,0.28
USA,4.88,0.28
USA,5.03,0.23
USA,5.15,0.21
USA,5.35,0.22
USA,5.46,0.24
USA,5.38,0.29
USA,5.34,0.33
USA,5.33,0.37
USA,5.32,0.41
USA,5.32,0.49
USA,5.32,0.4
USA,5.31,0.3
USA,5.3,0.29
USA,5.31,0.29
USA,5.31,0.29
USA,5.33,0.32
USA,5.32,0.3
USA,5.49,0.26
USA,5.46,0.24
USA,5.08,0.23
USA,4.97,0.23
USA,5.02,0.24
USA,3.84,0.23
USA,3.06,0.22
USA,2.79,0.21
USA,2.85,0.2
USA,2.66,0.2
USA,2.76,0.19
USA,2.79,0.14
USA,2.79,0.12
USA,3.59,0.11
USA,4.32,0.12
USA,2.36,0.12
USA,1.77,0.14
USA,1.02,0.12
USA,1.16,0.13
USA,1.07,0.12
USA,0.89,0.12
USA,0.57,0.11
USA,0.39,0.11
USA,0.35,0.13
USA,0.3,0.13
USA,0.25,0.12
USA,0.24,0.12
USA,0.21,0.13
USA,0.22,0.15
USA,0.2,0.16
USA,0.19,0.15
USA,0.23,0.14
USA,0.3,0.13
USA,0.45,0.15
USA,0.52,0.18
USA,0.41,0.19
USA,0.32,0.26
USA,0.28,0.27
USA,0.27,0.25
USA,0.27,0.3
USA,0.3,0.54
USA,0.29,0.57
USA,0.28,0.54
USA,0.28,0.55
USA,0.23,0.55
USA,0.21,0.57
USA,0.22,0.55
USA,0.24,0.62
USA,0.29,0.73
USA,0.33,0.75
USA,0.37,0.72
USA,0.41,0.71
USA,0.49,0.87
USA,0.4,0.9
USA,0.3,0.87
USA,0.29,0.98
USA,0.29,1.03
USA,0.29,1.05
USA,0.32,1.16
USA,0.3,1.22
USA,0.26,1.25
USA,0.24,1.25
USA,0.23,1.26
USA,0.23,1.32
USA,0.24,1.54
USA,0.23,1.63
USA,0.22,1.78
USA,0.21,2.08
USA,0.2,2.2
USA,0.2,2.16
USA,0.19,2.19
USA,0.14,2.17
USA,0.12,2.19
USA,0.11,2.24
USA,0.12,2.37
USA,0.12,2.56
USA,0.14,2.69
USA,0.12,2.59
USA,0.13,2.49
USA,0.12,2.48
USA,0.12,2.47
USA,0.11,2.44
USA,0.11,2.3
USA,0.13,2.22
USA,0.13,2.06
USA,0.12,2.03
USA,0.12,1.88
USA,0.13,1.77
USA,0.15,1.76
USA,0.16,1.65
USA,0.15,1.59
USA,0.14,1.35
USA,0.15,0.17
USA,0.18,0.2
USA,0.19,0.18
USA,0.26,0.15
USA,0.27,0.13
USA,0.25,0.12
USA,0.3,0.16
USA,0.54,0.17
USA,0.57,0.14
USA,0.54,0.11
NZL,7.88,11.63
NZL,8.38,12.38
NZL,8.75,12.87
NZL,9,13.12
NZL,9,14.25
NZL,9.13,14.5
NZL,9.41,14.5
NZL,10,14.93
NZL,11.25,14.93
NZL,13.75,16.07
NZL,12.75,16.2
NZL,11,16.32
NZL,9.75,15.82
NZL,9.88,15.82
NZL,11,15.55
NZL,9.25,14.92
NZL,8.25,14.25
NZL,8,13.25
NZL,7,13.27
NZL,7.13,13.37
NZL,7.63,13.85
NZL,7.25,13.95
NZL,7.13,14.05
NZL,7.18,14.3
NZL,6.25,14.22
NZL,7.38,14.8
NZL,8.25,15.15
NZL,8.13,15.02
NZL,7.75,14.3
NZL,7.25,14.15
NZL,8.4,15.25
NZL,8.45,15.8
NZL,9.75,15.9
NZL,9.63,16.4
NZL,9.25,16.25
NZL,10.38,15.85
NZL,12,16.62
NZL,13.13,17
NZL,15,17.87
NZL,14.5,18
NZL,14.63,16.63
NZL,13.5,16.63
NZL,14.3,16.63
NZL,15.63,16.63
NZL,14.25,17.1
NZL,13.75,17.42
NZL,12.13,17.13
NZL,11.5,16.43
NZL,11.5,15.35
NZL,12.13,14.5
NZL,12.13,14.05
NZL,11.5,14.45
NZL,11,15.5
NZL,10.25,14.5
NZL,10,12.75
NZL,10.2,11.27
NZL,10.25,10.12
NZL,10.5,11.12
NZL,10.62,11.55
NZL,11.63,11.87
NZL,12.38,13.5
NZL,12.87,13.88
NZL,13.12,13.25
NZL,14.25,14.1
NZL,14.5,14.25
NZL,14.5,16
NZL,14.93,15.38
NZL,14.93,15.25
NZL,16.07,17.6
NZL,16.2,15.79
NZL,16.32,15.25
NZL,15.82,17.31
NZL,15.82,20.27
NZL,15.55,26.47
NZL,14.92,22.07
NZL,14.25,24.25
NZL,13.25,23.73
NZL,13.27,24.02
NZL,13.37,26.13
NZL,13.85,27.2
NZL,13.95,26.57
NZL,14.05,22.03
NZL,14.3,19.61
NZL,14.22,22.26
NZL,14.8,23.52
NZL,15.15,22.39
NZL,15.02,21.54
NZL,14.3,17.77
NZL,14.15,15.31
NZL,15.25,16.45
NZL,15.8,16.49
NZL,15.9,16.03
NZL,16.4,16.28
NZL,16.25,18.19
NZL,15.85,22.67
NZL,16.62,23.51
NZL,17,25.23
NZL,17.87,26.06
NZL,18,26.35
NZL,16.63,22.51
NZL,16.63,19.22
NZL,16.63,18.46
NZL,16.63,18.1
NZL,17.1,19.09
NZL,17.42,19.77
NZL,17.13,18.21
NZL,16.43,16.81
NZL,15.35,16.97
NZL,14.5,16.76
NZL,14.05,15.99
NZL,14.45,15.9
NZL,15.5,16.21
NZL,14.5,15.86
NZL,12.75,14.99
NZL,11.27,14.5
NZL,10.12,14.42
NZL,11.12,14.26
NZL,11.55,14.34
NZL,11.87,14.51
NZL,13.5,13.8
NZL,13.88,13.4
NZL,13.25,13.32
NZL,14.1,13.34
NZL,14.25,13.49
NZL,16,13.52
NZL,15.38,13.4
NZL,15.25,12.98
NZL,16.02,13.42
NZL,17.6,13.85
NZL,15.79,13.88
NZL,15.25,14.07
NZL,17.31,13.9
NZL,20.27,13.83
NZL,26.47,13.69
NZL,22.07,13.59
NZL,24.25,13.48
NZL,23.73,13.82
NZL,24.02,13.74
NZL,26.13,14.49
NZL,27.2,14.63
NZL,26.57,14.53
NZL,22.03,13.98
NZL,19.61,13.03
NZL,22.26,12.37
NZL,23.52,11.95
NZL,22.39,11.95
NZL,21.54,11.35
NZL,17.77,10.08
NZL,15.31,9.85
NZL,16.45,9.65
NZL,16.49,9.44
NZL,16.03,8.9
NZL,16.28,8.04
NZL,18.19,8.18
NZL,22.67,7.83
NZL,23.51,7.43
NZL,25.23,7.48
NZL,26.06,7.34
NZL,26.35,7.07
NZL,22.51,6.83
NZL,19.22,6.77
NZL,18.46,6.18
NZL,18.1,6.14
NZL,19.09,6.26
NZL,19.77,6.23
NZL,18.21,6.16
NZL,16.81,6.87
NZL,16.97,7.87
NZL,16.76,7.53
NZL,15.99,7.24
NZL,15.9,7.15
NZL,16.21,6.58
NZL,15.86,6.42
NZL,14.99,5.7
NZL,14.5,5.62
NZL,14.42,5.3
NZL,14.26,5.45
NZL,14.34,5.85
NZL,14.51,5.25
NZL,13.8,4.66
NZL,13.4,4.64
NZL,13.32,5.43
NZL,13.34,6.39
NZL,13.49,5.99
NZL,13.52,6.07
NZL,13.4,7.08
NZL,12.98,7.06
NZL,13.42,7.49
NZL,13.85,8.01
NZL,13.88,8.47
NZL,14.07,9.53
NZL,13.9,9.29
NZL,13.83,9.37
NZL,13.69,9.42
NZL,13.59,9.23
NZL,13.48,9.1
NZL,13.82,9.04
NZL,13.74,8.84
NZL,14.49,9.03
NZL,14.63,9.22
NZL,14.53,8.69
NZL,13.98,8.31
NZL,13.03,8.56
NZL,12.37,8.61
NZL,11.95,8.51
NZL,11.95,8.86
NZL,11.35,9.22
NZL,10.08,9.82
NZL,9.85,10.04
NZL,9.65,10.12
NZL,9.44,9.87
NZL,8.9,9.9
NZL,8.04,9.61
NZL,8.18,8.97
NZL,7.83,8.08
NZL,7.43,7.55
NZL,7.48,7.46
NZL,7.34,7.58
NZL,7.07,7.49
NZL,6.83,7.02
NZL,6.77,6.96
NZL,6.18,7.79
NZL,6.14,8.34
NZL,6.26,8.06
NZL,6.23,7.76
NZL,6.16,7.6
NZL,6.87,8.3
NZL,7.87,8.89
NZL,7.53,8.95
NZL,7.24,9
NZL,7.15,9.26
NZL,6.58,8.88
NZL,6.42,9.15
NZL,5.7,7.75
NZL,5.62,6.79
NZL,5.3,5.79
NZL,5.45,4.85
NZL,5.85,4.5
NZL,5.25,4.38
NZL,4.66,4.47
NZL,4.64,4.3
NZL,5.43,4.59
NZL,6.39,4.64
NZL,5.99,4.67
NZL,6.07,4.74
NZL,7.08,4.72
NZL,7.06,4.77
NZL,7.49,4.94
NZL,8.01,5.1
NZL,8.47,5.35
NZL,9.53,5.67
NZL,9.29,5.68
NZL,9.37,5.93
NZL,9.42,6.26
NZL,9.23,6.49
NZL,9.1,6.77
NZL,9.04,6.88
NZL,8.84,6.83
NZL,9.03,6.74
NZL,9.22,6.66
NZL,8.69,6.65
NZL,8.31,6.64
NZL,8.56,6.71
NZL,8.61,6.53
NZL,8.51,6.48
NZL,8.86,6.25
NZL,9.22,5.97
NZL,9.82,5.79
NZL,10.04,5.82
NZL,10.12,5.79
NZL,9.87,5.83
NZL,9.9,5.57
NZL,9.61,5.15
NZL,8.97,4.87
NZL,8.08,4.86
NZL,7.55,4.86
NZL,7.46,4.93
NZL,7.58,5.31
NZL,7.49,5.68
NZL,7.02,5.83
NZL,6.96,5.96
NZL,7.79,6
NZL,8.34,5.87
NZL,8.06,5.86
NZL,7.76,5.88
NZL,7.6,5.9
NZL,8.3,5.92
NZL,8.89,5.86
NZL,8.95,5.82
NZL,9,5.81
NZL,9.26,5.73
NZL,8.88,5.38
NZL,9.15,5.23
NZL,7.75,5.11
NZL,6.79,5.11
NZL,5.79,5.15
NZL,4.85,5.19
NZL,4.5,5.37
NZL,4.38,5.32
NZL,4.47,5.35
NZL,4.3,5.59
NZL,4.59,5.54
NZL,4.64,5.59
NZL,4.67,5.9
NZL,4.74,6.07
NZL,4.72,6.25
NZL,4.77,6.44
NZL,4.94,6.64
NZL,5.1,6.75
NZL,5.35,6.72
NZL,5.67,6.71
NZL,5.68,6.76
NZL,5.93,6.83
NZL,6.26,6.99
NZL,6.49,7.05
NZL,6.77,7.05
NZL,6.88,7.03
NZL,6.83,7.03
NZL,6.74,7.03
NZL,6.66,7.09
NZL,6.65,7.28
NZL,6.64,7.54
NZL,6.71,7.66
NZL,6.53,7.64
NZL,6.48,7.53
NZL,6.25,7.49
NZL,5.97,7.47
NZL,5.79,7.49
NZL,5.82,7.47
NZL,5.79,7.48
NZL,5.83,7.49
NZL,5.57,7.56
NZL,5.15,7.66
NZL,4.87,7.61
NZL,4.86,7.66
NZL,4.86,7.7
NZL,4.93,7.75
NZL,5.31,7.88
NZL,5.68,7.98
NZL,5.83,8.09
NZL,5.96,8.32
NZL,6,8.44
NZL,5.87,8.72
NZL,5.86,8.81
NZL,5.88,8.68
NZL,5.9,8.73
NZL,5.92,8.9
NZL,5.86,8.75
NZL,5.82,8.82
NZL,5.81,8.91
NZL,5.73,8.87
NZL,5.38,8.71
NZL,5.23,8.68
NZL,5.11,8.46
NZL,5.11,8.2
NZL,5.15,7.95
NZL,5.19,7.43
NZL,5.37,6.25
NZL,5.32,5.23
NZL,5.35,4.38
NZL,5.59,3.4
NZL,5.54,3.24
NZL,5.59,3.12
NZL,5.9,2.82
NZL,6.07,2.78
NZL,6.25,2.79
NZL,6.44,2.76
NZL,6.64,2.77
NZL,6.75,2.79
NZL,6.72,2.8
NZL,6.71,2.78
NZL,6.76,2.78
NZL,6.83,2.73
NZL,6.99,2.67
NZL,7.05,2.69
NZL,7.05,2.89
NZL,7.03,3.07
NZL,7.03,3.23
NZL,7.03,3.25
NZL,7.09,3.18
NZL,7.28,3.18
NZL,7.54,3.17
NZL,7.66,3.17
NZL,7.64,3.19
NZL,7.53,3.13
NZL,7.49,2.69
NZL,7.47,2.65
NZL,7.49,2.66
NZL,7.47,2.65
NZL,7.48,2.71
NZL,7.49,2.9
NZL,7.56,2.88
NZL,7.66,2.76
NZL,7.61,2.69
NZL,7.66,2.69
NZL,7.7,2.74
NZL,7.75,2.75
NZL,7.88,2.74
NZL,7.98,2.74
NZL,8.09,2.59
NZL,8.32,2.61
NZL,8.44,2.67
NZL,8.72,2.64
NZL,8.81,2.64
NZL,8.68,2.65
NZL,8.73,2.64
NZL,8.9,2.65
NZL,8.75,2.66
NZL,8.82,2.66
NZL,8.91,2.64
NZL,8.87,2.65
NZL,8.71,2.64
NZL,8.68,2.64
NZL,8.46,2.64
NZL,8.2,2.64
NZL,7.95,2.65
NZL,7.43,2.67
NZL,6.25,2.66
NZL,5.23,2.73
NZL,4.38,2.88
NZL,3.4,2.93
NZL,3.24,3.05
NZL,3.12,3.24
NZL,2.82,3.38
NZL,2.78,3.52
NZL,2.79,3.67
NZL,2.76,3.69
NZL,2.77,3.71
NZL,2.79,3.68
NZL,2.8,3.67
NZL,2.78,3.67
NZL,2.78,3.67
NZL,2.73,3.63
NZL,2.67,3.63
NZL,2.69,3.63
NZL,2.89,3.53
NZL,3.07,3.33
NZL,3.23,3.13
NZL,3.25,2.95
NZL,3.18,2.85
NZL,3.18,2.86
NZL,3.17,2.89
NZL,3.17,2.79
NZL,3.19,2.73
NZL,3.13,2.62
NZL,2.69,2.43
NZL,2.65,2.34
NZL,2.66,2.38
NZL,2.65,2.37
NZL,2.71,2.37
NZL,2.9,2.24
NZL,2.88,2.23
NZL,2.76,2.15
NZL,2.69,2.07
NZL,2.69,2.03
NZL,2.74,1.98
NZL,2.75,2.02
NZL,2.74,1.98
NZL,2.74,1.97
NZL,2.59,1.98
NZL,2.61,1.95
NZL,2.67,1.96
NZL,2.64,1.95
NZL,2.64,1.95
NZL,2.65,1.94
NZL,2.64,1.93
NZL,2.65,1.88
NZL,2.66,1.88
NZL,2.66,1.91
NZL,2.64,1.93
NZL,2.65,2.01
NZL,2.64,2.02
NZL,2.64,2.01
NZL,2.64,1.94
NZL,2.64,1.91
NZL,2.65,1.9
NZL,2.67,1.89
NZL,2.66,1.98
NZL,2.73,1.98
NZL,2.88,1.91
NZL,2.93,1.9
NZL,3.05,1.88
NZL,3.24,1.81
NZL,3.38,1.72
NZL,3.52,1.6
NZL,3.67,1.55
NZL,3.69,1.25
NZL,3.71,1.15
NZL,3.68,1.05
NZL,3.67,1.18
NZL,3.67,1.23
NZL,3.67,1.27
NZL,3.63,1.18
NZL,3.63,0.71
NZL,3.63,0.39
NZL,3.53,0.26
NZL,3.33,0.28
NZL,3.13,0.3
NZL,2.95,0.29
NZL,2.85,0.3
NZL,2.86,0.27
NZL,2.89,0.27
NZL,2.79,0.26
NZL,2.73,0.28
NZL,2.62,0.28
DNK,10.5,10.1705
DNK,11.2,10.2117
DNK,10.4,10.1769
DNK,10.2,10.204
DNK,10,10.2401
DNK,9.7,10.5422
DNK,10,10.6461
DNK,9.9,11.1935
DNK,9.8,12.7614
DNK,10.2,13.0114
DNK,9.9,12.9896
DNK,9.5,18.1473
DNK,8.9,14.4453
DNK,8.7,17.3233
DNK,8.9,13.3702
DNK,9.5,10.6509
DNK,9,9.1857
DNK,8.6712,8.1474
DNK,8.2783,10.6902
DNK,8.1936,12.0789
DNK,8.1073,10.1565
DNK,8.0878,8.6859
DNK,8.1186,8.0077
DNK,8.0528,7.5177
DNK,8.1129,6.3879
DNK,8.2852,6.3788
DNK,8.3805,6.2234
DNK,8.9161,6.1812
DNK,9.2738,5.9357
