short_rate(t),short_rate(t+5y)
4.82,3.0934
4.8,3.0467
5.13,2.6965
5.14,2.579
5.61,2.6267
5.46,2.6765
5.96,2.695
5.57,2.7267
5.39,3.3757
5.43,3.4677
5.7,3.446
5.85,3.3431
5.99,3.5368
6.06,3.747
5.97,3.9253
5.87,4.362
6.02,4.5017
6.13,4.5829
6.08,4.7771
5.95,4.8528
5.61,5.0413
4.93,5.092
4.54,4.9392
4.2,4.7707
4.28,4.7558
4.01,4.7086
3.82,4.682
3.76,4.6367
3.72,4.4536
3.63,4.4671
3.54,4.3535
3.28,3.9829
3.1,3.5999
3.08,3.3857
3.08,3.3449
3.07,3.3388
3.07,3.3571
3.07,3.3908
3.08,3.4069
3.08,3.4671
3.07,3.464
3.08,3.41
3.13,3.3519
3.31,3.3101
3.57,3.2613
3.65,3.1241
3.6,2.941
3.48,2.8318
3.42,2.6875
3.47,2.53
3.63,2.5333
3.75,2.4005
3.73,2.1519
3.67,2.13
3.61,2.1404
3.54,2.1473
3.54,2.1436
3.61,2.159
3.37,2.1463
3.1321,2.0895
3.0934,2.0705
3.0467,2.0288
2.6965,2.0488
2.579,2.0859
2.6267,2.1127
2.6765,2.116
2.695,2.1143
2.7267,2.1186
3.3757,2.1473
3.4677,2.1703
3.446,2.1732
3.3431,2.1454
3.5368,2.1383
3.747,2.1372
3.9253,2.1372
4.362,2.1256
4.5017,2.111
4.5829,2.1194
4.7771,2.1325
4.8528,2.1391
5.0413,2.1966
5.092,2.3609
4.9392,2.4729
4.7707,2.5117
4.7558,2.6004
4.7086,2.7226
4.682,2.7938
4.6367,2.889
4.4536,2.9857
4.4671,3.1022
4.3535,3.2265
3.9829,3.3354
3.5999,3.502
3.3857,3.5972
3.3449,3.6842
3.3388,3.7519
3.3571,3.8182
3.3908,3.8909
3.4069,3.9753
3.4671,4.0714
3.464,4.1478
3.41,4.2162
3.3519,4.5436
3.3101,4.7417
3.2613,4.6874
3.1241,4.6385
2.941,4.8484
2.8318,4.4815
2.6875,4.3621
2.53,4.5964
2.5333,4.7835
2.4005,4.8574
2.1519,4.9405
2.13,4.961
2.1404,4.9652
2.1473,5.0192
2.1436,5.1131
2.159,4.2383
2.1463,3.2926
2.0895,2.4565
2.0705,1.9431
2.0288,1.6355
2.0488,1.4223
2.0859,1.2817
2.1127,1.2279
2.116,0.975
2.1143,0.8605
2.1186,0.7721
2.1473,0.7375
2.1703,0.7162
2.1732,0.712
2.1454,0.6797
2.1383,0.6617
2.1372,0.645
2.1372,0.6447
2.1256,0.6865
2.111,0.7276
2.1194,0.8488
2.1325,0.8955
2.1391,0.8805
2.1966,0.9977
2.3609,1.042
2.4729,1.0217
2.5117,1.0172
2.6004,1.0867
2.7226,1.1755
2.7938,1.3212
2.889,1.4251
2.9857,1.4886
3.1022,1.5976
3.2265,1.5521
3.3354,1.5365
3.502,1.5759
3.5972,1.4847
3.6842,1.4261
3.7519,1.2222
3.8182,1.0483
3.8909,0.8585
3.9753,0.7443
4.0714,0.6849
4.1478,0.6589
4.2162,0.497
4.5436,0.3324
4.7417,0.2463
4.6874,0.2079
4.6385,0.192
4.8484,0.1855
4.4815,0.2049
4.3621,0.2234
4.5964,0.2061
4.7835,0.2089
4.8574,0.2012
4.9405,0.2103
4.961,0.2214
4.9652,0.2259
5.0192,0.2232
5.1131,0.2258
4.2383,0.2234
3.2926,0.2735
2.4565,0.292
1.9431,0.2881
1.6355,0.3053
1.4223,0.3297
1.2817,0.3246
1.2279,0.2414
0.975,0.205
0.8605,0.1916
0.7721,0.0971
0.7375,0.0826
0.7162,0.0809
0.712,0.0809
0.6797,0.0627
0.6617,0.0482
0.645,0.0272
0.6447,0.0047
0.6865,-0.0104
0.7276,-0.0139
0.8488,-0.0187
0.8955,-0.0277
0.8805,-0.037
0.9977,-0.0536
1.042,-0.0876
1.0217,-0.1263
1.0172,-0.1461
1.0867,-0.1836
1.1755,-0.2285
1.3212,-0.2492
1.4251,-0.2572
1.4886,-0.2679
1.5976,-0.2945
1.5521,-0.2982
1.5365,-0.3016
1.5759,-0.309
1.4847,-0.3127
1.4261,-0.3158
1.2222,-0.3255
1.0483,-0.3286
0.8585,-0.3293
0.7443,-0.3304
0.6849,-0.3295
0.6589,-0.33
0.497,-0.3304
0.3324,-0.3291
0.2463,-0.3294
0.2079,-0.3295
0.192,-0.329
0.1855,-0.3279
0.2049,-0.3285
0.2234,-0.3285
0.2061,-0.3279
0.2089,-0.3285
0.2012,-0.3252
0.2103,-0.322
0.2214,-0.3207
0.2259,-0.319
0.2232,-0.3188
0.2258,-0.3177
0.2234,-0.3164
0.2735,-0.3119
0.292,-0.308
0.2881,-0.3084
0.3053,-0.3092
0.3297,-0.3105
0.3246,-0.3119
0.2414,-0.3289
0.205,-0.3649
0.1916,-0.4077
0.0971,-0.4176
0.0826,-0.4129
0.0809,-0.4013
0.0809,-0.3947
0.0627,-0.3911
0.0482,-0.4088
0.0272,-0.4166
0.0047,-0.254
-0.0104,-0.272
-0.0139,-0.376
-0.0187,-0.4441
-0.0277,-0.4797
-0.037,-0.4914
-0.0536,-0.5091
-0.0876,-0.5209
-0.1263,-0.5381
-0.1461,-0.5472
-0.1836,-0.5417
3.1321,2.0895
3.0934,2.0705
3.0467,2.0288
2.6965,2.0488
2.579,2.0859
2.6267,2.1127
2.6765,2.116
2.695,2.1143
2.7267,2.1186
3.3757,2.1473
3.4677,2.1703
3.446,2.1732
3.3431,2.1454
3.5368,2.1383
3.747,2.1372
3.9253,2.1372
4.362,2.1256
4.5017,2.111
4.5829,2.1194
4.7771,2.1325
4.8528,2.1391
5.0413,2.1966
5.092,2.3609
4.9392,2.4729
4.7707,2.5117
4.7558,2.6004
4.7086,2.7226
4.682,2.7938
4.6367,2.889
4.4536,2.9857
4.4671,3.1022
4.3535,3.2265
3.9829,3.3354
3.5999,3.502
3.3857,3.5972
3.3449,3.6842
3.3388,3.7519
3.3571,3.8182
3.3908,3.8909
3.4069,3.9753
3.4671,4.0714
2.1256,0.6865
2.111,0.7276
2.1194,0.8488
2.1325,0.8955
2.1391,0.8805
2.1966,0.9977
2.3609,1.042
2.4729,1.0217
2.5117,1.0172
2.6004,1.0867
2.7226,1.1755
2.7938,1.3212
2.889,1.4251
2.9857,1.4886
3.1022,1.5976
3.2265,1.5521
3.3354,1.5365
3.502,1.5759
3.5972,1.4847
3.6842,1.4261
3.7519,1.2222
3.8182,1.0483
3.8909,0.8585
3.9753,0.7443
4.0714,0.6849
0.6865,-0.0104
0.7276,-0.0139
0.8488,-0.0187
0.8955,-0.0277
0.8805,-0.037
0.9977,-0.0536
1.042,-0.0876
1.0217,-0.1263
1.0172,-0.1461
1.0867,-0.1836
1.1755,-0.2285
1.3212,-0.2492
1.4251,-0.2572
1.4886,-0.2679
1.5976,-0.2945
1.5521,-0.2982
1.5365,-0.3016
1.5759,-0.309
1.4847,-0.3127
1.4261,-0.3158
1.2222,-0.3255
1.0483,-0.3286
0.8585,-0.3293
0.7443,-0.3304
0.6849,-0.3295
0.6589,-0.33
0.497,-0.3304
0.3324,-0.3291
0.2463,-0.3294
0.2079,-0.3295
0.192,-0.329
0.1855,-0.3279
0.2049,-0.3285
0.2234,-0.3285
0.2061,-0.3279
0.2089,-0.3285
0.2012,-0.3252
0.2103,-0.322
0.2214,-0.3207
0.2259,-0.319
0.2232,-0.3188
0.2258,-0.3177
0.2234,-0.3164
0.2735,-0.3119
0.292,-0.308
0.2881,-0.3084
0.3053,-0.3092
0.3297,-0.3105
0.3246,-0.3119
0.2414,-0.3289
0.205,-0.3649
0.1916,-0.4077
0.0971,-0.4176
0.0826,-0.4129
0.0809,-0.4013
0.0809,-0.3947
0.0627,-0.3911
0.0482,-0.4088
0.0272,-0.4166
0.0047,-0.254
-0.0104,-0.272
-0.0139,-0.376
-0.0187,-0.4441
-0.0277,-0.4797
-0.037,-0.4914
-0.0536,-0.5091
-0.0876,-0.5209
-0.1263,-0.5381
-0.1461,-0.5472
15.495,12.297
14.339,12.185
17.112,12.14
17.91399,12.669
18.728,12.757
18.02499,14.211
15.935,14.204
15.55,13.422
15.325,11.46
15.785,10.367
16.32199,10.472
17.74199,10.509
17.64099,10.683
15.942,10.719
14.825,11.587
14.78,12.274
16.67599,11.631
17.213,12.058
16.66299,12.511
16.433,12.184
16.213,11.529
15.553,11.406
16.09,11.52
16.103,11.791
15.759,12.351
15.188,12.597
14.645,14.598
15.506,17.09
16.047,19.80299
17.726,18.28899
17.446,17.56299
15.855,16.83198
15.148,16.86499
17.10799,15.842
17.96199,14.44
16.98799,13.595
16.77699,12.73
16.98,12.012
16.627,11.055
18.25099,10.902
21.24499,11.107
21.03899,10.443
22.392,10.786
23.41099,10.747
22.34698,11.175
21.83099,12.629
20.69398,12.57
19.00099,13.648
18.41399,14.135
18.45698,14.563
17.13899,15.127
16.20999,14.78
15.41,14.765
14.414,14.896
13.651,15.53
13.749,15.307
13.109,15.064
13.075,14.959
12.93,15.331
12.216,15.979
12.297,15.604
12.185,15.498
12.14,15.434
12.669,14.992
12.757,15.046
14.211,14.996
14.204,15.01
13.422,15.018
11.46,15.157
10.367,14.967
10.472,14.978
10.509,15.119
10.683,15.148
10.719,14.703
11.587,13.787
12.274,13.463
11.631,12.936
12.058,12.494
12.511,12.821
12.184,12.717
11.529,12.394
11.406,12.618
11.52,12.72
11.791,12.92
12.351,12.878
12.597,12.749
14.598,12.574
17.09,12.546
19.80299,12.502
18.28899,12.624
17.56299,12.95
16.83198,13.483
16.86499,14.118
15.842,14.234
14.44,14.29
13.595,15.156
12.73,14.405
12.012,13.829
11.055,14.645
10.902,13.968
11.107,12.847
10.443,11.102
10.786,11.271
10.747,10.553
11.175,9.979
12.629,9.58
12.57,9.215
13.648,8.863
14.135,8.766
14.563,8.622
15.127,8.144
14.78,7.876
14.765,7.678
14.896,7.706
15.53,7.747
15.307,7.812
15.064,7.843
14.959,7.82
15.331,7.864
15.979,8.224
15.604,8.94
15.498,8.602
15.434,9.556
14.992,9.352
15.046,9.38
14.996,9.631
15.01,9.653
15.018,9.598
15.157,9.38
14.967,9.48
14.978,9.48
15.119,9.21
15.148,8.89
14.703,8.71
13.787,8.44
13.463,7.58
12.936,7.47
12.494,7.3
12.821,7.25
12.717,7.33
12.394,7.06
12.618,6.85
12.72,6.7
12.92,6.36
12.878,5.93
12.749,5.89
12.574,5.83
12.546,5.57
12.502,5.27
12.624,5.21
12.95,5.27
13.483,5.34
14.118,5.17
14.234,5.12
14.29,5.05
15.156,4.83
14.405,4.7
13.829,4.6
14.645,4.44
13.968,4.41
12.847,4.34
11.102,4.33
11.271,4.33
10.553,4.35
9.979,4.252
9.58,3.987
9.215,3.804
8.863,3.361
8.766,3.1321
8.622,3.0934
8.144,3.0467
7.876,2.6965
7.678,2.579
7.706,2.6267
7.747,2.6765
7.812,2.695
7.843,2.7267
7.82,3.3757
7.864,3.4677
8.224,3.446
8.94,3.3431
8.602,3.5368
9.556,3.747
9.352,3.9253
9.38,4.362
9.631,4.5017
9.653,4.5829
9.598,4.7771
9.38,4.8528
9.48,5.0413
9.48,5.092
9.21,4.9392
8.89,4.7707
8.71,4.7558
8.44,4.7086
7.58,4.682
7.47,4.6367
7.3,4.4536
7.25,4.4671
7.33,4.3535
7.06,3.9829
6.85,3.5999
6.7,3.3857
6.36,3.3449
5.93,3.3388
5.89,3.3571
5.83,3.3908
5.57,3.4069
5.27,3.4671
5.21,3.464
5.27,3.41
5.34,3.3519
5.17,3.3101
5.12,3.2613
5.05,3.1241
4.83,2.941
4.7,2.8318
4.6,2.6875
4.44,2.53
4.41,2.5333
4.34,2.4005
4.33,2.1519
4.33,2.13
4.35,2.1404
4.252,2.1473
3.987,2.1436
3.804,2.159
3.361,2.1463
3.1321,2.0895
3.0934,2.0705
3.0467,2.0288
2.6965,2.0488
2.579,2.0859
2.6267,2.1127
2.6765,2.116
2.695,2.1143
2.7267,2.1186
3.3757,2.1473
3.4677,2.1703
3.446,2.1732
3.3431,2.1454
3.5368,2.1383
3.747,2.1372
3.9253,2.1372
4.362,2.1256
4.5017,2.111
4.5829,2.1194
4.7771,2.1325
4.8528,2.1391
5.0413,2.1966
5.092,2.3609
4.9392,2.4729
4.7707,2.5117
4.7558,2.6004
4.7086,2.7226
4.682,2.7938
4.6367,2.889
4.4536,2.9857
4.4671,3.1022
4.3535,3.2265
3.9829,3.3354
3.5999,3.502
3.3857,3.5972
3.3449,3.6842
3.3388,3.7519
3.3571,3.8182
3.3908,3.8909
3.4069,3.9753
3.4671,4.0714
3.464,4.1478
3.41,4.2162
3.3519,4.5436
3.3101,4.7417
3.2613,4.6874
3.1241,4.6385
2.941,4.8484
2.8318,4.4815
2.6875,4.3621
2.53,4.5964
2.5333,4.7835
2.4005,4.8574
2.1519,4.9405
2.13,4.961
2.1404,4.9652
2.1473,5.0192
2.1436,5.1131
2.159,4.2383
2.1463,3.2926
2.0895,2.4565
2.0705,1.9431
2.0288,1.6355
2.0488,1.4223
2.0859,1.2817
2.1127,1.2279
2.116,0.975
2.1143,0.8605
2.1186,0.7721
2.1473,0.7375
2.1703,0.7162
2.1732,0.712
2.1454,0.6797
2.1383,0.6617
2.1372,0.645
2.1372,0.6447
2.1256,0.6865
2.111,0.7276
2.1194,0.8488
2.1325,0.8955
2.1391,0.8805
2.1966,0.9977
2.3609,1.042
2.4729,1.0217
2.5117,1.0172
2.6004,1.0867
2.7226,1.1755
2.7938,1.3212
2.889,1.4251
2.9857,1.4886
3.1022,1.5976
3.2265,1.5521
3.3354,1.5365
3.502,1.5759
3.5972,1.4847
3.6842,1.4261
3.7519,1.2222
3.8182,1.0483
3.8909,0.8585
3.9753,0.7443
4.0714,0.6849
4.1478,0.6589
4.2162,0.497
4.5436,0.3324
4.7417,0.2463
4.6874,0.2079
4.6385,0.192
4.8484,0.1855
4.4815,0.2049
4.3621,0.2234
4.5964,0.2061
4.7835,0.2089
4.8574,0.2012
4.9405,0.2103
4.961,0.2214
4.9652,0.2259
5.0192,0.2232
5.1131,0.2258
4.2383,0.2234
3.2926,0.2735
2.4565,0.292
1.9431,0.2881
1.6355,0.3053
1.4223,0.3297
1.2817,0.3246
1.2279,0.2414
0.975,0.205
0.8605,0.1916
0.7721,0.0971
0.7375,0.0826
0.7162,0.0809
0.712,0.0809
0.6797,0.0627
0.6617,0.0482
0.645,0.0272
0.6447,0.0047
0.6865,-0.0104
0.7276,-0.0139
0.8488,-0.0187
0.8955,-0.0277
0.8805,-0.037
0.9977,-0.0536
1.042,-0.0876
1.0217,-0.1263
1.0172,-0.1461
1.0867,-0.1836
1.1755,-0.2285
1.3212,-0.2492
1.4251,-0.2572
1.4886,-0.2679
1.5976,-0.2945
1.5521,-0.2982
1.5365,-0.3016
1.5759,-0.309
1.4847,-0.3127
1.4261,-0.3158
1.2222,-0.3255
1.0483,-0.3286
0.8585,-0.3293
0.7443,-0.3304
0.6849,-0.3295
0.6589,-0.33
0.497,-0.3304
0.3324,-0.3291
0.2463,-0.3294
0.2079,-0.3295
0.192,-0.329
0.1855,-0.3279
0.2049,-0.3285
0.2234,-0.3285
0.2061,-0.3279
0.2089,-0.3285
0.2012,-0.3252
0.2103,-0.322
0.2214,-0.3207
0.2259,-0.319
0.2232,-0.3188
0.2258,-0.3177
0.2234,-0.3164
0.2735,-0.3119
0.292,-0.308
0.2881,-0.3084
0.3053,-0.3092
0.3297,-0.3105
0.3246,-0.3119
0.2414,-0.3289
0.205,-0.3649
0.1916,-0.4077
0.0971,-0.4176
0.0826,-0.4129
0.0809,-0.4013
0.0809,-0.3947
0.0627,-0.3911
0.0482,-0.4088
0.0272,-0.4166
0.0047,-0.254
-0.0104,-0.272
-0.0139,-0.376
-0.0187,-0.4441
-0.0277,-0.4797
-0.037,-0.4914
-0.0536,-0.5091
-0.0876,-0.5209
-0.1263,-0.5381
-0.1461,-0.5472
-0.1836,-0.5417
12.6,11.95
12.3,11.55
12.6,11.96
12.6,12.31
12.7,11.76
12.5,11.46
12.6,11.12
12.5,11.07
12.5,10.82
12.5,11.35
12.4,11.46
12.5,11.66
13.07,11.51
13.39,10.97
13.24,10.71
13.61,10.41
15.01,10.11
14.26,10.23
14.54,10.41
14.47,10.3
14.36,10.54
14.73,10.46
15.15,10.32
16.87,10.8
16.5,10.62
15.13,10.53
14.67,10.36
14.58,10.35
14.58,10.41
14.44,10.37
14.26,10.52
14.2,11.15
13.94,15.13
14.04,12.5
14.92,14.63
15.29,15.42
14.61,10.59
14.25,9.32
14.24,8.79
14.06,8.35
13.51,7.32
13.03,6.83
13.28,6.48
13.35,5.96
13.52,6.34
13.08,6.18
13.21,5.45
11.98,5.57
11.49,5.36
11.29,5.09
11.36,5.25
11.32,5.46
10.99,5.15
11.02,5.43
11.12,5.53
11.21,5.86
10.99,6.68
11.41,6.89
11.9,7.27
12.45,6.24
11.95,5.76
11.55,5.46
11.96,5.39
12.31,5.36
11.76,5.67
11.46,5.79
11.12,5.62
11.07,5.34
10.82,5.36
11.35,5.34
11.46,5.22
11.66,5.43
11.51,5.48
10.97,5.26
10.71,4.92
10.41,4.7
10.11,4.76
10.23,4.93
10.41,4.99
10.3,5.02
10.54,5.09
10.46,5.04
10.32,4.39
10.8,4.14
10.62,3.52
10.53,3.52
10.36,3.51
10.35,3.5
10.41,3.46
10.37,3.51
10.52,4
11.15,4.04
15.13,3.94
12.5,3.97
14.63,3.95
15.42,3.87
10.59,3.82
9.32,3.84
8.79,4.08
8.35,4.15
7.32,4.47
6.83,4.82
6.48,5.35
5.96,6.74
6.34,8.03
6.18,7.92
5.45,7.96
5.57,8.24
5.36,7.72
5.09,7.27
5.25,6.88
5.46,6.55
5.15,6.66
5.43,6.48
5.53,6.35
5.86,6.09
6.68,5.97
6.89,6.37
7.27,6.15
6.24,5.97
5.76,5.88
5.46,5.89
5.39,6
5.36,6.23
5.67,6.5
5.79,6.72
5.62,6.91
5.34,7.12
5.36,7.33
5.34,7.52
5.22,7.43
5.43,7.42
5.48,7.41
5.26,7.32
4.92,7.39
4.7,7.48
4.76,7.45
4.93,7.42
4.99,7.37
5.02,7.31
5.09,7.14
5.04,6.94
4.39,6.9
4.14,6.59
3.52,6.32
3.52,6.57
3.51,6.72
3.5,6.77
3.46,6.9
3.51,7.12
4,7.25
4.04,7.26
3.94,7.15
3.97,7.12
3.95,7.09
3.87,6.62
3.82,5.99
3.84,5.69
4.08,5.49
4.15,5.26
4.47,4.92
4.82,4.04
5.35,3.45
6.74,3.14
8.03,2.81
7.92,2.86
7.96,2.89
8.24,2.64
7.72,2.26
7.27,2.01
6.88,1.84
6.55,1.97
6.66,1.99
6.48,2.03
6.35,2.02
6.09,2.02
5.97,1.96
6.37,2
6.15,1.99
5.97,1.99
5.88,1.96
5.89,1.92
6,2.02
6.23,2.05
6.5,2.08
6.72,2.15
6.91,2.22
7.12,2.25
7.33,2.35
7.52,2.45
7.43,2.54
7.42,2.55
7.41,2.52
7.32,2.57
7.39,2.72
7.48,2.82
7.45,2.94
7.42,3.03
7.37,3.09
7.31,3.23
7.14,3.37
6.94,3.48
6.9,3.62
6.59,3.8
6.32,3.98
6.57,4.2
6.72,4.43
6.77,4.54
6.9,4.6
7.12,4.75
7.25,4.89
7.26,5.18
7.15,5.51
7.12,5.67
7.09,5.78
6.62,5.96
5.99,5.79
5.69,5.91
5.49,6.18
5.26,6.3
4.92,6.48
4.04,6.41
3.45,6.46
3.14,6.53
2.81,6.82
2.86,6.92
2.89,6.18
2.64,4.64
2.26,3.7
2.01,3.48
1.84,3.17
1.97,2.87
1.99,2.4
2.03,2.1
2.02,1.87
2.02,1.88
1.96,1.93
2,2.03
1.99,2.05
1.99,2.08
1.96,2.25
1.92,2.27
2.02,2.3
2.05,2.39
2.08,2.5
2.15,2.67
2.22,2.69
2.25,2.65
2.35,2.64
2.45,2.56
2.54,2.51
2.55,2.59
2.52,2.59
2.57,2.61
2.72,2.62
2.82,2.69
2.94,2.72
3.03,2.85
3.09,2.94
3.23,3.1
3.37,3.08
3.48,3.08
3.62,3.16
3.8,3.02
3.98,2.7
4.2,2.67
4.43,2.43
4.54,2.32
4.6,2.32
4.75,2.34
4.89,2.24
5.18,2.13
5.51,1.96
5.67,1.92
5.78,1.92
5.96,1.87
5.79,1.86
5.91,1.9005
6.18,1.848947
6.3,1.821429
6.48,1.763684
6.41,1.7335
6.46,1.688261
6.53,1.723182
6.82,1.713809
6.92,1.685217
6.18,1.663333
4.64,1.658947
3.7,1.649091
3.48,1.699
3.17,1.707619
2.87,1.752105
2.4,1.819
2.1,1.804
1.87,1.715217
1.88,1.722381
1.93,1.700909
2.03,1.625652
2.05,1.659
2.08,1.5345
2.25,1.388095
2.27,1.38
2.3,1.38
2.39,1.47
2.5,1.49
2.67,1.35
2.69,1.27
2.65,1.2
2.64,1.16
2.56,1.11
2.51,1.15
2.59,1.14
2.59,1.16
2.61,1.09
2.62,1.02
2.69,0.98
2.72,0.98
2.85,1.02
2.94,1.01
3.1,1.08
3.08,1.09
3.08,1.11
3.16,1.1
3.02,1.16
2.7,1.08
2.67,1.02
2.43,0.96
2.32,0.98
2.32,0.9
2.34,0.87
2.24,0.84
2.13,0.8
1.96,0.8
1.92,0.82
1.92,0.78
1.87,0.83
1.86,0.84
1.9005,0.93
1.848947,1.07
1.821429,1.14
1.763684,1.07
1.7335,1.01
1.688261,1.04
1.723182,1.04
1.713809,1.09
1.685217,1.09
1.663333,1.2
1.658947,1.28
1.649091,1.26
1.699,1.27
1.707619,1.34
1.752105,1.4
1.819,1.46
1.804,1.51
1.715217,1.57
1.722381,1.61
1.700909,1.7
1.625652,1.81
1.659,1.85
1.5345,1.85
1.388095,1.83
1.38,1.75
1.38,1.39
1.47,0.76
1.49,0.3
1.35,0.34
1.27,0.32
1.2,0.25
1.16,0.27
1.11,0.33
1.15,0.36
1.14,0.49
1.16,0.48
1.09,0.45
0.1,0.65
0.08,0.67
0.09,0.73
0.09,0.77
0.07,0.84
0.08,0.85
0.08,0.85
0.08,0.87
0.1,0.86
0.1,0.85
0.09,0.85
0.08,0.84
0.08,0.84
0.08,0.84
0.09,0.86
0.09,0.85
0.09,0.85
0.09,0.87
0.09,0.89
0.08,0.88
0.1,0.74
0.09,0.72
0.09,0.71
0.08,0.65
0.08,0.6
0.08,0.57
0.09,0.56
0.09,0.55
0.09,0.54
0.09,0.54
0.09,0.53
0.09,0.51
0.1,0.46
0.1,0.45
0.1,0.44
0.08,0.43
0.08,0.4
0.08,0.39
0.09,0.38
0.09,0.37
0.09,0.36
0.09,0.36
0.09,0.34
0.09,0.34
0.1,0.34
0.1036,0.34
0.11,0.34
0.1255,0.33615
0.14,0.33286
0.27,0.33214
0.35,0.33214
0.44,0.33214
0.432,0.32857
0.436,0.32929
0.447,0.32929
0.502,0.32929
0.54,0.32929
0.54,0.33077
0.66,0.33167
0.66,0.33167
0.65,0.33167
0.67,0.33167
0.73,0.33455
0.77,0.32727
0.84,0.32727
0.85,0.32727
0.85,0.32636
0.87,0.31818
0.86,0.30818
0.85,0.29182
0.85,0.26909
0.84,0.25
0.84,0.22818
0.84,0.22818
0.86,0.22818
0.85,0.228
0.85,0.228
0.87,0.228
0.89,0.221
0.88,0.22
0.74,0.22
0.72,0.22
0.71,0.212
0.65,0.212
0.6,0.212
0.57,0.21
0.56,0.21
0.55,0.21
0.54,0.21
0.54,0.21
0.53,0.192
0.51,0.182
0.46,0.179
0.45,0.173
0.44,0.171
0.43,0.17
0.4,0.17
0.39,0.169
0.38,0.169
0.37,0.169
0.36,0.169
0.36,0.169
0.34,0.169
0.34,0.169
0.34,0.169
0.34,0.169
0.34,0.098
0.33615,0.098
0.33286,0.06
0.33214,0.06
0.33214,0.059
0.33214,0.058
0.32857,0.058
0.32929,0.056
0.32929,0.056
0.32929,0.056
0.32929,0.056
0.33077,0.056
0.33167,0.056
0.33167,0.056
0.33167,0.056
0.33167,0.056
0.33455,0.056
0.32727,0.075
0.32727,0.056
0.32727,0.056
0.32636,0.063
0.31818,0.063
0.30818,0.063
0.29182,0.068
0.26909,0.068
0.25,0.097
0.22818,0.097
0.22818,0.078
0.22818,0.078
0.228,0.091
0.228,0.091
0.228,0.05
0.221,0.05
0.22,0.05
0.22,0.05
0.22,0.03
0.212,0.03
0.212,0.05
0.212,0.05
0.21,0.049
0.21,0.049
0.21,0.049
0.21,0.009
0.21,0.009
0.192,0.009
0.182,0.018
0.179,0.021
0.173,0.021
0.171,0.021
0.17,0.006
0.17,-0.039
0.169,-0.042
0.169,-0.042
0.169,-0.065
0.169,-0.065
0.169,-0.055
0.169,-0.055
0.169,-0.055
0.169,-0.055
0.169,-0.055
11.548,3.464
11.59696,3.41
11.4065,3.3519
11.06091,3.3101
13.03955,3.2613
23.8245,3.1241
15.30476,2.941
19.012,2.8318
16.886,2.6875
14.52,2.53
12.917,2.5333
13.1585,2.4005
13.37048,2.1519
12.98435,2.13
13.65095,2.1404
13.89636,2.1473
12.71286,2.1436
12.00381,2.159
11.87364,2.1463
11.69,2.0895
10.66421,2.0705
10.05045,2.0288
10.0845,2.0488
9.945,2.0859
10.07318,2.1127
10.05818,2.116
10.10455,2.1143
10.00955,2.1186
10.298,2.1473
10.96409,2.1703
9.816363,2.1732
9.128,2.1454
8.717619,2.1383
8.897727,2.1372
8.685264,2.1372
8.499091,2.1256
8.412857,2.111
8.16381,2.1194
8.060909,2.1325
7.565238,2.1391
7.025,2.1966
6.246364,2.3609
5.213895,2.4729
4.7707,2.5117
4.7558,2.6004
4.7086,2.7226
4.682,2.7938
4.6367,2.889
4.4536,2.9857
4.4671,3.1022
4.3535,3.2265
3.9829,3.3354
3.5999,3.502
3.3857,3.5972
3.3449,3.6842
3.3388,3.7519
3.3571,3.8182
3.3908,3.8909
3.4069,3.9753
3.4671,4.0714
3.464,4.1478
3.41,4.2162
3.3519,4.5436
3.3101,4.7417
3.2613,4.6874
3.1241,4.6385
2.941,4.8484
2.8318,4.4815
2.6875,4.3621
2.53,4.5964
2.5333,4.7835
2.4005,4.8574
2.1519,4.9405
2.13,4.961
2.1404,4.9652
2.1473,5.0192
2.1436,5.1131
2.159,4.2383
2.1463,3.2926
2.0895,2.4565
2.0705,1.9431
2.0288,1.6355
2.0488,1.4223
2.0859,1.2817
2.1127,1.2279
2.116,0.975
2.1143,0.8605
2.1186,0.7721
2.1473,0.7375
2.1703,0.7162
2.1732,0.712
2.1454,0.6797
2.1383,0.6617
2.1372,0.645
2.1372,0.6447
2.1256,0.6865
2.111,0.7276
2.1194,0.8488
2.1325,0.8955
2.1391,0.8805
2.1966,0.9977
2.3609,1.042
2.4729,1.0217
2.5117,1.0172
2.6004,1.0867
2.7226,1.1755
2.7938,1.3212
2.889,1.4251
2.9857,1.4886
3.1022,1.5976
3.2265,1.5521
3.3354,1.5365
3.502,1.5759
3.5972,1.4847
3.6842,1.4261
3.7519,1.2222
3.8182,1.0483
3.8909,0.8585
3.9753,0.7443
4.0714,0.6849
4.1478,0.6589
4.2162,0.497
4.5436,0.3324
4.7417,0.2463
4.6874,0.2079
4.6385,0.192
4.8484,0.1855
4.4815,0.2049
4.3621,0.2234
4.5964,0.2061
4.7835,0.2089
4.8574,0.2012
4.9405,0.2103
4.961,0.2214
4.9652,0.2259
5.0192,0.2232
5.1131,0.2258
4.2383,0.2234
3.2926,0.2735
2.4565,0.292
1.9431,0.2881
1.6355,0.3053
1.4223,0.3297
1.2817,0.3246
1.2279,0.2414
0.975,0.205
0.8605,0.1916
0.7721,0.0971
0.7375,0.0826
0.7162,0.0809
0.712,0.0809
0.6797,0.0627
0.6617,0.0482
0.645,0.0272
0.6447,0.0047
0.6865,-0.0104
0.7276,-0.0139
0.8955,-0.0277
0.8805,-0.037
0.9977,-0.0536
