short_rate(t),short_rate(t+5y)
4.9815,2.052105
5.2305,2.319
5.282941,2.684545
5.431176,3.102308
5.619524,3.090476
5.714118,3.240556
5.7,3.21619
5.802273,3.063636
5.795,2.815625
5.496667,2.686111
5.322632,2.702273
5.172857,2.618571
4.71087,2.474
4.599,2.428421
4.394444,2.518824
4.1,2.541053
3.812381,2.493182
3.83,2.332941
3.833182,2.086364
4.388421,2.074091
4.33,2.168333
4.233333,2.138
4.315556,1.897222
4.517273,1.870909
4.360435,1.715455
4.111765,1.71375
3.362273,1.661111
3.009524,1.705789
3.48375,1.478824
3.659474,1.236667
3.783182,1.209091
4.058235,1.198036
4.2265,1.160362
3.597333,0.969928
2.986111,0.896269
2.105217,0.89519
1.29619,0.950073
0.618125,0.895856
0.487727,0.679125
0.39,0.708749
0.372941,0.650871
0.311818,0.658703
0.412778,0.663872
0.537273,0.429697
0.701053,0.246365
0.722778,0.223835
0.749545,0.216616
1.072609,0.234654
1.238333,0.234601
1.268421,0.21067
1.395238,0.111232
1.496875,0.097762
1.4925,0.08702
1.637273,0.114789
1.615882,0.101912
1.788261,0.097983
1.8275,0.080002
1.905556,0.092436
1.952273,0.13234
2.088182,0.115552
2.052105,0.089136
2.319,0.071796
2.684545,0.095433
3.102308,0.11043
3.090476,0.102796
3.240556,0.08867
3.21619,0.111531
3.063636,0.120824
2.815625,0.11507
2.686111,0.114457
2.702273,0.136484
2.618571,0.120556
2.474,0.131057
2.428421,0.121881
2.518824,0.114542
2.541053,0.104261
2.493182,0.115237
2.332941,0.10702
2.086364,0.118849
2.074091,0.127811
2.168333,0.103609
2.138,0.083093
1.897222,0.128525
1.870909,0.127631
1.715455,0.1149
1.71375,0.110462
1.661111,0.126116
1.705789,0.127337
1.478824,0.127228
1.236667,0.106736
1.209091,0.115311
1.198036,0.122832
1.160362,0.121483
0.969928,0.148397
0.896269,0.165522
0.89519,0.276613
0.950073,0.250226
0.895856,0.258659
0.679125,0.251653
0.708749,0.266517
0.650871,0.301441
0.658703,0.282128
0.663872,0.268126
0.429697,0.233458
0.246365,0.17
0.223835,0.2
0.216616,0.14
0.234654,0.18
0.234601,0.19
0.21067,0.18
0.111232,0.19
0.097762,0.09
0.08702,0.06
0.114789,0.05
0.101912,0.04
0.097983,0.05
0.080002,0.06
0.092436,0.03
0.13234,0.03
0.115552,0.05
0.089136,-0.08
0.071796,-0.03
12.863,14.01087
12.71875,13.29532
11.77679,12.4628
10.5767,12.01492
10.26705,11.56522
9.82292,11.29844
10.03805,11.12976
9.89435,10.93324
10.18892,10.33408
11.1644,10.45823
11.24609,10.52977
11.40421,10.84837
11.10085,10.71773
10.89219,10.42031
10.0142,10.67045
9.83097,10.65483
8.86792,10.109
8.93608,10.05078
9.24796,10.20245
10.0997,10.4122
10.19602,10.03729
10.0277,8.39347
8.99851,7.26711
7.97283,7.23132
8.88691,6.98363
9.28795,6.23086
8.91304,6.03193
8.37426,6.02379
8.06676,6.04427
8.97514,5.9517
10.57366,6.00355
11.44429,5.91406
12.19034,5.95987
12.0439,5.81362
12.31818,5.6076
13.15767,5.38281
13.16122,5.44345
13.06406,5.26328
13.0625,5.22758
13.18359,5.28981
13.22215,5.22727
14.18253,5.18786
13.96317,5.26637
13.89572,5.57745
14.07217,5.76811
15.06818,5.9747
15.15412,6.12536
15.15179,6.42685
15.19837,6.63778
15.14922,6.80391
15.31676,6.72554
15.25744,6.73633
15.19429,6.77616
15.01302,6.71484
14.9858,6.87686
15.01664,6.87568
14.95117,6.79539
14.06216,6.81783
13.68111,6.72088
13.8817,6.54985
14.01087,6.44718
13.29532,6.24554
12.4628,6.13988
12.01492,6.08452
11.56522,6.11651
11.29844,5.93477
11.12976,5.82167
10.93324,5.83647
10.33408,5.86365
10.45823,6.01953
10.52977,6.38579
10.84837,6.43164
10.71773,6.41491
10.42031,6.28848
10.67045,6.30413
10.65483,6.45437
10.109,6.53214
10.05078,6.66462
10.20245,7.04144
10.4122,7.24349
10.03729,7.29687
8.39347,7.35615
7.26711,7.62617
7.23132,7.7179
6.98363,7.5854
6.23086,7.54395
6.03193,7.56676
6.02379,7.53533
6.04427,7.4881
5.9517,7.71396
6.00355,7.80622
5.91406,7.72824
5.95987,7.46768
5.81362,7.22061
5.6076,6.97448
5.38281,6.46034
5.44345,5.92171
5.26328,5.53197
5.22758,5.42287
5.28981,5.31773
5.22727,5.34875
5.18786,5.22114
5.26637,5.16688
5.57745,5.25409
5.76811,5.4107
5.9747,6.02564
6.12536,5.8725
6.42685,6.05531
6.63778,6.13632
6.80391,6.23781
6.72554,6.22838
6.73633,6.29647
6.77616,6.30356
6.71484,6.22682
6.87686,6.19247
6.87568,6.21754
6.79539,6.20569
6.81783,6.16274
6.72088,6.08629
6.54985,5.95539
6.44718,5.84578
6.24554,5.75655
6.13988,5.55126
6.08452,5.40449
6.11651,5.24858
5.93477,5.25854
5.82167,5.25436
5.83647,4.99658
5.86365,4.72946
6.01953,4.42821
6.38579,3.99675
6.43164,4.0506
6.41491,4.04677
6.28848,4.05268
6.30413,4.13055
6.45437,4.17319
6.53214,4.1537
6.66462,4.17758
7.04144,4.06054
7.24349,3.98654
7.29687,3.98872
7.35615,3.96401
7.62617,3.97142
7.7179,4.01777
7.5854,3.98263
7.54395,3.75425
7.56676,3.65503
7.53533,3.64598
7.4881,3.63252
7.71396,3.63966
7.80622,3.49022
7.72824,3.52249
7.46768,3.6967
7.22061,3.80338
6.97448,3.98043
6.46034,4.01864
5.92171,4.05531
5.53197,4.16654
5.42287,4.29673
5.31773,4.39472
5.34875,4.52872
5.22114,4.78974
5.16688,4.85702
5.25409,4.96284
5.4107,4.9469
6.02564,4.90071
5.8725,4.88359
6.05531,4.87103
6.13632,4.87316
6.23781,4.89069
6.22838,4.98736
6.29647,4.94336
6.30356,4.89375
6.22682,4.84144
6.19247,4.65794
6.21754,4.59465
6.20569,4.59686
6.16274,4.58701
6.08629,4.61847
5.95539,4.63732
5.84578,4.60368
5.75655,4.58199
5.55126,4.58741
5.40449,4.6296
5.24858,4.7015
5.25854,4.73498
5.25436,4.73322
4.99658,4.94425
4.72946,5.02501
4.42821,5.13176
3.99675,5.22544
4.0506,5.29167
4.04677,5.48623
4.05268,5.5657
4.13055,5.54946
4.17319,5.64899
4.1537,5.76742
4.17758,5.88018
4.06054,6.02396
3.98654,6.41946
3.98872,6.64694
3.96401,6.27014
3.97142,6.40858
4.01777,6.35943
3.98263,5.65965
3.75425,5.64202
3.65503,5.89929
3.64598,5.91881
3.63252,5.82639
3.63966,5.92944
3.49022,5.8322
3.52249,5.76619
3.6967,5.9106
3.80338,6.13304
3.98043,4.44684
4.01864,3.17247
4.05531,2.34276
4.16654,2.09038
4.29673,1.83139
4.39472,1.53413
4.52872,1.35795
4.78974,1.24117
4.85702,1.00113
4.96284,0.77369
4.9469,0.6056
4.90071,0.57087
4.88359,0.60936
4.87103,0.60541
4.87316,0.61265
4.89069,0.6331
4.98736,0.64549
4.94336,0.65592
4.89375,0.69713
4.84144,0.72839
4.65794,0.73603
4.59465,0.73296
4.59686,0.72859
4.58701,0.7384
4.61847,0.73901
4.63732,0.74962
4.60368,0.76866
4.58199,0.79962
4.58741,0.80913
4.6296,0.82096
4.7015,0.82344
4.73498,0.82512
4.73322,0.8289
4.94425,0.85782
5.02501,0.9181
5.13176,0.96991
5.22544,1.01182
5.29167,1.06148
5.48623,1.08709
5.5657,1.07249
5.54946,1.03757
5.64899,1.01792
5.76742,1.005
5.88018,0.94978
6.02396,0.81735
6.41946,0.70481
6.64694,0.64803
6.27014,0.54397
6.40858,0.52452
6.35943,0.51848
5.65965,0.51228
5.64202,0.50988
5.89929,0.50688
5.91881,0.50557
5.82639,0.50563
5.92944,0.50794
5.8322,0.50944
5.76619,0.51262
5.9106,0.51688
6.13304,0.51663
4.44684,0.52344
3.17247,0.52474
2.34276,0.52093
2.09038,0.52153
1.83139,0.52157
1.53413,0.52665
1.35795,0.52744
1.24117,0.54394
1.00113,0.55641
0.77369,0.56119
0.6056,0.56291
0.57087,0.55836
0.60936,0.55628
0.60541,0.55818
0.61265,0.5626
0.6331,0.56363
0.64549,0.56436
0.65592,0.5695
0.69713,0.56798
0.72839,0.57188
0.73603,0.58084
0.73296,0.5867
0.72859,0.58576
0.7384,0.58006
0.73901,0.57371
0.74962,0.58277
0.76866,0.58976
0.79962,0.59073
0.80913,0.58825
0.82096,0.5889
0.82344,0.58929
0.82512,0.57468
0.8289,0.5136
0.85782,0.40613
0.9181,0.37907
0.96991,0.3975
1.01182,0.39773
1.06148,0.37226
1.08709,0.3621
1.07249,0.35674
1.03757,0.34567
1.01792,0.33513
1.005,0.31081
0.94978,0.29442
0.81735,0.2931
0.70481,0.28119
0.64803,0.30911
0.54397,0.38187
0.52452,0.51857
0.51848,0.51871
0.51228,0.5225
0.50988,0.54683
0.50688,0.62842
0.50557,0.75629
0.50563,0.64355
0.50794,0.63868
0.50944,0.74619
0.51262,0.80519
0.51688,0.80093
0.51663,0.80618
0.52344,0.87483
0.52474,0.90444
0.52093,0.91822
0.52153,0.87598
0.52157,0.84
0.52665,0.82
0.52744,0.8
0.54394,0.78
0.55641,0.77
0.56119,0.76
0.56291,0.77
0.55836,0.78
0.55628,0.79
0.55818,0.79
0.5626,0.74
0.56363,0.75
0.56436,0.53
0.5695,0.65
0.56798,0.33
0.57188,0.19
0.58084,0.1
0.5867,0.07
0.58576,0.06
0.58006,0.05
0.57371,0.04
0.58277,0.03
0.58976,0.03
3.25,3
3.75,3
3.75,3
3.75,3
3.5,3
3.5,3
3.25,3
2.75,3
2.5,3.4
2.25,3.4
2.25,3.45
2.25,3.75
2.25,3.9
2,4.1
1.85,4.2
1.85,4.25
1.85,4.25
1.85,4.3
1.85,4.3
1.85,4.3
1.85,4.5
1.85,4.5
1.85,4.5
1.85,4.5
2.2,4.75
3.25,4.75
3.5,4.7
3.5,4.65
3.5,4.5
3.5,4.5
3.5,4.5
3.5,4.6
3.5,4.8
4.5,4.6
4.5,4.6
4.5,4.6
4.5,4.6
4.5,4.75
4.5,4.75
4.5,4.75
4.5,4.75
4.5,4.9
4.5,5.1
4.5,5.3
4.5,5.3
4.25,5.4
4.25,5.5
4.25,5.7
4.25,5.75
4,5.85
3.6,5.75
3.4,5.7
3.3,5.5
3,5.3
3,5.2
3,5.45
3,5.5
2.9,5.25
2.9,5
3,4.5
3,4.45
3,4.4
3,4.35
3,4.1
3,3.95
3,3.75
3,3.75
3,3.75
3.4,3.75
3.4,3.75
3.45,3.8
3.75,4.1
3.9,4.5
4.1,5
4.2,5.4
4.25,5.7
4.25,6
4.3,6.1
4.3,6.25
4.3,6.55
4.5,7.5
4.5,7.75
4.5,8.5
4.5,8.5
4.75,8.5
4.75,8.5
4.7,8.5
4.65,8.25
4.5,8.1
4.5,8.05
4.5,8
4.6,8
4.8,8
4.6,7.8
4.6,7.65
4.6,7.3
4.6,7.1
4.75,6.95
4.75,6.8
4.75,5.8
4.75,4.85
4.9,4.8
5.1,4.8
5.3,4.8
5.3,4.9
5.4,4.7
5.5,4.6
5.7,4.6
5.75,4.6
5.85,4.8
5.75,4.8
5.7,4
5.5,3.45
5.3,3.5
5.2,3.5
5.45,3.5
5.5,3.5
5.25,3.65
5,3.65
4.5,3.85
4.45,4.05
4.4,4.5
4.35,5.2
4.1,5.2
3.95,5.2
3.75,5.2
3.75,5.25
3.75,5.7
3.75,6.55
3.75,6.85
3.8,7.35
4.1,7.65
4.5,7.65
5,7.65
5.4,7.65
5.7,8.5
6,9
6.1,9.4
6.25,10
6.55,11.25
7.5,11.75
7.75,11.75
8.5,11.75
8.5,11.25
8.5,10.75
8.5,10.5
8.5,9.5
8.25,8.5
8.1,7.3
8.05,7.15
8,6.6
8,6
8,6.25
7.8,6.05
7.65,6.05
7.3,6.05
7.1,6.05
6.95,6.05
6.8,6.05
5.8,6.4
4.85,9
4.8,9.25
4.8,9.5
4.8,9
4.9,10
4.7,11.5
4.6,13
4.6,13.5
4.6,11.5
4.8,10
4.8,8.25
4,7.5
3.45,7.25
3.5,7.25
3.5,7
3.5,6.75
3.5,6.65
3.65,6.25
3.65,6.25
3.85,6.25
4.05,6
4.5,9.25
5.2,7.75
5.2,6.75
5.2,5.75
5.2,5.6
5.25,5.6
5.7,5.75
6.55,6.35
6.85,7
7.35,7.5
7.65,9.5
7.65,8.75
7.65,9.25
7.65,8.75
8.5,8.15
9,7.9
9.4,7.9
10,8.5
11.25,11.25
11.75,12
11.75,12
11.75,13
11.25,14
10.75,14.3
10.5,14.4
9.5,14.4
8.5,15
7.3,17.5
7.15,17
6.6,15.5
6,13.75
6.25,13
6.05,12.35
6.05,12.25
6.05,12.1
6.05,12.75
6.05,12.75
6.05,12.1
6.4,13.25
9,15
9.25,17
9.5,16.75
9,14.75
10,16.25
11.5,15.75
13,15.75
13.5,15.65
11.5,15
10,16
8.25,15.15
7.5,14.25
7.25,14.25
7.25,15
7,15
6.75,15.75
6.65,14.5
6.25,13.75
6.25,12.75
6.25,12.75
6,12.25
9.25,12.25
7.75,12.25
6.75,12.25
5.75,12
5.6,10.45
5.6,10
5.75,9.25
6.35,9.25
7,9.25
7.5,9.25
9.5,9.5
8.75,10.5
9.25,10.85
8.75,10.85
8.15,12
7.9,12.25
7.9,11.75
8.5,11.75
11.25,11.75
12,11.75
12,11.45
13,11
14,11
14.3,10.75
14.4,10.75
14.4,10.7
15,10.7
17.5,10.45
17,9.75
15.5,9
13.75,8.9
13,8.9
12.35,9.5
12.25,9.15
12.1,8.8
12.75,8.6
12.75,9.75
12.1,9.75
13.25,9.75
15,9.75
17,8.25
16.75,8
14.75,7.35
16.25,7.35
15.75,7.35
15.75,7.35
15.65,7.35
15,7.35
16,7.4
15.15,7.75
14.25,7.75
14.25,7.4
15,7.25
15,7.05
15.75,6.75
14.5,6.65
13.75,6.65
12.75,6.65
12.75,7.15
12.25,6.85
12.25,6.75
12.25,6.35
12.25,6.15
12,6.1
10.45,6.1
10,6.1
9.25,6.1
9.25,7.1
9.25,7.5
9.25,7.35
9.5,7.25
10.5,7.15
10.85,7.5
10.85,7.7
12,8.4
12.25,8.2
11.75,8.3
11.75,8.65
11.75,8.5
11.75,8.5
11.45,8.45
11,9.2
11,9.65
10.75,9.8
10.75,10.25
10.7,10.4
10.7,10.4
10.45,10.3
9.75,10.05
9,9.85
8.9,9.4
8.9,9.2
9.5,9.15
9.15,8.95
8.8,8.85
8.6,9
9.75,10.05
9.75,9.86
9.75,9.65
9.75,9.37
8.25,9.3
8,9.09
7.35,9.15
7.35,9.2
7.35,9.33
7.35,9.2
7.35,9.29
7.35,9.47
7.4,9.68
7.75,9.48
7.75,9.58
7.4,9.63
7.25,9.56
7.05,9.57
6.75,9.58
6.65,9.62
6.65,9.75
6.65,9.55
7.15,8.7
6.85,8.72
6.75,8.71
6.35,8.24
6.15,8.75
6.1,8.4
6.1,8.05
6.1,7.27
6.1,6.95
7.1,7.24
7.5,9.53
7.35,9.87
7.25,9.13
7.15,8.17
7.5,7.09
7.7,6.96
8.4,6.45
8.2,6.15
8.3,5.93
8.65,5.34
8.5,5.42
8.5,5.46
8.45,5.5
9.2,5.4
9.65,5.22
9.8,5.14
10.25,5.37
10.4,5.36
10.4,5.42
10.3,6.34
10.05,5.32
9.85,5.18
9.4,4.65
9.2,4.56
9.15,4.46
8.95,4.23
8.85,4.2
9,3.9
10.05,3.78
9.86,3.51
9.65,3.27
9.37,3.27
9.3,3.24
9.09,3.22
9.15,3.27
9.2,3.34
9.33,3.26
9.2,3.09
9.29,3.04
9.47,3.06
9.68,3.03
9.48,3.03
9.58,3.13
9.63,3.45
9.56,3.26
9.57,3.24
9.58,3.27
9.62,3.43
9.75,3.61
9.55,3.59
8.7,3.82
8.72,3.77
8.71,3.64
8.24,3.48
8.75,3.55
8.4,3.64
8.05,3.74
7.27,3.7
6.95,3.65
7.24,3.62
9.53,3.53
9.87,3.46
9.13,3.47
8.17,3.56
7.09,3.3
6.96,3.1321
6.45,3.0934
6.15,3.0467
5.93,2.6965
5.34,2.579
5.42,2.6267
5.46,2.6765
5.5,2.695
5.4,2.7267
5.22,3.3757
5.14,3.4677
5.37,3.446
5.36,3.3431
5.42,3.5368
6.34,3.747
5.32,3.9253
5.18,4.362
4.65,4.5017
4.56,4.5829
4.46,4.7771
4.23,4.8528
4.2,5.0413
3.9,5.092
3.78,4.9392
3.51,4.7707
3.27,4.7558
3.27,4.7086
3.24,4.682
3.22,4.6367
3.27,4.4536
3.34,4.4671
3.26,4.3535
3.09,3.9829
3.04,3.5999
3.06,3.3857
3.03,3.3449
3.03,3.3388
3.13,3.3571
3.45,3.3908
3.26,3.4069
3.24,3.4671
3.27,3.464
3.43,3.41
3.61,3.3519
3.59,3.3101
3.82,3.2613
3.77,3.1241
3.64,2.941
3.48,2.8318
3.55,2.6875
3.64,2.53
3.74,2.5333
3.7,2.4005
3.65,2.1519
3.62,2.13
3.53,2.1404
3.46,2.1473
3.47,2.1436
3.56,2.159
3.3,2.1463
3.1321,2.0895
3.0934,2.0705
3.0467,2.0288
2.6965,2.0488
2.579,2.0859
2.6267,2.1127
2.6765,2.116
2.695,2.1143
2.7267,2.1186
3.3757,2.1473
3.4677,2.1703
3.446,2.1732
3.3431,2.1454
3.5368,2.1383
3.747,2.1372
3.9253,2.1372
4.362,2.1256
4.5017,2.111
4.5829,2.1194
4.7771,2.1325
4.8528,2.1391
5.0413,2.1966
5.092,2.3609
4.9392,2.4729
4.7707,2.5117
4.7558,2.6004
4.7086,2.7226
4.682,2.7938
4.6367,2.889
4.4536,2.9857
4.4671,3.1022
4.3535,3.2265
3.9829,3.3354
3.5999,3.502
3.3857,3.5972
3.3449,3.6842
3.3388,3.7519
3.3571,3.8182
3.3908,3.8909
3.4069,3.9753
3.4671,4.0714
3.464,4.1478
3.41,4.2162
3.3519,4.5436
3.3101,4.7417
3.2613,4.6874
3.1241,4.6385
2.941,4.8484
2.8318,4.4815
2.6875,4.3621
2.53,4.5964
2.5333,4.7835
2.4005,4.8574
2.1519,4.9405
2.13,4.961
2.1404,4.9652
2.1473,5.0192
2.1436,5.1131
2.159,4.2383
2.1463,3.2926
2.0895,2.4565
2.0705,1.9431
2.0288,1.6355
2.0488,1.4223
2.0859,1.2817
2.1127,1.2279
2.116,0.975
2.1143,0.8605
2.1186,0.7721
2.1473,0.7375
2.1703,0.7162
2.1732,0.712
2.1454,0.6797
2.1383,0.6617
2.1372,0.645
2.1372,0.6447
2.1256,0.6865
2.111,0.7276
2.1194,0.8488
2.1325,0.8955
2.1391,0.8805
2.1966,0.9977
2.3609,1.042
2.4729,1.0217
2.5117,1.0172
2.6004,1.0867
2.7226,1.1755
2.7938,1.3212
2.889,1.4251
2.9857,1.4886
3.1022,1.5976
3.2265,1.5521
3.3354,1.5365
3.502,1.5759
3.5972,1.4847
3.6842,1.4261
3.7519,1.2222
3.8182,1.0483
3.8909,0.8585
3.9753,0.7443
4.0714,0.6849
4.1478,0.6589
4.2162,0.497
4.5436,0.3324
4.7417,0.2463
4.6874,0.2079
4.6385,0.192
4.8484,0.1855
4.4815,0.2049
4.3621,0.2234
4.5964,0.2061
4.7835,0.2089
4.8574,0.2012
4.9405,0.2103
4.961,0.2214
4.9652,0.2259
5.0192,0.2232
5.1131,0.2258
4.2383,0.2234
3.2926,0.2735
2.4565,0.292
1.9431,0.2881
1.6355,0.3053
1.4223,0.3297
1.2817,0.3246
1.2279,0.2414
0.975,0.205
0.8605,0.1916
0.7721,0.0971
0.7375,0.0826
0.7162,0.0809
0.712,0.0809
0.6797,0.0627
0.6617,0.0482
0.645,0.0272
0.6447,0.0047
0.6865,-0.0104
0.7276,-0.0139
0.8488,-0.0187
0.8955,-0.0277
0.8805,-0.037
0.9977,-0.0536
1.042,-0.0876
1.0217,-0.1263
1.0172,-0.1461
1.0867,-0.1836
1.1755,-0.2285
1.3212,-0.2492
1.4251,-0.2572
1.4886,-0.2679
1.5976,-0.2945
1.5521,-0.2982
1.5365,-0.3016
1.5759,-0.309
1.4847,-0.3127
1.4261,-0.3158
1.2222,-0.3255
1.0483,-0.3286
0.8585,-0.3293
0.7443,-0.3304
0.6849,-0.3295
0.6589,-0.33
0.497,-0.3304
0.3324,-0.3291
0.2463,-0.3294
0.2079,-0.3295
0.192,-0.329
0.1855,-0.3279
0.2049,-0.3285
0.2234,-0.3285
0.2061,-0.3279
0.2089,-0.3285
0.2012,-0.3252
0.2103,-0.322
0.2214,-0.3207
0.2259,-0.319
0.2232,-0.3188
0.2258,-0.3177
0.2234,-0.3164
0.2735,-0.3119
0.292,-0.308
0.2881,-0.3084
0.3053,-0.3092
0.3297,-0.3105
0.3246,-0.3119
0.2414,-0.3289
0.205,-0.3649
0.1916,-0.4077
0.0971,-0.4176
0.0826,-0.4129
0.0809,-0.4013
0.0809,-0.3947
0.0627,-0.3911
0.0482,-0.4088
0.0272,-0.4166
0.0047,-0.254
-0.0104,-0.272
-0.0139,-0.376
-0.0187,-0.4441
-0.0277,-0.4797
-0.037,-0.4914
-0.0536,-0.5091
-0.0876,-0.5209
-0.1263,-0.5381
-0.1461,-0.5472
-0.1836,-0.5417
43.9,5.1
23.3,6.3
21.6,5.4
20.6,6.7
21,9.4
20.4,10.4
16.9,8.7
19.5,7
17.7,7.8
19.9,5.8
22.2,7.8
28.6,4.86
27.4,5.62
17.8,5.98
14.7,4.56
13.5,5.61
10.9,5.8
12.2,6.39
9.1,4.97
9.6,5.4
11.4,5.66
9.3,5.56
8.9,7.4
9.1,7.1
8.1,6.3
12.1,5.52
8.5,5.8
10.3,6.51
10.6,5.19
9,5.48
10.4,5.57
10.1,5.34
7.5,6.2
9.9,6.56
13.2,6.9
10.1,7.05
14.7,5.71
13.7,6.51
14.2,5.7
13.5,6.17
12.8,6
12.3,5.67
13.1,6.26
11.8,6.45
9.6,7.7
10.5,8.04
10.6,8.27
11.9,7.45
10.4,6.04
8.8,8.08
7.2,6.94
6.7,7.99
5.6,8
7.3,8.02
7,7.73
7.4,8.31
11.3,9.68
8.8,17.17
9.2,18.2
7.8,23.1
5.1,27.83
6.3,20.8
5.4,14.8
6.7,12.83
9.4,11.2
10.4,12.2
8.7,10.4
7,9.29
7.8,10.91
5.8,9.54
7.8,8.14
4.86,8.66
5.62,7.17
5.98,7.31
4.56,6.3
5.61,5.3
5.8,4.7
6.39,4.6
4.97,4.2
5.4,4.2
5.66,4.3
5.56,4.49
7.4,4.64
7.1,4.69
6.3,4.633
5.52,4.599
5.8,4.54
6.51,4.78
5.19,4.374
5.48,4.857
5.57,5.84
5.34,5.056
6.2,5.813
6.56,6.932
6.9,7.05
7.05,7.42
5.71,7.569
6.51,7.25
5.7,6.932
6.17,7.3
6,7.166
5.67,7.4
6.26,6.895
6.45,7.16
7.7,7.166
8.04,7.509
8.27,7.631
7.45,7.507
6.04,7.3
8.08,7.546
6.94,7.8
7.99,7.3
8,7.328
8.02,7.7
7.73,7.7
8.31,7.7
9.68,7.7
17.17,7.186
18.2,7.2
23.1,7.413
27.83,7.235
20.8,7.386
14.8,8.9
12.83,8.46
11.2,9.24
12.2,8.68
10.4,8.73
9.29,8.73
10.91,9
9.54,9.23
8.14,10.77
8.66,16.87
7.17,21.91
7.31,17.48
6.3,15.81
5.3,15.25
4.7,13.48
4.6,13.46
4.2,13.35
4.2,13.89
4.3,12.52
4.49,13.84
4.64,13.29
4.69,12.8
4.633,12.68
4.599,12.75
4.54,12.34
4.78,12.15
4.374,12.67
4.857,11.72
5.84,10.79
5.056,11.46
5.813,10.7
6.932,11.09
7.05,10.43
7.42,10.45
7.569,10.32
7.25,10.82
6.932,10.58
7.3,10.51
7.166,8.17
7.4,8.75
6.895,8.72
7.16,8.79
7.166,8.67
7.509,8.28
7.631,8.32
7.507,7.52
7.3,7.2
7.546,7.07
7.8,7.07
7.3,7.22
7.328,6.99
7.7,7.18
15.3,12.58
15.3,12.25
14.7,11.1
14,11.09
11.78,8.45
11.07,7.43
10.96,7.52
10.78,6.5
10.78,6.35
10.92,5.65
11.48,6.15
12.05,6.2
11.92,6.21
11.45,6.02
11.25,6.259231
11,6.898207
11,7.107937
10.82,7.877551
10.83,8.2
9.8,8.2
8.93,8.15
8.58,8.1
8.4,8.2
9.42,8.016667
9.6,7.868636
10.03,7.83
9.88,7.71978
9.85,7.601034
9.6,7.507463
8.77,7.633333
6.27,7.783333
6.87,8.208771
6.71,8.537778
6.57,8.4
7.66,8.87
9.9,8.991903
9.55,8.326087
9.53,8.617857
9.54,8.945892
10.59,11.34725
13.15,11.18261
12.57,9.8
11.1,10.56961
11.09,7.561279
8.45,6.5905
7.43,6.1355
7.52,6.23
6.5,6.1748
6.35,5.8163
5.65,6.4057
6.15,5.8965
6.2,5.8669
6.21,6.1743
6.02,6.132
6.259231,6.079229
6.898207,6.74375
7.107937,7.1167
7.877551,6.1938
8.2,6.1786
8.2,6.5
8.15,8.5434
8.2,8.19
7.868636,8
7.83,7.7727
7.601034,6.8419
7.783333,5.7957
8.537778,4.5674
8.4,4.7113
8.87,4.48
8.991903,4.3558
8.326087,3.9235
8.945892,3.6006
11.34725,3.3335
11.18261,2.9968
9.8,2.9924
9.558407,2.9353
11.3,2.5497
10.56961,2.86
9.986838,2.2943
9.020353,2.061
8.779513,1.9832
7.33668,1.9084
7.561279,2.04
7.474395,2.0641
6.7803,1.9788
6.5905,1.8506
6.649,1.8224
6.1355,1.644
6.23,1.4201
5.4332,1.575
6.1748,1.2598
5.8163,1.1442
6.4057,1.2856
5.8965,1.3185
5.8669,1.2489
6.1743,1.3476
6.132,1.1855
6.9338,1.3377
6.635534,1.1871
6.079229,1.1846
6.875875,0.9769
6.2728,0.927
6.74375,0.889
7.1167,0.7529
6.1938,0.7976
6.1786,0.86
7.25,0.673
6.5,0.6565
8.5434,0.2265
8.8346,0.3004
8.19,0.2476
8.2237,0.2168
8,0.5305
7.7727,0.2133
6.8419,0.0456
5.7957,0.0391
4.5674,0.073
4.7113,0.0838
4.48,0.1954
4.3558,0.2526
3.9235,0.1327
3.6006,0.1366
3.3335,0.1193
2.9968,0.1281
2.9924,0.1313
2.9893,0.1836
3.245,0.1297
2.9353,0.1374
2.5497,0.1636
2.86,0.2505
2.2943,0.2571
2.061,0.2698
1.9832,0.1923
1.9084,0.1995
2.04,0.172
2.0641,0.1535
1.9788,0.1792
1.8506,0.4435
1.8224,0.4876
1.644,1.0886
1.4201,0.9251
1.575,0.8917
1.2598,0.6929
1.1442,0.6047
1.2856,0.8443
1.3185,0.7505
1.2489,0.7426
1.3476,0.7764
1.1855,0.7488
1.3377,0.8216
9.21,10.64
9.22,9.19
9.72,8.9
9.47,8.73
9.47,8.25
9.06,7.62
9.47,7.27
10,6.65
10.48,6.68
10.68,6.87
11.26,6.58
11.55,5.9
11.19,5.19
10.78,4.82
11.09,4.8
12.11,5.13
11.75,5.14
11.78,5.61
11.79,5.46
12.06,5.96
13.09,5.57
14.19,5.39
14.77,5.43
16.08,5.7
16.05,5.85
15.38,6.06
13.94,5.97
12.77,5.87
12.52,6.02
12.45,6.13
12.51,6.08
13.09,5.95
14.41,5.61
14.53,4.93
14.3,4.54
14.21,4.2
14.02,4.28
14.72,4.01
13.97,3.82
11.98,3.76
11.25,3.72
10.69,3.63
11.09,3.54
13.2,3.28
14.38,3.1
14.66,3.08
12.78,3.08
12.25,3.07
11.74,3.07
12.38,3.07
14.21,3.08
13.73,3.08
13.7,3.07
13.96,3.08
15.09,3.13
16.41,3.31
13.37,3.57
11.5,3.65
10.68,3.6
10.64,3.48
9.19,3.42
8.9,3.47
8.73,3.63
8.25,3.75
7.62,3.73
7.27,3.67
6.65,3.61
6.68,3.54
6.87,3.54
6.58,3.61
5.9,3.37
5.19,3.1321
